Gene	cancer	HR	pvalue
MYBPH	BRCA	0.788	0.01
RFNG	BRCA	0.79	0.01
SELK	BRCA	0.794	0.01
ZNF473	BRCA	1.27	0.01
CSNK1A1L	BRCA	1.243	0.011
FAM154B	BRCA	0.802	0.011
KCTD15	BRCA	1.244	0.011
KIAA1715	BRCA	1.258	0.011
LEF1	BRCA	0.799	0.011
LYSMD2	BRCA	0.814	0.011
MFN1	BRCA	1.256	0.011
PVRIG	BRCA	0.788	0.011
RASAL2	BRCA	1.251	0.011
TOR1B	BRCA	1.246	0.011
WDR83	BRCA	0.797	0.011
ZNF358	BRCA	0.804	0.011
ACOT1	BRCA	0.816	0.012
ACSF2	BRCA	0.804	0.012
CD79B	BRCA	0.8	0.012
KIAA0226	BRCA	1.24	0.012
LIMCH1	BRCA	1.255	0.012
NIPAL2	BRCA	1.263	0.012
RPS9	BRCA	0.805	0.012
SELM	BRCA	0.801	0.012
SMARCD3	BRCA	0.795	0.012
TMED8	BRCA	0.801	0.012
TMEM156	BRCA	0.802	0.012
TRAT1	BRCA	0.799	0.012
ACAN	BRCA	1.256	0.013
BCLAF1	BRCA	1.254	0.013
OGFOD3	BRCA	0.802	0.013
C1ORF53	BRCA	0.802	0.013
CLEC10A	BRCA	0.798	0.013
GSTK1	BRCA	0.8	0.013
MRVI1	BRCA	1.258	0.013
NDUFS1	BRCA	1.244	0.013
RBM27	BRCA	1.256	0.013
RPL5	BRCA	0.799	0.013
SLC1A4	BRCA	0.801	0.013
THEMIS	BRCA	0.8	0.013
WDR55	BRCA	1.239	0.013
ALKBH4	BRCA	0.803	0.014
BCL9L	BRCA	1.255	0.014
SPATC1L	BRCA	0.805	0.014
CFB	BRCA	0.803	0.014
FAM69A	BRCA	0.797	0.014
DNAAF1	BRCA	0.802	0.014
NCOR2	BRCA	0.795	0.014
SLC2A10	BRCA	1.242	0.014
TCTE1	BRCA	0.796	0.014
TSC22D2	BRCA	1.251	0.014
ARMC4	BRCA	0.805	0.015
C17ORF49	BRCA	0.799	0.015
COPS5	BRCA	1.254	0.015
DUS1L	BRCA	0.798	0.015
EPRS	BRCA	1.246	0.015
LARP4B	BRCA	1.231	0.015
MYO7A	BRCA	0.815	0.015
TUBA3D	BRCA	0.798	0.015
ZNF75D	BRCA	1.232	0.015
ARIH2OS	BRCA	0.804	0.016
CACNA1H	BRCA	1.244	0.016
HSPA14	BRCA	1.231	0.016
ITPK1	BRCA	0.806	0.016
NAB2	BRCA	0.808	0.016
SOCS1	BRCA	0.806	0.016
ZBTB14	BRCA	0.807	0.016
BCL2	BRCA	0.796	0.017
BIRC3	BRCA	0.817	0.017
C16ORF46	BRCA	0.803	0.017
C19ORF66	BRCA	0.808	0.017
FXYD7	BRCA	0.791	0.017
MEF2B	BRCA	0.809	0.017
SECISBP2L	BRCA	1.242	0.017
TNFSF12-TNFSF13	BRCA	0.806	0.017
FAM86B1	BRCA	0.808	0.018
GDF5	BRCA	0.803	0.018
NPIPL3	BRCA	0.818	0.018
PCDHGB5	BRCA	1.232	0.018
PSMD7	BRCA	1.239	0.018
PTPN23	BRCA	0.804	0.018
SGIP1	BRCA	1.245	0.018
ZNF321P	BRCA	1.23	0.018
ADAM20	BRCA	0.809	0.019
LYRM9	BRCA	0.798	0.019
FHIT	BRCA	0.81	0.019
IGSF1	BRCA	0.81	0.019
PHF6	BRCA	1.238	0.019
PPA2	BRCA	1.228	0.019
TSHR	BRCA	0.808	0.019
ZNF575	BRCA	0.807	0.019
ANO6	BRCA	1.238	0.02
APC	BRCA	1.241	0.02
LRRC61	BRCA	0.817	0.02
NFKB2	BRCA	0.821	0.02
NIPA2	BRCA	1.249	0.02
OXR1	BRCA	1.218	0.02
P2RX1	BRCA	0.805	0.02
CAND2	BRCA	0.801	0.021
GIMAP2	BRCA	0.826	0.021
GP2	BRCA	0.798	0.021
KDM6A	BRCA	1.224	0.021
METTL12	BRCA	0.807	0.021
PCDH12	BRCA	1.237	0.021
RAMP3	BRCA	0.818	0.021
RNF215	BRCA	0.812	0.021
SNRNP70	BRCA	0.808	0.021
TACC2	BRCA	1.228	0.021
TCHH	BRCA	1.227	0.021
TMEM163	BRCA	0.824	0.021
ZNF252P	BRCA	1.23	0.021
AMD1	BRCA	1.232	0.022
ARID1B	BRCA	1.236	0.022
BEND4	BRCA	0.799	0.022
BMS1	BRCA	1.219	0.022
OXLD1	BRCA	0.801	0.022
C2ORF82	BRCA	0.799	0.022
FANCD2	BRCA	1.209	0.022
FANCF	BRCA	0.822	0.022
GPR27	BRCA	0.805	0.022
PIR	BRCA	1.231	0.022
KNSTRN	BRCA	1.232	0.023
CLTCL1	BRCA	1.237	0.023
ETF1	BRCA	1.22	0.023
FBXW11	BRCA	1.214	0.023
JMY	BRCA	1.219	0.023
KCTD10	BRCA	1.228	0.023
LRP1B	BRCA	0.803	0.023
ROPN1B	BRCA	0.803	0.023
TMEM41A	BRCA	1.233	0.023
ZNF808	BRCA	1.227	0.023
BCL11B	BRCA	0.816	0.024
BHLHE40	BRCA	0.813	0.024
CCND2	BRCA	0.819	0.024
DNMT3B	BRCA	1.22	0.024
TVP23C	BRCA	0.826	0.024
FAM46C	BRCA	0.814	0.024
HOXC13	BRCA	1.212	0.024
KIAA0947	BRCA	1.221	0.024
KIAA1407	BRCA	0.805	0.024
PTK2	BRCA	1.227	0.024
RGL4	BRCA	0.818	0.024
SH2D2A	BRCA	0.822	0.024
TNNI3	BRCA	0.796	0.024
ZFP28	BRCA	0.815	0.024
ZNF230	BRCA	0.816	0.024
ZNF404	BRCA	0.812	0.024
ADPRM	BRCA	0.823	0.025
PTCHD4	BRCA	1.223	0.025
DCAF16	BRCA	0.829	0.025
GTF2B	BRCA	0.819	0.025
HLA-DRB5	BRCA	0.821	0.025
SLC25A53	BRCA	0.819	0.025
TLE1	BRCA	1.202	0.025
ZBTB22	BRCA	0.812	0.025
AIF1L	BRCA	1.22	0.026
ARL4D	BRCA	0.816	0.026
C17ORF100	BRCA	0.821	0.026
ENTHD2	BRCA	0.809	0.026
CCDC103	BRCA	0.828	0.026
CD163L1	BRCA	1.204	0.026
PCDHGC5	BRCA	1.217	0.026
PRKCB	BRCA	0.824	0.026
SIT1	BRCA	0.821	0.026
IFT43	BRCA	0.823	0.027
CBX5	BRCA	1.222	0.027
CHAD	BRCA	0.827	0.027
HACL1	BRCA	0.814	0.027
LRIG1	BRCA	0.813	0.027
NSD1	BRCA	1.22	0.027
VSIG8	BRCA	1.222	0.027
ADPRHL2	BRCA	0.827	0.028
AKNAD1	BRCA	1.217	0.028
KCNE2	BRCA	1.219	0.028
LRRC34	BRCA	0.826	0.028
SDC4	BRCA	0.814	0.028
TAS2R14	BRCA	0.824	0.028
ABCA1	BRCA	1.206	0.029
ATP6V0E2	BRCA	0.816	0.029
CHEK1	BRCA	1.237	0.029
ECSIT	BRCA	0.821	0.029
FAM180A	BRCA	1.218	0.029
JPH1	BRCA	1.216	0.029
SNW1	BRCA	0.813	0.029
AGMAT	BRCA	0.832	0.03
C1ORF86	BRCA	0.82	0.03
CRTC1	BRCA	0.822	0.03
TFEB	BRCA	0.818	0.03
ABCD2	BRCA	0.822	0.031
CHMP2B	BRCA	1.21	0.031
DDAH1	BRCA	0.841	0.031
KIF19	BRCA	0.823	0.031
NCKAP1	BRCA	1.216	0.031
NXPH4	BRCA	1.218	0.031
PCDHGA6	BRCA	1.218	0.031
RFX8	BRCA	1.22	0.031
RIC3	BRCA	0.826	0.031
SCNN1D	BRCA	0.818	0.031
SPINK8	BRCA	1.236	0.031
TMEM233	BRCA	1.214	0.031
ANKLE2	BRCA	0.824	0.032
C17ORF70	BRCA	0.813	0.032
KIAA1211L	BRCA	0.822	0.032
CIITA	BRCA	0.83	0.032
CROCC	BRCA	0.813	0.032
RPS11	BRCA	0.826	0.032
XPO1	BRCA	1.207	0.032
ZCCHC18	BRCA	0.823	0.032
C15ORF52	BRCA	1.217	0.033
DHX9	BRCA	1.207	0.033
DLGAP1	BRCA	0.827	0.033
FBXO44	BRCA	0.818	0.033
FCER2	BRCA	0.814	0.033
GRIA3	BRCA	1.205	0.033
KLC4	BRCA	0.816	0.033
PRKG2	BRCA	1.21	0.033
WAS	BRCA	0.83	0.033
C12ORF63	BRCA	0.823	0.034
C3ORF18	BRCA	0.828	0.034
FRMD1	BRCA	0.82	0.034
KLF9	BRCA	1.224	0.034
PELP1	BRCA	0.825	0.034
PGS1	BRCA	0.821	0.034
PSME4	BRCA	1.216	0.034
PXDN	BRCA	1.219	0.034
RFXANK	BRCA	0.829	0.034
TRAM2	BRCA	1.219	0.034
ZNF831	BRCA	0.826	0.034
AKNA	BRCA	0.836	0.035
ANXA11	BRCA	0.83	0.035
DRAP1	BRCA	0.829	0.035
XRCC1	BRCA	0.833	0.035
ZNF248	BRCA	1.204	0.035
C7ORF63	BRCA	0.818	0.036
CCDC96	BRCA	0.827	0.036
DNAJB12	BRCA	0.82	0.036
FGFR4	BRCA	1.206	0.036
LCK	BRCA	0.831	0.036
PYDC1	BRCA	0.81	0.036
RHOH	BRCA	0.831	0.036
STAC2	BRCA	0.833	0.036
ZNF775	BRCA	0.815	0.036
CACNA1E	BRCA	0.825	0.037
CCDC11	BRCA	0.831	0.037
CELSR2	BRCA	0.831	0.037
FASTKD3	BRCA	1.2	0.037
FCRL3	BRCA	0.827	0.037
HHIPL2	BRCA	1.204	0.037
NDRG1	BRCA	1.203	0.037
NT5C3B	BRCA	0.827	0.037
RPL12	BRCA	0.834	0.037
RPS3	BRCA	0.825	0.037
USP9X	BRCA	1.206	0.037
ZNF586	BRCA	0.818	0.037
HNRNPD	BRCA	0.834	0.038
TGIF1	BRCA	0.837	0.038
XBP1	BRCA	0.827	0.038
YWHAG	BRCA	1.221	0.038
ARFGEF1	BRCA	1.202	0.039
C16ORF89	BRCA	0.841	0.039
LRRC73	BRCA	0.833	0.039
EML3	BRCA	0.826	0.039
KCNH3	BRCA	0.829	0.039
UPF2	BRCA	1.192	0.039
FOXO3	BRCA	1.203	0.04
PIGH	BRCA	0.839	0.04
SCRN2	BRCA	0.823	0.04
AARS	BRCA	1.21	0.041
ACTL10	BRCA	0.829	0.041
CCDC158	BRCA	0.827	0.041
KIF11	BRCA	1.203	0.041
PTPN11	BRCA	1.193	0.041
ZNF222	BRCA	0.831	0.041
C11ORF16	BRCA	0.826	0.042
ODF3B	BRCA	0.832	0.042
SETD5	BRCA	1.194	0.042
BRCA2	BRCA	1.2	0.043
BRD4	BRCA	0.84	0.043
CARS	BRCA	1.202	0.043
CD1E	BRCA	0.834	0.043
DMBX1	BRCA	1.193	0.043
FCRL6	BRCA	0.833	0.043
FLNB	BRCA	0.836	0.043
PCDHA8	BRCA	1.201	0.043
DROSHA	BRCA	1.186	0.043
SLC7A3	BRCA	0.809	0.043
ZNF470	BRCA	0.835	0.043
AFF4	BRCA	1.205	0.044
ATP5SL	BRCA	0.838	0.044
C5ORF56	BRCA	0.831	0.044
KIAA1737	BRCA	0.836	0.044
MAST3	BRCA	0.832	0.044
OGFRL1	BRCA	0.834	0.044
PPP1R15B	BRCA	1.202	0.044
TCEAL8	BRCA	1.199	0.044
TXNDC11	BRCA	0.839	0.044
ZBTB17	BRCA	0.833	0.044
DEFB132	BRCA	0.824	0.045
EIF4E	BRCA	1.191	0.045
NANOS3	BRCA	0.843	0.045
NPY5R	BRCA	0.821	0.045
SDSL	BRCA	0.833	0.045
TRAPPC5	BRCA	0.841	0.045
DDX3X	BRCA	1.192	0.046
LHFPL1	BRCA	0.842	0.046
PRF1	BRCA	0.84	0.046
TUBGCP6	BRCA	0.828	0.046
VAT1L	BRCA	1.196	0.046
ATN1	BRCA	0.838	0.047
C21ORF2	BRCA	0.824	0.047
CCT2	BRCA	1.205	0.047
DARC	BRCA	0.828	0.047
DFNB59	BRCA	0.838	0.047
NDNL2	BRCA	0.846	0.047
PAPD7	BRCA	1.178	0.047
POLR1A	BRCA	1.194	0.047
PSMD1	BRCA	1.202	0.047
RBM42	BRCA	0.839	0.047
TCEAL2	BRCA	0.825	0.047
TTC22	BRCA	0.84	0.047
USP36	BRCA	0.837	0.047
ASAP1	BRCA	1.18	0.048
CYTIP	BRCA	0.848	0.048
KRAS	BRCA	1.201	0.048
NUDT16	BRCA	0.824	0.048
TMEM107	BRCA	0.836	0.048
MMS22L	BRCA	1.198	0.049
CXCR7	BRCA	1.193	0.049
FBXO2	BRCA	0.846	0.049
PLBD1	BRCA	0.837	0.049
PSMD12	BRCA	1.214	0.049
PTPRT	BRCA	0.839	0.049
TRIM8	BRCA	0.842	0.049
CC2D1B	BRCA	0.85	0.05
COL4A1	BRCA	1.201	0.05
INHBA	BRCA	1.205	0.05
ZCCHC14	BRCA	1.196	0.05
ARHGAP11B	BRCA	1.181	0.051
CCNE1	BRCA	1.189	0.051
LPPR4	BRCA	1.186	0.051
NOP14	BRCA	1.196	0.051
TAS2R5	BRCA	0.843	0.051
ZBED2	BRCA	0.843	0.051
ABCC9	BRCA	1.188	0.052
AKR1E2	BRCA	1.185	0.052
BRCA1	BRCA	1.18	0.052
C20ORF195	BRCA	0.841	0.052
PBDC1	BRCA	1.187	0.052
FAM127B	BRCA	1.186	0.052
HEMK1	BRCA	0.825	0.052
MAP3K13	BRCA	1.192	0.052
MKL1	BRCA	0.847	0.052
NTM	BRCA	1.19	0.052
PHACTR1	BRCA	0.851	0.052
PIK3CD	BRCA	0.849	0.052
PRDM10	BRCA	1.189	0.052
SCAF8	BRCA	1.189	0.052
ANKRD53	BRCA	0.835	0.053
AP1S3	BRCA	1.185	0.053
HEYL	BRCA	1.199	0.053
HSPD1	BRCA	1.203	0.053
IRS2	BRCA	0.84	0.053
PAF1	BRCA	0.849	0.053
STIL	BRCA	1.194	0.053
TUT1	BRCA	0.844	0.053
AKR7L	BRCA	0.84	0.054
FAM204A	BRCA	0.854	0.054
C2ORF81	BRCA	0.842	0.054
DNAJC22	BRCA	1.18	0.054
DUS3L	BRCA	0.84	0.054
FKTN	BRCA	1.192	0.054
SVIP	BRCA	0.852	0.054
ZNF428	BRCA	0.843	0.054
ZNF750	BRCA	1.187	0.054
SMDT1	BRCA	0.849	0.055
IKZF1	BRCA	0.847	0.055
JAK2	BRCA	0.844	0.055
SFT2D2	BRCA	1.179	0.055
SLC6A9	BRCA	1.167	0.055
SULT4A1	BRCA	0.84	0.055
TUFT1	BRCA	1.186	0.055
ZSWIM7	BRCA	0.84	0.055
ASCC3	BRCA	1.185	0.056
CCDC71	BRCA	0.842	0.056
FOXF1	BRCA	1.182	0.056
ING1	BRCA	0.855	0.056
UFSP1	BRCA	0.839	0.056
C16ORF93	BRCA	0.835	0.057
C6ORF1	BRCA	0.843	0.057
TMEM243	BRCA	0.842	0.057
GSPT1	BRCA	1.185	0.057
KIF12	BRCA	0.826	0.057
MIOS	BRCA	1.18	0.057
PHEX	BRCA	1.183	0.057
SLC16A11	BRCA	0.837	0.057
FAM155B	BRCA	1.182	0.058
KCNE1	BRCA	0.84	0.058
MDH1B	BRCA	0.845	0.058
SPATA5L1	BRCA	1.182	0.058
ZNF559	BRCA	0.846	0.058
ZSCAN1	BRCA	0.833	0.058
ERRFI1	BRCA	0.841	0.059
MLLT4	BRCA	1.179	0.059
PHRF1	BRCA	0.839	0.059
TNPO3	BRCA	1.182	0.059
ZNF432	BRCA	1.191	0.059
GPR115	BRCA	1.194	0.06
GPR37L1	BRCA	0.845	0.06
HGF	BRCA	1.185	0.06
RIN2	BRCA	1.185	0.06
SLC16A8	BRCA	0.85	0.06
C5ORF22	BRCA	1.176	0.061
MICU2	BRCA	0.851	0.061
TMEM131	BRCA	1.189	0.061
COX6B2	BRCA	0.841	0.062
PUS7L	BRCA	1.185	0.062
ZNF616	BRCA	1.184	0.062
MAP2K4	BRCA	0.841	0.063
NSUN7	BRCA	0.844	0.063
QDPR	BRCA	0.836	0.063
SPTAN1	BRCA	0.853	0.063
STK11	BRCA	0.841	0.063
ZKSCAN7	BRCA	0.843	0.063
ZNF485	BRCA	1.188	0.063
ZNF766	BRCA	1.173	0.063
C7ORF31	BRCA	0.853	0.064
IRF4	BRCA	0.848	0.064
KIAA1033	BRCA	1.173	0.064
AMBRA1	BRCA	0.846	0.065
DIEXF	BRCA	1.168	0.065
C6ORF62	BRCA	1.194	0.065
CHST9	BRCA	0.845	0.065
FAM19A2	BRCA	1.174	0.065
RAB14	BRCA	1.181	0.065
RIMKLB	BRCA	0.848	0.065
WIPF3	BRCA	0.857	0.065
CCDC107	BRCA	0.85	0.066
FAM57B	BRCA	0.85	0.066
LRP5L	BRCA	0.849	0.066
RPL22	BRCA	0.849	0.066
TMEM145	BRCA	0.846	0.066
ZNF92	BRCA	0.845	0.066
LOC541473	BRCA	0.846	0.067
C14ORF181	BRCA	0.843	0.068
C19ORF18	BRCA	0.846	0.068
CEBPZ	BRCA	1.177	0.068
FAM105B	BRCA	1.162	0.068
RABL5	BRCA	0.859	0.068
RAD50	BRCA	1.174	0.068
CCR7	BRCA	0.852	0.069
FAM72D	BRCA	1.171	0.069
MARCH10	BRCA	0.85	0.069
MGA	BRCA	1.174	0.069
PDGFRB	BRCA	1.189	0.069
C2ORF73	BRCA	0.846	0.07
MFSD9	BRCA	1.166	0.07
MRFAP1L1	BRCA	0.858	0.07
PCDHGB4	BRCA	1.176	0.07
ARHGEF10L	BRCA	0.852	0.072
DZANK1	BRCA	0.85	0.072
FAM200A	BRCA	0.852	0.072
GPR162	BRCA	0.847	0.072
KCNB2	BRCA	0.847	0.072
NAT9	BRCA	0.847	0.072
PCDHGB3	BRCA	1.173	0.072
SLC2A1	BRCA	1.182	0.072
SMARCE1	BRCA	0.859	0.072
SOHLH2	BRCA	1.183	0.072
TREML2	BRCA	0.853	0.072
AFF3	BRCA	0.85	0.073
DDB2	BRCA	0.854	0.073
DGKH	BRCA	1.17	0.073
GSK3B	BRCA	1.19	0.073
LRRC69	BRCA	1.162	0.073
MRPL53	BRCA	0.847	0.073
NRBP1	BRCA	1.184	0.073
RUNX1	BRCA	0.846	0.073
SCN3A	BRCA	0.846	0.073
VSTM4	BRCA	1.184	0.074
CLTC	BRCA	1.184	0.074
FAM183A	BRCA	0.851	0.074
HLA-B	BRCA	0.858	0.074
HRAS	BRCA	0.852	0.074
SLC1A1	BRCA	0.858	0.074
ZNF789	BRCA	0.852	0.074
ARSA	BRCA	0.855	0.075
FES	BRCA	0.842	0.075
MLXIP	BRCA	1.168	0.075
MRPL34	BRCA	0.854	0.075
PTPRK	BRCA	1.177	0.075
ROBO2	BRCA	0.854	0.075
SYNGR4	BRCA	1.165	0.075
C8ORF47	BRCA	0.843	0.076
CRYZ	BRCA	0.856	0.076
GXYLT1	BRCA	1.158	0.076
TMEM57	BRCA	1.165	0.076
TTLL13	BRCA	0.856	0.076
KIAA1644	BRCA	0.85	0.077
LPPR3	BRCA	0.847	0.077
MARK2	BRCA	1.176	0.077
PAQR8	BRCA	0.849	0.077
PCSK9	BRCA	0.85	0.077
PNMA3	BRCA	0.856	0.077
UMODL1	BRCA	1.169	0.077
C14ORF43	BRCA	0.851	0.078
HIST3H2A	BRCA	0.859	0.078
JAK1	BRCA	0.858	0.078
MSH6	BRCA	1.168	0.078
SPINK2	BRCA	0.841	0.078
ZFR	BRCA	1.177	0.078
ZNF101	BRCA	0.856	0.078
LYPD6B	BRCA	0.857	0.079
MPV17	BRCA	0.858	0.079
NAA25	BRCA	1.162	0.079
TXLNB	BRCA	0.86	0.079
AURKA	BRCA	1.176	0.08
TMA7	BRCA	0.854	0.08
COL6A6	BRCA	0.852	0.08
MAN2B1	BRCA	0.865	0.08
SBNO1	BRCA	1.17	0.08
ZFHX4	BRCA	1.177	0.08
ZSCAN26	BRCA	0.859	0.08
CD8B	BRCA	0.856	0.081
HHLA3	BRCA	0.858	0.081
RABL2A	BRCA	0.853	0.081
SLC6A4	BRCA	0.848	0.081
TMEM194A	BRCA	1.172	0.081
TPX2	BRCA	1.175	0.081
BCL3	BRCA	0.865	0.082
CLN3	BRCA	1.174	0.082
DIP2C	BRCA	1.169	0.082
ELL	BRCA	0.86	0.082
GNA11	BRCA	1.171	0.082
NAT8	BRCA	0.855	0.082
RAD51AP2	BRCA	1.162	0.082
OARD1	BRCA	0.866	0.083
CST2	BRCA	0.852	0.083
HDLBP	BRCA	1.162	0.083
NXPH3	BRCA	0.862	0.083
RAB39B	BRCA	0.851	0.083
RBM6	BRCA	0.857	0.083
SRRM5	BRCA	0.865	0.083
ZNF648	BRCA	0.847	0.083
ARRDC3	BRCA	1.171	0.084
TRABD2A	BRCA	0.854	0.084
C5ORF20	BRCA	0.861	0.084
FAM184B	BRCA	0.857	0.084
ATRX	BRCA	1.166	0.085
FAM217B	BRCA	1.168	0.085
CCDC130	BRCA	0.852	0.085
ZNF816	BRCA	1.164	0.085
HIRA	BRCA	1.165	0.086
MAML1	BRCA	1.168	0.086
PATZ1	BRCA	0.864	0.086
TMEM130	BRCA	0.856	0.086
YWHAZ	BRCA	1.179	0.086
ALG11	BRCA	1.159	0.087
CCDC23	BRCA	0.854	0.087
KIAA1731	BRCA	1.162	0.087
NOTCH1	BRCA	1.154	0.087
ZNF513	BRCA	0.851	0.087
ATF6B	BRCA	1.17	0.088
BRD3	BRCA	1.166	0.088
CARD11	BRCA	0.864	0.088
CLCN6	BRCA	0.851	0.088
ETNK1	BRCA	0.866	0.088
EZR	BRCA	1.175	0.088
H1FX	BRCA	0.857	0.088
KIAA1244	BRCA	1.173	0.088
NOMO2	BRCA	1.161	0.088
SDHC	BRCA	1.16	0.088
TET2	BRCA	1.165	0.088
IGFLR1	BRCA	0.858	0.088
UBR5	BRCA	1.172	0.088
ARL17B	BRCA	0.856	0.089
C16ORF71	BRCA	0.866	0.089
EIF2S2	BRCA	1.175	0.089
HCAR3	BRCA	0.854	0.089
MTHFR	BRCA	0.865	0.089
PCDHB8	BRCA	1.158	0.089
SCAF11	BRCA	1.165	0.089
TCL1A	BRCA	0.856	0.089
ZNF362	BRCA	0.862	0.089
ZNF862	BRCA	0.854	0.089
C15ORF40	BRCA	0.862	0.09
CALM2	BRCA	1.159	0.09
ENHO	BRCA	0.859	0.09
FAM65B	BRCA	0.861	0.09
ZNF337	BRCA	0.864	0.09
C9ORF47	BRCA	0.861	0.091
GLB1L	BRCA	0.852	0.091
LAX1	BRCA	0.86	0.091
LRRC16B	BRCA	0.858	0.091
METTL10	BRCA	0.864	0.091
SAE1	BRCA	1.176	0.091
GPR174	BRCA	0.862	0.092
TMEM200C	BRCA	0.86	0.092
CACNA1F	BRCA	0.852	0.093
KDELR1	BRCA	1.159	0.093
MTMR9	BRCA	1.165	0.093
SDHA	BRCA	1.157	0.093
VILL	BRCA	0.837	0.093
ERF	BRCA	0.86	0.094
FAM123B	BRCA	1.152	0.094
METTL2A	BRCA	1.164	0.094
GBAS	BRCA	0.866	0.095
KRT37	BRCA	0.861	0.095
PIK3CB	BRCA	1.158	0.095
TGFBR1	BRCA	1.165	0.095
KDM5B	BRCA	1.158	0.096
MRRF	BRCA	1.155	0.096
NSUN3	BRCA	1.161	0.096
NUP62CL	BRCA	1.167	0.096
PSMA2	BRCA	1.17	0.096
RAD21	BRCA	1.16	0.096
ATP2A2	BRCA	1.154	0.097
SMCO3	BRCA	0.864	0.097
CHRNB1	BRCA	0.865	0.097
FCRL4	BRCA	0.858	0.097
KRTAP5-10	BRCA	0.852	0.097
LYL1	BRCA	0.854	0.097
POU3F1	BRCA	0.862	0.097
CACNA1D	BRCA	0.865	0.098
CHST4	BRCA	0.86	0.098
POF1B	BRCA	1.161	0.098
CCDC178	BRCA	0.85	0.099
GDAP1L1	BRCA	0.853	0.099
NCOA4	BRCA	1.158	0.099
PPAPDC2	BRCA	0.862	0.099
ATP13A2	BRCA	0.862	0.1
C10ORF35	BRCA	0.865	0.1
TMEM256	BRCA	0.866	0.1
C1ORF111	BRCA	0.849	0.1
C2ORF88	BRCA	0.855	0.1
C9ORF89	BRCA	0.863	0.1
DDR2	BRCA	1.159	0.1
EEF2	BRCA	0.867	0.1
EIF3E	BRCA	1.164	0.1
EPHA3	BRCA	1.158	0.1
ETV6	BRCA	0.868	0.1
FKBP7	BRCA	1.16	0.1
HTATSF1	BRCA	1.159	0.1
KCNK10	BRCA	0.859	0.1
KRT8	BRCA	1.15	0.1
LRRC37A	BRCA	0.862	0.1
LSS	BRCA	1.157	0.1
PAFAH1B1	BRCA	1.149	0.1
PHF17	BRCA	0.865	0.1
RARA	BRCA	0.865	0.1
RQCD1	BRCA	1.16	0.1
SIK3	BRCA	0.874	0.1
SLC35E2	BRCA	0.865	0.1
TP63	BRCA	0.854	0.1
TRMT12	BRCA	1.157	0.1
WDR44	BRCA	1.153	0.1
ZC3H6	BRCA	0.86	0.1
ZC3HC1	BRCA	0.864	0.1
ZMYND8	BRCA	1.161	0.1
ZNF320	BRCA	1.151	0.1
ZNF880	BRCA	0.862	0.1
APOL4	BRCA	0.875	0.11
ARCN1	BRCA	1.164	0.11
ATP6V1C1	BRCA	1.162	0.11
BICD2	BRCA	1.147	0.11
BIRC6	BRCA	1.147	0.11
C16ORF72	BRCA	1.156	0.11
C19ORF45	BRCA	0.863	0.11
C21ORF59	BRCA	0.873	0.11
C5ORF13	BRCA	1.154	0.11
CCDC84	BRCA	0.866	0.11
CD300E	BRCA	1.151	0.11
DCLK2	BRCA	1.145	0.11
DHRS7B	BRCA	0.87	0.11
DPP7	BRCA	0.867	0.11
ECEL1	BRCA	0.867	0.11
EPAS1	BRCA	1.156	0.11
FAM198A	BRCA	0.875	0.11
FCER1A	BRCA	0.862	0.11
FGFR3	BRCA	0.865	0.11
FLT1	BRCA	1.153	0.11
GOLGA4	BRCA	1.148	0.11
GPR156	BRCA	1.16	0.11
HSD11B1L	BRCA	0.869	0.11
IGDCC3	BRCA	0.863	0.11
IGSF22	BRCA	0.867	0.11
KCNG2	BRCA	0.858	0.11
KCNJ16	BRCA	0.86	0.11
KCNJ5	BRCA	1.156	0.11
MAP1LC3B2	BRCA	1.167	0.11
MAP2K2	BRCA	0.868	0.11
NCOA2	BRCA	1.16	0.11
NT5M	BRCA	0.868	0.11
NTRK1	BRCA	0.868	0.11
PAX5	BRCA	0.864	0.11
PCDHA4	BRCA	1.146	0.11
PCNXL3	BRCA	1.158	0.11
PDCL	BRCA	1.159	0.11
PTMA	BRCA	0.861	0.11
RPL10	BRCA	0.876	0.11
STAT3	BRCA	0.866	0.11
TMUB1	BRCA	0.862	0.11
TRPV3	BRCA	1.157	0.11
UPK3BL	BRCA	0.868	0.11
VOPP1	BRCA	0.875	0.11
WT1	BRCA	1.168	0.11
ZNF581	BRCA	0.869	0.11
ABLIM1	BRCA	1.151	0.12
ANKRD54	BRCA	0.872	0.12
ARHGAP26	BRCA	0.872	0.12
BRF1	BRCA	0.87	0.12
PROSER1	BRCA	1.155	0.12
CASKIN1	BRCA	0.873	0.12
CES3	BRCA	1.153	0.12
CHST6	BRCA	1.16	0.12
CLEC4F	BRCA	0.868	0.12
CYP4F12	BRCA	0.864	0.12
ESYT2	BRCA	1.148	0.12
FCHSD1	BRCA	0.869	0.12
ITM2C	BRCA	0.87	0.12
LENG1	BRCA	0.871	0.12
LIN7A	BRCA	0.875	0.12
LNP1	BRCA	1.141	0.12
MITF	BRCA	1.155	0.12
MYB	BRCA	0.873	0.12
OGFOD1	BRCA	1.162	0.12
PCNA	BRCA	1.156	0.12
PYGO2	BRCA	0.879	0.12
RPS19	BRCA	0.869	0.12
SEC31A	BRCA	1.157	0.12
SFRP4	BRCA	1.153	0.12
TEKT4	BRCA	0.871	0.12
TNKS2	BRCA	1.149	0.12
TOMM7	BRCA	0.87	0.12
TSTD1	BRCA	0.866	0.12
TTN	BRCA	0.876	0.12
