Gene	Cancer_median	Normal_median	TSG	OG	NG
PLEKHA7	0.9175	0.405	0	0	0
GALNT14	0.164	0.728	0	0	0
NEURL2	?	?	0	0	1
RNF220	0.843	0.365	0	0	0
NOC2L	0.14	0.712	0	0	0
PPP4R1L	0.863	0.359	0	0	0
RAB22A	?	?	0	0	0
TNFSF12-TNFSF13	0.923	0.338	0	0	1
RAB3D	?	?	0	0	0
AFAP1L2	0.8	0.375	0	0	0
ACOT13	?	?	0	0	0
TDP2	?	?	0	0	0
NR2C2AP	?	?	0	0	0
MX1	0.194	0.836	0	0	0
COMT	0.839	0.304	0	0	0
TXNRD2	0.836	0.322	0	0	0
RG9MTD3	?	?	0	0	0
BZRAP1	0.5	0.5	0	0	0
SIDT1	0.835	0.076	0	0	0
TRAF1	0.151	0.717	0	0	0
HAUS2	?	?	0	0	0
TACR1	0.127	0.679	0	0	0
LRRC57	?	?	0	0	0
DLX5	0.86	0.206	0	0	0
SLC37A3	0.174	0.5	0	0	1
ATG13	0.5	0.5	0	0	0
HARBI1	0.5	0.5	0	0	0
HDX	?	?	0	0	1
ELFN2	0.168	0.794	0	0	0
SLC2A10	?	?	0	0	1
SLC44A3	0.152	0.806	0	0	0
CCDC149	0.16999999999999998	0.5	0	0	1
INPP5B	?	?	0	0	0
MRPL24	?	?	0	0	1
TEN1	0.16	0.882	0	0	0
ACOX1	0.1665	0.737	0	0	0
CTSA	0.097	0.614	0	0	0
RGS19	0.5	0.5	0	0	0
DNASE1L1	0.0555	0.65	0	0	0
G0S2	0.8154999999999999	0.307	0	0	0
PIGF	0.5	0.5	0	0	0
CRIPT	?	?	0	0	0
GSTZ1	?	?	0	0	0
POMT2	0.1505	0.677	0	0	0
CPE	0.163	0.5	0	0	1
XRRA1	0.16599999999999998	0.799	0	0	0
SPCS2	0.111	0.663	0	0	0
ACCN2	0.193	0.792	0	0	0
SAR1B	?	?	0	0	0
AKR7A2	0.5	0.5	0	0	0
FAM18B2	0.93	0.43	0	0	0
PQLC2	?	?	0	0	0
COQ3	?	?	0	0	0
DUSP23	?	?	0	0	0
ZYG11A	0.837	0.268	0	0	0
DCAF17	0.173	0.5	0	0	1
METTL8	0.5	0.5	0	0	1
HPGD	0.164	0.874	0	0	0
LRRC4C	0.148	0.736	0	0	0
CLIC3	0.8454999999999999	0.325	0	0	0
ESAM	0.821	0.302	0	0	1
TAGLN3	?	?	0	0	0
TIGD4	0.1695	0.719	0	0	0
ARFIP1	?	?	0	0	0
CCNA1	0.836	0.268	0	0	0
C10ORF76	?	?	0	0	0
HSD17B7	?	?	0	0	0
TMEM26	0.138	0.947	0	0	0
C9ORF100	?	?	0	0	0
ABCD1	0.16999999999999998	0.853	0	0	0
FBLN7	0.959	0.448	0	0	1
PTPN3	0.166	0.792	0	0	0
ZNF680	?	?	0	0	1
FAM171A2	0.9035	0.346	0	0	0
SLC35A4	?	?	0	0	0
APBB3	?	?	0	0	0
ZNF577	0.10500000000000001	0.5	0	0	0
NGF	0.149	0.854	0	0	0
ATF3	0.154	0.8	0	0	0
HIST1H4L	0.8274999999999999	0.169	0	0	0
SLC37A4	?	?	0	0	0
TBC1D25	?	?	0	0	0
ZNF738	?	?	0	0	0
ZMAT5	?	?	0	0	1
VTI1A	0.16	0.725	0	0	0
ZDHHC6	0.1575	0.919	0	0	0
UQCR10	?	?	0	0	0
WT1	0.842	0.092	1	1	0
VARS2	0.157	0.691	0	0	0
CCDC167	0.971	0.465	0	0	0
GINS4	0.894	0.374	0	0	0
GAMT	0.1335	0.649	0	0	0
BTBD2	?	?	0	0	0
GREB1L	0.145	0.692	0	0	0
ST6GALNAC4	?	?	0	0	0
GTF2E1	?	?	0	0	0
RABL3	?	?	0	0	0
DIRAS3	0.169	0.921	0	0	0
ONECUT1	0.845	0.173	0	0	0
TM6SF1	0.148	0.827	0	0	0
NFS1	0.5	0.5	0	0	0
CDH3	0.833	0.268	0	0	0
C15ORF27	0.135	0.5	0	0	1
ROMO1	?	?	0	0	0
CENPO	?	?	0	0	0
PTRHD1	?	?	0	0	1
TMEM240	0.861	0.176	0	0	1
ST8SIA6	0.155	0.821	0	0	0
CYB5R2	0.856	0.189	0	0	0
CXORF40A	?	?	0	0	1
WBSCR27	0.5	0.5	0	0	0
ZNF695	0.1535	0.5	0	0	0
SNIP1	0.159	0.877	0	0	0
CACNB2	0.1925	0.656	0	0	0
C3ORF39	0.5	0.5	0	0	0
NRGN	0.8494999999999999	0.163	0	0	0
HOPX	0.836	0.217	0	0	0
SIPA1L3	0.5	0.5	0	0	0
WDR87	0.1465	0.5	0	0	1
DSC3	0.85	0.148	0	0	0
ARMC4	0.141	0.5	0	0	1
C8ORF4	?	?	0	0	0
BDH2	?	?	0	0	0
SLC38A5	0.872	0.03	0	0	1
TLR2	0.167	0.944	0	0	0
IARS2	0.151	0.919	0	0	0
GPD1L	0.195	0.848	0	0	0
TTC7B	0.158	0.825	0	0	0
NOL8	?	?	0	0	1
CENPP	?	?	0	0	0
LRTOMT	0.5	0.5	0	0	0
ZNF283	?	?	0	0	1
FRMD3	0.1905	0.734	0	0	0
RRN3P1	0.152	0.742	0	0	0
SCN1B	0.1175	0.5	0	0	1
GPR3	?	?	0	0	0
ZNF365	0.152	0.729	0	0	0
SCN3B	0.171	0.866	0	0	0
EPB41L1	0.5	0.5	0	0	0
BIRC5	0.907	0.383	0	0	0
GPS1	0.1605	0.739	0	0	0
GPR89A	?	?	0	0	0
LRAT	0.189	0.708	0	0	0
DNAL4	?	?	0	0	0
YPEL1	0.164	0.891	0	0	0
CALCOCO2	?	?	0	0	0
NTN1	0.1785	0.711	0	0	0
ZNF268	?	?	0	0	0
ARIH2	0.149	0.784	0	0	0
C3ORF71	?	?	0	0	0
LYAR	?	?	0	0	0
ZBTB49	0.5	0.5	0	0	0
NME7	0.5	0.5	0	0	0
BLZF1	0.5	0.5	0	0	0
USP18	0.848	0.324	0	0	0
SPPL2B	?	?	0	0	0
LSM7	0.199	0.5	0	0	0
RTN4RL2	0.1475	0.704	0	0	0
ALAD	0.167	0.75	0	0	0
ZNF229	0.17	0.5	0	0	1
ZNF254	0.8145	0.073	0	0	0
DLK2	0.5	0.5	0	0	0
DSG2	?	?	0	0	0
FXC1	0.174	0.74	0	0	0
ARFIP2	0.5	0.5	0	0	0
TRAPPC2	0.135	0.756	0	0	0
OFD1	?	?	0	0	0
PTPRS	0.181	0.841	0	0	0
VKORC1L1	?	?	0	0	0
C1QL1	0.873	0.188	0	0	0
ECHDC3	0.5495	0.66	0	0	0
ARHGEF25	0.1	0.671	0	0	0
TSPAN6	0.805	0.2	0	0	0
CYP27B1	0.847	0.2585	0	0	0
MYCN	0.151	0.5	0	1	0
NUMA1	0.812	0.391	0	0	0
MUTYH	0.173	0.5	1	0	0
TOE1	?	?	0	0	0
TUBD1	?	?	0	0	0
RPS6KB1	?	?	0	0	0
DPH3	0.5	0.5	0	0	0
OXNAD1	0.877	0.355	0	0	0
RAB26	?	?	0	0	0
OCIAD2	?	?	0	0	0
MATN2	0.883	0.343	0	0	1
GGTA1	?	?	0	0	0
C6ORF162	?	?	0	0	0
RADIL	0.195	0.747	0	0	0
NAP1L5	?	?	0	0	1
DNAJC18	0.5	0.5	0	0	0
AP1G2	0.164	0.905	0	0	0
DSC2	?	?	0	0	0
CPSF2	?	?	0	0	0
NDUFB1	?	?	0	0	0
PPM1F	0.148	0.865	0	0	0
C11ORF10	0.865	0.326	0	0	0
ATHL1	?	?	0	0	0
FEN1	?	?	1	0	0
JRKL	?	?	0	0	0
CCDC82	0.163	0.5	0	0	1
RPAP1	?	?	0	0	0
ZNF486	?	?	0	0	1
PMPCA	0.189	0.5	0	0	0
RAB3B	0.144	0.5	0	0	1
SDCCAG3	?	?	0	0	0
RECQL5	0.15	0.763	0	0	0
SAP30BP	0.15500000000000003	0.5	0	0	0
FAM125B	0.141	0.688	0	0	0
XPC	?	?	1	0	0
LSM3	?	?	0	0	0
DUS2L	0.147	0.7324999999999999	0	0	0
ZNF286B	0.5	0.5	0	0	0
CHRNE	0.878	0.268	0	0	0
RAB6B	0.158	0.81	0	0	0
GRID2	0.165	0.803	0	0	0
ZNF791	?	?	0	0	1
ZNF490	?	?	0	0	1
PCLO	0.161	0.5	0	0	1
RFNG	0.883	0.375	0	0	1
C8ORF82	0.187	0.838	0	0	0
GRB14	0.171	0.837	0	0	0
SPSB3	?	?	0	0	1
NUBP2	0.5	0.5	0	0	1
MGMT	0.1625	0.5	1	0	0
RPA2	?	?	0	0	0
PAF1	?	?	0	0	0
MED29	?	?	0	0	0
RAD21L1	0.171	0.5	0	0	1
APOBEC3F	?	?	0	0	1
KBTBD11	0.165	0.5	0	0	1
TTLL1	?	?	0	0	0
PRIC285	0.165	0.843	0	0	0
HIST1H3A	0.5	0.5	0	0	0
HIST1H4A	0.8385	0.036	0	0	0
DKKL1	0.16	0.88	0	0	0
NELL2	0.167	0.774	0	0	0
RP13-104F24.2	0.902	0.397	0	0	0
GPR172A	?	?	0	0	0
FBXL6	0.155	0.684	0	0	0
PPWD1	?	?	0	0	0
CENPK	?	?	0	0	0
NIPSNAP3B	0.5	0.5	0	0	1
NKAIN3	0.148	0.852	0	0	0
HIST1H4D	0.879	0.065	0	0	0
KCNK13	0.194	0.954	0	0	0
TFPT	0.151	0.69	0	0	0
PRPF31	?	?	0	0	0
DDN	0.8374999999999999	0.277	0	0	0
ZNF30	?	?	0	0	1
ACTA2	0.85	0.226	0	0	0
ZDHHC4	?	?	0	0	1
PRRX2	0.155	0.748	0	0	0
SUSD5	0.81	0.24	0	0	1
METTL1	0.5	0.5	0	0	0
METTL21B	?	?	0	0	1
ZNF682	0.16	0.5	0	0	1
RELN	0.166	0.884	0	0	0
FAM50A	?	?	0	0	0
MYOZ1	?	?	0	0	0
PGAP2	0.185	0.983	0	0	0
TTC18	?	?	0	0	0
METRN	0.154	0.5	0	0	1
TCF19	0.099	0.584	0	0	0
MRPL46	?	?	0	0	0
POLR2C	?	?	0	0	0
MRPS11	0.841	0.054	0	0	0
CPNE3	?	?	0	0	0
ACAD10	0.152	0.797	0	0	0
BRAP	?	?	0	0	0
PHOSPHO1	0.827	0.265	0	0	0
ENGASE	?	?	0	0	0
KRT8	0.1325	0.708	0	0	0
LIN37	?	?	0	0	0
PSENEN	?	?	0	0	1
U2AF1L4	0.5	0.5	0	0	0
PGR	0.173	0.87	0	0	0
KLHL17	0.157	0.5	0	0	1
TAF9B	?	?	0	0	0
DACH2	0.148	0.834	0	0	0
ST6GALNAC3	0.146	0.5	0	0	1
DFFB	0.5	0.5	0	0	0
CEP104	0.1585	0.5	0	0	0
SPIRE2	0.167	0.759	0	0	0
GLRB	0.844	0.291	0	0	1
NKX2-6	0.8445	0.178	0	0	0
ICA1	0.16699999999999998	0.921	0	0	0
RETSAT	0.5	0.5	0	0	0
ELMOD3	0.16449999999999998	0.702	0	0	0
GPRIN1	0.813	0.29	0	0	1
SH3GLB2	0.5	0.5	0	0	0
ZNF396	?	?	0	0	0
KBTBD4	0.9055	0.381	0	0	0
NDUFS3	?	?	0	0	0
ISM1	0.164	0.961	0	0	0
PRKRA	?	?	0	0	0
DFNB59	?	?	0	0	1
SH3BGRL2	0.5	0.5	0	0	0
XAF1	?	?	0	0	0
TIMM8B	?	?	0	0	0
SDHD	?	?	1	0	0
EFNB3	?	?	0	0	0
NOC4L	0.5	0.5	0	0	0
DDX51	?	?	0	0	0
HOXB8	0.826	0.081	0	0	0
NFKBIB	?	?	0	0	0
SIRT2	0.131	0.643	0	0	0
MTRR	0.158	0.914	0	0	0
FASTKD3	0.5	0.5	0	0	1
RAB3IL1	0.161	0.714	0	0	0
ZNF774	0.5	0.5	0	0	1
KIAA1244	0.16	0.5	0	0	1
SLITRK4	0.161	0.817	0	0	0
ZNF43	0.834	0.065	0	0	0
HIST1H2AJ	?	?	0	0	1
SV2A	?	?	0	0	0
LRRC63	?	?	0	0	0
TSPYL3	?	?	0	0	0
CSMD3	0.164	0.5	1	0	0
HSD17B7P2	?	?	0	0	0
HIST1H2BM	0.879	0.053	0	0	0
KIF24	?	?	0	0	0
NUDT2	?	?	0	0	0
WNT7B	0.837	0.289	0	0	0
DYNLRB2	0.16	0.943	0	0	0
TLR3	0.5	0.5	0	0	0
ZNF717	?	?	0	0	0
RSG1	?	?	0	0	1
RAB2B	0.168	0.749	0	0	0
TOX4	0.143	0.713	0	0	0
TMEM106C	0.5	0.5	0	0	0
CLEC14A	0.847	0.163	0	0	0
HIST1H1A	?	?	0	0	0
LMF2	?	?	0	0	0
NCAPH2	?	?	0	0	0
ALDH5A1	?	?	0	0	0
DCTN2	?	?	0	0	0
PEX3	?	?	0	0	0
ADAT2	?	?	0	0	0
EPHA6	0.1755	0.804	0	0	0
SLC9A10	?	?	0	0	0
LSM2	0.182	0.878	0	0	0
PLD6	?	?	0	0	1
LPIN3	?	?	0	0	0
RS1	?	?	0	0	1
KCTD17	0.148	0.773	0	0	0
B3GNTL1	0.076	0.614	0	0	0
EIF4E2	0.165	0.781	0	0	0
TIGD1	?	?	0	0	1
N4BP3	0.1485	0.5	0	0	0
SFRP2	0.1745	0.604	0	0	0
S100A4	0.143	0.741	0	0	0
PRSS16	0.123	0.692	0	0	0
SLC2A12	0.1725	0.5	0	0	1
SEZ6L2	0.849	0.252	0	0	0
CCT6B	0.849	0.345	0	0	0
ZNF830	0.833	0.205	0	0	0
RNF180	0.5	0.5	0	0	0
HIST1H2BE	0.861	0.068	0	0	0
MMP28	?	?	0	0	0
RAC2	?	?	0	0	0
TMEM54	?	?	0	0	0
PPP1R9A	0.163	0.817	0	0	0
NOV	0.5	0.5	0	0	0
SMPD2	?	?	0	0	0
PPIL6	?	?	0	0	0
LARP7	0.5	0.5	0	0	0
C4ORF21	0.914	0.386	0	0	0
GFM1	0.835	0.244	0	0	0
MRPL11	?	?	0	0	0
CTSD	0.14400000000000002	0.704	0	0	0
NSMCE2	0.15	0.768	0	0	0
KIAA0196	0.1645	0.745	0	0	0
TTLL5	0.895	0.296	0	0	0
C14ORF1	?	?	0	0	0
SCNN1A	0.157	0.782	0	0	0
ACOT11	0.5	0.5	0	0	0
PABPC4L	0.172	0.7665	0	0	0
RBM18	0.846	0.5	0	0	0
MRRF	0.177	0.5	0	0	1
PLEKHA4	0.849	0.308	0	0	0
IRF7	0.178	0.77	0	0	0
PRSS8	?	?	0	0	0
PKP1	0.144	0.814	0	0	0
MSH3	0.1305	0.688	0	0	0
DHFR	0.5	0.5	0	0	0
CPSF7	?	?	0	0	0
SDHAF2	?	?	1	0	0
SGCD	0.1385	0.729	0	0	0
EPDR1	0.171	0.84	0	0	0
AGBL2	0.863	0.104	0	0	0
BC150535	0.145	0.794	0	0	0
ZNF501	0.159	0.926	0	0	0
CHN2	0.859	0.263	0	0	0
ZSCAN16	0.5	0.5	0	0	1
ZDHHC1	0.8325	0.138	0	0	0
C19ORF62	?	?	0	0	0
C5ORF4	0.841	0.189	0	0	0
DCLK1	0.16	0.782	0	0	0
KBTBD7	?	?	0	0	0
GSTT1	?	?	0	0	0
ZNF434	?	?	0	0	0
ZNF174	?	?	0	0	0
MIS12	?	?	0	0	0
DERL2	?	?	0	0	0
IRAK2	0.826	0.294	0	0	0
ACADS	?	?	0	0	0
ZNF844	?	?	0	0	0
ZNF860	0.1465	0.5	0	0	1
NCALD	0.143	0.5	0	0	1
TRPM6	?	?	0	0	0
CCNE1	?	?	0	1	0
OPRL1	0.845	0.1	0	0	0
QPCT	0.1655	0.884	0	0	0
PPL	0.1555	0.736	0	0	0
TCEA3	0.853	0.218	0	0	0
CD38	0.82	0.121	0	0	0
MRPL21	?	?	0	0	0
IGHMBP2	0.5	0.5	0	0	0
TNFSF4	0.141	0.802	0	0	0
DHX34	?	?	0	0	0
ZNF114	0.167	0.5	0	0	1
GALK1	0.896	0.5	0	0	0
CCDC113	0.5	0.5	0	0	0
BTN3A1	?	?	0	0	0
EXOSC1	?	?	0	0	0
ZDHHC16	?	?	0	0	0
ADPRH	?	?	0	0	0
TMC6	0.102	0.832	0	0	0
MUT	0.8374999999999999	0.099	0	0	0
CENPQ	0.5	0.5	0	0	0
LRP3	0.174	0.713	0	0	0
ARV1	?	?	0	0	0
TTC13	?	?	0	0	0
CRISPLD1	0.1845	0.5	0	0	1
CNPY4	?	?	0	0	1
TAF6	?	?	0	0	0
ABHD14A	?	?	0	0	1
ABHD14B	0.929	0.089	0	0	0
SLURP1	0.1495	0.768	0	0	0
FAM136A	?	?	0	0	0
STX8	0.148	0.78	0	0	0
WDR16	?	?	0	0	0
TRIM5	0.156	0.791	0	0	0
TTC21A	?	?	0	0	0
GORASP1	?	?	0	0	0
ACVR1C	0.5	0.5	0	0	0
C19ORF63	?	?	0	0	0
CHPF	0.836	0.135	0	0	1
SYNM	0.8494999999999999	0.355	0	0	1
HERC5	0.5	0.5	0	0	0
SLC26A4	0.137	0.682	0	0	0
EIF3I	?	?	0	0	0
FAM107A	0.149	0.664	0	0	0
TMEM234	0.165	0.708	0	0	0
NKD1	0.811	0.345	0	0	0
EXOG	0.817	0.311	0	0	1
PROCR	0.153	0.653	0	0	0
ADRA1B	0.13	0.818	0	0	0
SPATA20	0.851	0.321	0	0	0
STEAP1	0.1585	0.8805000000000001	0	0	0
TMEM198	0.142	0.5	0	0	1
FAM134B	0.164	0.801	0	0	0
PLEKHH1	0.1925	0.6699999999999999	0	0	0
THOC4	?	?	0	0	0
ANAPC11	0.163	0.812	0	0	0
MOCS1	0.167	0.7255	0	0	0
ZNF454	0.1625	0.9235	0	0	0
LAMA3	0.165	0.75	0	0	0
SCAI	0.165	0.73	0	0	0
PLAC9	0.847	0.26	0	0	1
SOX17	0.8414999999999999	0.288	0	0	0
NUP62	0.1035	0.8315	0	0	0
C6ORF70	?	?	0	0	1
TCTE3	?	?	0	0	0
COL21A1	0.808	0.273	0	0	0
ZNF660	0.828	0.058	0	0	1
ADRA2A	0.5	0.5	0	0	0
COL9A2	0.819	0.308	0	0	0
CDKL2	0.155	0.846	0	0	0
AP4B1	?	?	0	0	0
DCLRE1B	?	?	0	0	0
ZFYVE21	0.16999999999999998	0.5	0	0	0
CBWD2	?	?	0	0	1
C1QTNF6	0.868	0.219	0	0	0
ADCK1	0.5	0.5	0	0	0
GNG4	0.1155	0.663	0	0	0
SH3GL3	0.148	0.783	0	0	0
ATG4A	?	?	0	0	0
PSMD10	?	?	0	0	0
ZNHIT2	0.1635	0.687	0	0	0
SDF4	0.181	0.767	0	0	0
TIMM17B	0.5	0.5	0	0	0
ARHGAP33	?	?	0	0	1
NEFL	0.835	0.133	0	0	0
YIPF5	?	?	0	0	1
KCTD16	0.138	0.5	0	0	1
COPZ2	0.1955	0.719	0	0	0
SLC25A45	?	?	0	0	0
TMEM229B	0.1695	0.783	0	0	0
PRPF4	0.166	0.716	0	0	0
CDC26	?	?	0	0	0
PALMD	?	?	0	0	0
ZNF221	?	?	0	0	1
HPDL	0.823	0.266	0	0	1
MFSD8	?	?	0	0	1
C4ORF29	0.175	0.5	0	0	1
HOXD1	0.845	0.247	0	0	0
C11ORF45	0.5	0.5	0	0	1
CCDC76	?	?	0	0	0
SASS6	?	?	0	0	0
GLOD4	?	?	0	0	0
NPL	0.168	0.744	0	0	0
KIAA1024	0.5	0.5	0	0	1
SRPR	?	?	0	0	0
FOXRED1	?	?	0	0	1
PLA2G4A	0.151	0.751	0	0	0
TSFM	?	?	0	0	1
ZNF311	0.1495	0.879	0	0	0
THYN1	0.5	0.5	0	0	0
MRPL13	0.097	0.5	0	0	0
MTBP	0.153	0.73	0	0	0
ACAD8	?	?	0	0	0
GATC	?	?	0	0	0
TRIAP1	0.5	0.5	0	0	0
HDAC9	0.151	0.685	0	0	0
KDM1B	0.855	0.349	0	0	0
TPMT	?	?	0	0	0
C12ORF53	0.087	0.616	0	0	0
SEMA4G	0.156	0.678	0	0	0
ATF5	?	?	0	0	0
PUS3	0.169	0.749	0	0	0
KLHL32	0.155	0.894	0	0	0
LOC642846	?	?	0	0	0
ZNF502	0.5	0.5	0	0	1
LRRC56	0.11349999999999999	0.95	0	0	0
ATOH7	0.1095	0.5	0	0	1
GNA14	0.829	0.102	0	0	1
C2CD4A	0.5	0.5	0	0	1
XRCC3	0.884	0.293	0	0	0
ZNF554	?	?	0	0	1
FN3K	0.5	0.5	0	0	0
PSMB6	?	?	0	0	0
TMEM155	0.157	0.5	0	0	1
EGFL7	0.125	0.643	0	0	0
IL12A	?	?	0	0	0
PIK3CD	0.165	0.703	0	0	0
EXOSC5	?	?	0	0	0
BCKDHA	?	?	0	0	0
MRPL45	?	?	0	0	0
PIR	?	?	0	0	1
TOP1MT	0.1535	0.836	0	0	0
HERC6	?	?	0	0	0
RCN3	0.106	0.661	0	0	0
BTN2A2	?	?	0	0	0
RASEF	0.1365	0.694	0	0	0
BCL6B	0.838	0.255	0	0	0
MITD1	?	?	0	0	0
MRPL30	0.924	0.38	0	0	0
TRMT6	0.141	0.918	0	0	0
MCM8	?	?	0	0	0
IMMP1L	?	?	0	0	0
ELP4	0.5	0.5	0	0	0
FOXD3	0.859	0.228	0	0	0
TMEM161A	0.8234999999999999	0.283	0	0	0
RNMTL1	0.894	0.385	0	0	0
GJA3	0.863	0.151	0	0	1
CLCN4	0.1565	0.5	0	0	1
PARM1	0.123	0.762	0	0	0
IRAK4	0.162	0.83	0	0	0
PUS7L	?	?	0	0	1
LRRC24	0.14	0.677	0	0	0
OCRL	?	?	0	0	0
ACOT6	?	?	0	0	1
AOX1	0.172	0.5	0	0	1
SMIM1	?	?	0	0	0
RGS9BP	0.845	0.18	0	0	1
ANKRD27	0.5	0.5	0	0	0
GTF3C3	?	?	0	0	0
SPATA24	?	?	0	0	0
HPSE2	0.833	0.218	0	0	0
MOSC1	0.1315	0.69	0	0	0
NSUN3	?	?	0	0	1
DHFRL1	?	?	0	0	1
PDE4DIP	?	?	0	0	0
ZIC5	0.827	0.283	0	0	1
SLCO2A1	0.134	0.685	0	0	0
FBXO43	?	?	0	0	0
STAT5A	0.133	0.701	0	0	0
SPTBN2	0.0925	0.659	0	0	0
VPS41	0.168	0.7665	0	0	0
LOXL4	0.5	0.5	0	0	0
ANKS1B	0.185	0.692	0	0	0
CCHCR1	0.831	0.433	0	0	0
ZSCAN30	0.8505	0.057	0	0	1
ZNF271P	?	?	0	0	0
ABAT	0.177	0.806	0	0	0
PDPN	0.133	0.789	0	0	0
NPR2	?	?	0	0	1
SBK1	0.144	0.5	0	0	1
CLIP3	0.8585	0.091	0	0	0
NSUN7	0.837	0.257	0	0	1
TUBA4A	0.826	0.247	0	0	0
BSN	0.159	0.847	0	0	0
FIGNL2	?	?	0	0	0
CDCA5	0.5	0.5	0	0	0
ZFPL1	?	?	0	0	0
REEP2	?	?	0	0	0
C19ORF70	?	?	0	0	0
POLR2G	?	?	0	0	0
SLC25A35	0.127	0.555	0	0	0
PITPNM3	0.179	0.701	0	0	0
SDK2	0.167	0.5	0	0	1
SOX5	0.138	0.91	0	0	0
EFCAB4A	0.8454999999999999	0.229	0	0	1
DNAH14	0.143	0.688	0	0	0
KAZN	0.155	0.5	0	0	1
PRUNE2	0.142	0.735	0	0	0
BBS1	?	?	0	0	0
GPR89B	?	?	0	0	0
HACL1	?	?	0	0	0
BTD	0.817	0.182	0	0	0
SLFN13	0.15	0.843	0	0	0
IL20RA	0.879	0.372	0	0	0
RNLS	0.176	0.788	0	0	0
ZNF473	0.849	0.165	0	0	1
VRK3	?	?	0	0	1
DYNC1I1	0.185	0.5	0	0	1
CASP10	?	?	0	0	0
TSNAXIP1	?	?	0	0	0
RANBP10	?	?	0	0	0
ADCY5	0.199	0.65	0	0	0
FKRP	0.1365	0.5	0	0	1
STRN4	?	?	0	0	0
PCYT2	0.859	0.314	0	0	0
DUS4L	?	?	0	0	0
COG5	0.16	0.748	0	0	0
CSDC2	?	?	0	0	0
RNF144A	0.829	0.201	0	0	0
TROVE2	?	?	0	0	0
UCHL5	?	?	0	0	0
SORBS3	0.185	0.721	0	0	0
KRBA2	0.835	0.305	0	0	0
OLFML2A	0.812	0.062	0	0	0
HIST2H2BF	?	?	0	0	0
TMEM140	?	?	0	0	0
CEP290	0.1095	0.618	0	0	0
TMTC3	?	?	0	0	0
GIPC2	0.171	0.641	0	0	0
GBP2	?	?	0	0	0
LASS4	0.841	0.11	0	0	0
LIM2	0.14450000000000002	0.5	0	0	1
ADAL	?	?	0	0	0
LCMT2	?	?	0	0	0
GPX7	0.5	0.5	0	0	0
FAM162B	0.813	0.232	0	0	0
HSD11B1L	?	?	0	0	1
KIAA1324L	0.155	0.823	0	0	0
ZSCAN20	0.5	0.5	0	0	1
LRRC67	0.5	0.5	0	0	0
TNFSF10	?	?	0	0	0
MALL	0.083	0.5	0	0	1
BNIP1	?	?	0	0	0
PTN	0.154	0.859	0	0	0
ITGB3BP	?	?	0	0	0
EFCAB7	?	?	0	0	0
B3GALT2	0.5	0.5	0	0	0
ALS2CL	?	?	0	0	0
KIAA0226L	0.123	0.679	0	0	0
TOM1L2	0.8075000000000001	0.225	0	0	0
COX15	?	?	0	0	0
CUTC	0.148	0.743	0	0	0
TUBA4B	?	?	0	0	0
NDUFA2	0.839	0.259	0	0	0
IK	?	?	0	0	0
RUNX3	0.873	0.285	0	0	0
ARHGEF37	?	?	0	0	0
CHEK2	0.146	0.5	1	0	0
HSCB	?	?	0	0	0
KLHL14	0.183	0.874	0	0	0
VGLL2	0.833	0.072	0	0	0
MRP63	?	?	0	0	0
SKA3	?	?	0	0	0
GRIA4	0.832	0.183	0	0	0
NRBP2	0.5	0.5	0	0	0
RNF43	0.1445	0.5	1	0	0
CIITA	0.125	0.5	1	0	0
FMO5	?	?	0	0	0
MYCBPAP	0.1765	0.8185	0	0	0
CPNE5	0.18	0.749	0	0	0
LLGL2	0.1785	0.76	0	0	0
SLC44A2	0.139	0.563	0	0	0
GPER	0.861	0.334	0	0	0
TRAPPC2L	?	?	0	0	0
GALNS	0.156	0.879	0	0	0
LRRC48	0.5	0.5	0	0	1
HLCS	0.1335	0.724	0	0	0
CARD6	?	?	0	0	0
POU4F1	0.837	0.057	0	0	0
KCNJ8	0.867	0.262	0	0	1
MKRN3	0.5	0.5	0	0	0
FRRS1	?	?	0	0	1
RNASET2	0.155	0.713	0	0	0
NGFR	0.808	0.222	0	0	0
DCDC2	0.17	0.5	0	0	1
RNASEL	0.158	0.912	0	0	0
FOXG1	0.862	0.187	0	0	0
ACD	?	?	0	0	0
IRF5	0.1545	0.772	0	0	0
RPP38	0.071	0.588	0	0	0
C10ORF111	?	?	0	0	1
IL18R1	0.147	0.841	0	0	0
ITGB2	0.157	0.747	0	0	0
WISP1	0.147	0.872	0	0	0
LY6G5C	0.882	0.282	0	0	0
ACACA	?	?	0	0	0
LHPP	0.549	0.4895	0	0	0
TADA2A	?	?	0	0	0
PPP1R1B	0.145	0.735	0	0	0
GLS2	0.943	0.435	0	0	0
DYNC2LI1	?	?	0	0	0
SARS2	?	?	0	0	0
MRPS12	0.16	0.761	0	0	0
B3GNT9	0.8645	0.176	0	0	1
FIBCD1	0.156	0.662	0	0	0
CD40	0.165	0.775	0	0	0
KAL1	0.137	0.5	0	0	1
C3ORF33	?	?	0	0	0
DOCK8	0.156	0.872	0	0	0
SLC17A7	0.827	0.298	0	0	1
CLMN	0.895	0.394	0	0	0
MLF1	0.161	0.5	1	0	0
ZNF484	?	?	0	0	1
C12ORF39	0.826	0.031	0	0	1
HARS2	0.03	0.83	0	0	0
HARS	0.145	0.684	0	0	0
GAL3ST4	0.097	0.5	0	0	1
C10ORF125	?	?	0	0	0
PIGO	?	?	0	0	1
ST6GAL2	0.1635	0.847	0	0	0
ATP5S	?	?	0	0	1
