Gene	Cell_proliferation_rate	TSG	OG	NG
IGSF9	NA	0	0	1
KMO	0.36972475000000005	0	0	0
MAP3K13	-0.1160288333335	1	1	0
PTGER3	-0.6099207499999999	0	0	0
QRSL1	-1.157561	0	0	0
RTN4IP1	NA	0	0	0
BIK	-0.332198125	0	0	0
XYLB	-0.401171875	0	0	0
C9ORF140	NA	0	0	0
HLA-V	NA	0	0	0
BAALC	NA	0	0	0
HIF3A	-0.8622118333335	0	0	0
PTENP1	0.726972875	0	0	0
LIPT1	0.32918274999999997	0	0	0
TSGA10	NA	0	0	0
BECN1	-0.8168365	0	0	0
SDSL	-0.24812649999999997	0	0	1
C6ORF108	NA	0	0	0
C1ORF115	NA	0	0	1
PLXNB3	-1.0067425	0	0	0
SYNDIG1	NA	0	0	1
ZNF142	-1.1148820000000002	0	0	0
BCS1L	-0.5969947499999999	0	0	0
GMNC	NA	0	0	1
TTC5	NA	0	0	0
SLC7A7	-0.3985205	0	0	0
PRAM1	NA	0	0	0
SERHL2	-0.762621	0	0	1
MEGF10	NA	0	0	0
GSN	-0.34972237500000003	0	0	0
CHAF1B	-1.032	0	0	0
SLC22A3	-1.736127791665	0	0	0
ELTD1	-0.777946	0	0	0
RRP9	NA	0	0	0
PARP3	0.0164995	0	0	0
GNAO1	-0.460317125	0	0	0
THNSL2	NA	0	0	1
ISG20	-1.64801575	0	0	0
ARHGAP44	NA	0	0	0
PTCD2	NA	0	0	0
MRPS27	NA	0	0	0
ZNF287	0.057755	0	0	0
C8ORF48	NA	0	0	1
ELOVL2	-0.045700000000000005	0	0	0
SLC39A3	-0.872082625	0	0	1
STK33	-1.95966375	0	0	0
EHHADH	-1.26813025	0	0	0
ERCC6L	-2.398325125	0	0	0
ACE	-0.38300175000000003	0	0	1
TBC1D22B	NA	0	0	0
ST8SIA2	-1.211709125	0	0	0
PTGIS	-0.9270675	0	0	0
GABRB2	-0.11584662500000001	0	0	1
FIG4	-1.52566175	0	0	0
AKD1	NA	0	0	0
ALDH1A1	0.1373644166665	0	0	0
LAMB3	1.0757435000000002	0	0	0
ARL5C	NA	0	0	1
TTC29	NA	0	0	1
DPP7	-0.76899075	0	0	1
NPRL2	-0.970680875	0	0	0
CYB561D2	-0.89371	0	0	0
ALKBH2	-0.619774125	0	0	0
PURG	NA	0	0	1
AKR1C3	-0.888964625	0	0	0
TTPA	0.349889625	0	0	0
NMNAT1	-1.14561025	0	0	0
LZIC	-1.59940625	0	0	0
TNK1	-0.6469769999999999	0	0	0
SYT10	-0.496985625	0	0	1
NKX2-5	-0.28861425	0	0	0
FAM70A	NA	0	0	0
NPBWR1	-0.9759525	0	0	0
IRS4	-0.3511595	1	1	0
MPZL3	-0.71801075	0	0	0
AGXT2L1	NA	0	0	0
DSCR6	NA	0	0	1
ZNF135	-1.424627125	0	0	1
NACAD	-1.016533125	0	0	0
ZNF492	-1.296984625	0	0	0
LAGE3	NA	0	0	0
CARD16	NA	0	0	1
GRB7	-1.0566495	0	0	0
PPFIA2	0.409261875	0	0	0
KRT7	-1.0966568749999999	0	0	0
FAM156B	NA	0	0	0
DET1	NA	0	0	0
THNSL1	-0.6376783749999999	0	0	1
POLE	-0.7980827500000001	1	0	0
DGKI	0.31737675	0	0	0
GALNT12	-0.121688875	0	0	0
IMPA1	-0.763295125	0	0	0
TRAM1L1	NA	0	0	0
ZNF829	-0.9323026249999999	0	0	1
ZNF568	-0.23640387499999999	0	0	1
ALPK1	-0.5185177083335	0	0	0
LY96	-1.1411095	0	0	0
SKIV2L	-0.827367375	0	0	0
RDBP	NA	0	0	0
TNNI3	-0.14501875	0	0	1
TAC4	NA	0	0	0
P2RY2	-0.904373875	0	0	0
PROZ	-0.27641737499999997	0	0	0
MLH3	-0.238699625	0	0	0
BOLA1	0.11299862499999999	0	0	0
PPCDC	NA	0	0	0
SMUG1	NA	0	0	0
PXMP2	NA	0	0	1
SNAP91	NA	0	0	0
CWC15	-0.02964075	0	0	0
KDM4D	NA	0	0	0
ABCB9	-0.8021986249999999	0	0	1
FXYD4	0.06606000000000001	0	0	0
CADPS	NA	0	0	1
PTPRE	-1.081801375	0	0	0
PTGES	-0.6621567500000001	0	0	0
ANKRD6	NA	0	0	0
ZNF169	0.405899625	0	0	0
ENKUR	NA	0	0	1
PLEK2	-0.7891985	0	0	0
ERC2	NA	0	0	0
EXD1	1.077088125	0	0	0
SPATA17	NA	0	0	1
GPATCH2	NA	0	0	0
PARP10	-1.2956652499999999	0	0	0
LPPR2	NA	0	0	1
PDE11A	0.63289	0	0	0
RFESD	0.11021500000000001	0	0	0
CYYR1	NA	0	0	0
EPHX4	-0.61219	0	0	1
ZFYVE19	-1.386904375	0	0	0
DNAJC17	-0.8232865	0	0	0
BEST4	NA	0	0	0
PLA2G6	-0.486983125	0	0	0
LONRF3	-0.597087125	0	0	0
ZNF658	-0.595056875	0	0	1
CYP1A1	-0.57501475	0	0	0
PREX2	NA	0	1	0
CERKL	-0.182437875	0	0	0
ACOT8	-0.43520675	0	0	0
ZSWIM3	NA	0	0	1
IL10RA	-0.717707375	0	0	0
RNF25	-0.734985	0	0	0
STK36	-0.5029686250000001	0	0	0
AGAP7	NA	0	0	1
SIGIRR	NA	0	0	0
RND1	-0.054566375	0	0	0
HERC2	-0.717648375	0	0	0
DNALI1	NA	0	0	0
ASGR1	-1.4878395000000002	0	0	0
BTC	NA	0	0	0
DDX43	0.44292774999999995	0	0	0
CRH	0.226592875	0	0	0
TMEM180	NA	0	0	0
CXORF56	NA	0	0	0
BFSP1	-0.5644796249999999	0	0	0
C11ORF92	NA	0	0	0
SPATA4	NA	0	0	0
SURF1	-0.511728625	0	0	0
SURF2	NA	0	0	0
NRK	-0.81244675	0	0	0
L3MBTL4	-1.180765125	0	0	0
TMEM159	NA	0	0	0
S100A2	-1.81155325	0	0	0
DHX58	-0.22839975	0	0	0
BRSK1	-0.806953375	0	0	0
ABCG1	NA	0	0	0
TRPA1	0.660713875	0	0	1
CAND2	-0.463699125	0	0	0
DPPA4	NA	0	0	0
RPA1	-0.664843625	0	0	0
SMYD4	-3.298559875	0	0	0
NUDT1	-0.693096625	0	0	0
FTSJ2	-0.6630333749999999	0	0	0
CHMP4C	NA	0	0	0
CACNA1F	-0.522409125	0	0	1
CHTF18	-0.7632235	0	0	0
RPUSD1	-0.972145	0	0	1
DNAH3	NA	0	0	0
TMEM217	NA	0	0	1
ADAMTSL5	NA	0	0	0
TUBGCP2	NaN	0	0	0
FAM189A2	NA	0	0	1
PEX11G	NA	0	0	0
SUN3	NA	0	0	0
ZNF511	NA	0	0	0
RNF157	-0.8667004583335001	0	0	0
IGSF9B	NA	0	0	0
ANKDD1A	NA	0	0	0
MR1	-0.378863	0	0	0
ISM2	NA	0	0	1
PABPC5	NA	0	0	0
ABCA3	-1.4418816250000002	0	0	0
OTUB2	-1.073205875	0	0	0
KY	NA	0	0	1
MSMP	NA	0	0	0
HOXB9	-0.12624025	0	0	0
SP7	0.563760875	0	0	0
PRRT3	NA	0	0	1
LSAMP	-0.624359333333	0	0	0
GPR160	0.12090187499999999	0	0	0
SYPL2	NA	0	0	0
GPR148	-0.87837825	0	0	1
TNS4	NA	0	0	0
CBWD1	NA	0	0	0
RASGRP1	-1.658484875	0	0	0
GPR158	-0.516010375	0	0	0
APOC1	NA	0	0	0
PAQR9	-1.01079175	0	0	1
RP4-800G7.2	NA	0	0	0
SGCA	-0.26379050000000004	0	0	0
NPPC	NA	0	0	0
PLBD1	NA	0	0	1
CYP8B1	-0.862090125	0	0	1
AKR1E2	0.132427875	0	0	1
APLN	NA	0	0	0
ZMYND12	NA	0	0	0
PPCS	NA	0	0	0
FTO	NA	0	0	0
RPGRIP1L	-0.0760255	0	0	0
LGALS3BP	-0.569868375	0	0	0
SCN5A	-1.11342575	0	0	0
TFAP2E	-0.4085745	0	0	0
TMEM53	NA	0	0	1
C1ORF228	NA	0	0	0
GLDC	-0.6357118749999999	0	0	0
GSC	-1.251931	0	0	0
ENPP4	-0.7650375	0	0	0
CPSF3L	NaN	0	0	0
GLTPD1	NA	0	0	1
DHODH	-0.689212875	0	0	0
TSPAN15	NA	0	0	0
C9ORF47	NA	0	0	1
DTX3L	-1.144016625	0	0	0
PARP9	-0.24727512499999998	0	0	0
TRIM61	NA	0	0	1
NUDT10	-1.02362925	0	0	0
PGM5	0.1373852916665	0	0	0
CCL20	-0.8657662500000001	0	0	0
PALM	NA	0	0	0
LSR	-0.274238875	0	0	0
DIO2	-0.468004625	0	0	0
RRP1B	NA	0	0	0
PRKG2	-0.31735225	0	0	1
DCHS1	-0.761712	0	0	0
PRSS3	0.107636375	0	0	0
ACHE	-0.9077752916665001	0	0	0
RAB36	0.8675792499999999	0	0	0
FGFR3	-1.146322	0	1	0
C14ORF176	NA	0	0	0
ZNF732	-1.639062833335	0	0	0
SLC27A2	-0.364563625	0	0	0
ALG12	-0.48951687499999996	0	0	0
CRELD2	0.417958	0	0	0
IFT46	-0.914806	0	0	0
CR1L	NA	0	0	0
STMN2	NA	0	0	1
REPS2	-0.75827025	0	0	0
MFI2	0.480987375	0	0	0
AS3MT	-1.3812731249999999	0	0	0
FAM113A	NA	0	0	0
VPS16	-0.20765725000000002	0	0	0
IL1B	-0.600525625	0	0	0
NXPH4	NA	0	0	1
LPPR4	NA	0	0	1
ERVMER34-1	NA	0	0	0
SNRNP25	NA	0	0	0
POLR3K	-0.9382685416665	0	0	0
ALDH1L1	0.055666625	0	0	0
SGK1	-1.023096	0	1	0
VPS29	-1.466701625	0	0	0
HSDL1	-0.38659525	0	0	0
SPAG1	NA	0	0	1
SLC25A27	-0.1749615	0	0	0
SLC16A4	-0.4591774583335	0	0	0
STK32A	-0.80113925	0	0	0
FOXRED2	-0.048703375	0	0	0
RPRM	NA	0	0	0
SVIL	-0.926447875	0	0	0
LMTK3	-1.321298125	0	0	0
MOCS2	-1.940984125	0	0	0
CYP39A1	-0.637696125	0	0	0
AFF3	0.078508625	0	1	0
DNAAF1	NA	0	0	1
TLR5	-0.90072575	0	0	0
PLS3	-0.36808312499999996	0	0	0
BSX	NA	0	0	1
ELF1	-0.24123687500000002	0	0	0
ZNF843	NA	0	0	1
POLR2J3	-1.012212125	0	0	0
MDH1B	-1.277326125	0	0	1
FASTKD2	NA	0	0	1
PTCH2	-1.5579269999999998	0	0	0
CCT8L2	NA	0	0	1
DLX4	-0.40264175	0	0	0
ART5	-0.696853875	0	0	0
LY75	-0.43300174999999996	0	0	0
TRIM29	-1.662213	0	0	0
ESM1	-0.288432	0	0	0
PLCG2	-2.0664346250000003	0	0	0
MT1M	-0.057048875	0	0	0
ANKRD1	NA	0	0	1
RTN1	NA	0	0	0
IL28RA	NA	0	0	0
PLLP	NA	0	0	1
AMPH	-0.63565375	0	0	0
NIPAL4	NA	0	0	1
HAND1	0.084716125	0	0	0
CNN1	NA	0	0	0
FANCB	NA	0	0	0
MOSPD2	NA	0	0	1
CA14	NA	0	0	0
ARHGDIB	0.07670125	0	0	0
NDST3	0.432227625	0	0	0
ACADL	-0.5429081250000001	0	0	0
IKZF1	-0.1181712083335	1	0	0
SHISA9	NA	0	0	0
IFI44L	NA	0	0	0
ROM1	-1.277069	0	0	1
IRX4	-0.141612625	0	0	0
CSPG5	-0.87074775	0	0	1
B4GALNT3	-0.90304775	0	0	0
GNAL	-0.24642575	0	0	1
C11ORF1	NA	0	0	0
FDXACB1	NA	0	0	0
NAPSA	-1.5601263749999998	0	0	0
KIF26A	NA	0	0	0
ZNF585A	-0.659533125	0	0	1
KIF6	-0.9010741250000001	0	0	0
HIST2H4A	-0.41325975	0	0	0
EXD3	-1.4609467500000002	0	0	0
SLC16A12	-0.848794375	0	0	0
TMEM74	NA	0	0	0
CMYA5	NA	0	0	0
PLD5	-0.041383875	0	0	0
CYP2S1	NA	0	0	0
DHRS4L1	-0.168288625	0	0	0
HOXD11	0.33862675	0	1	0
C18ORF1	NA	0	0	0
DISP2	NA	0	0	0
SLC38A4	-0.45992262500000003	0	0	0
DUXA	-0.46757787500000003	0	0	0
BTBD3	NA	0	0	0
GPR68	-0.686071375	0	0	0
CNNM1	-0.48351900000000003	0	0	0
PKP3	NA	0	0	0
SERP2	NA	0	0	0
CTXN1	NA	0	0	0
C11ORF87	NA	0	0	0
LRRN4	NA	0	0	0
RAD9B	NA	0	0	0
TEKT4P2	NA	0	0	0
RNF32	-0.909742375	0	0	1
TNFRSF6B	0.297423875	0	0	0
F2RL2	-0.611831625	0	0	0
SEPT4	NA	0	0	0
STYK1	-0.979879375	0	0	0
FREM2	NA	0	0	1
MRPL27	NA	0	0	1
EME1	-0.215834625	0	0	0
ZFP106	NA	0	0	0
LPAR2	0.06515412500000001	0	0	0
LYNX1	NA	0	0	0
MRAP2	NA	0	0	0
SEC14L5	NA	0	0	1
FGL2	-3.298559875	0	0	0
FRK	0.5815893750000001	0	0	0
SCIN	-0.09804025	0	0	0
CLSTN2	0.7810698333335	0	0	1
TOMM20L	NA	0	0	1
B4GALNT1	-0.071513875	0	0	1
HSF2BP	-0.235471625	0	0	0
GIYD2	NA	0	0	0
FGR	0.026585125	0	0	0
INHBB	-1.001076375	0	0	0
RPS4Y1	-0.7285103749999999	0	0	0
CPXM1	-0.840001	0	0	1
SPA17	NA	0	0	0
SIAE	0.153841125	0	0	1
KCNJ5	-2.72898025	0	1	0
C7ORF13	NA	0	0	0
MST1R	-0.697127	0	0	0
SGCZ	NA	0	0	0
TMEM233	NA	0	0	1
NEURL	NA	0	0	0
SLC29A3	-0.23040575000000002	0	0	0
ADAMTS17	0.08874875	0	0	1
SELV	NA	0	0	0
GRIN2D	-1.219149375	0	0	0
ANO5	NA	0	0	0
STX1B	-0.17339875	0	0	0
COMTD1	-0.448375875	0	0	0
MAL2	NA	0	0	0
TBX4	-0.8432715	0	0	1
STOX1	NA	0	0	0
EPB41L4B	-0.470200375	0	0	0
APOBEC3G	-0.471499375	0	0	0
ZNF385A	NA	0	0	0
GBP4	-2.344612	0	0	0
SALL3	-1.1343670000000001	0	0	0
ITGA8	0.585899875	0	0	0
LPAR3	-0.5868475	0	0	0
KCNA3	-0.423492625	0	0	0
ITGA2B	-0.1742195	0	0	0
DNAH11	-0.198235625	0	0	0
POLR2J	-1.3167149999999999	0	0	0
RHOV	-0.153888625	0	0	0
KATNAL2	NA	0	0	0
SIRT4	0.061696125000000004	0	0	0
PPP1R16B	0.006862	0	0	0
RAB9B	-0.15099437500000001	0	0	0
GRAMD1C	NA	0	0	0
TXNRD1	-0.5938745000000001	0	0	0
SNTG2	NA	0	0	0
PTGIR	-0.134968625	0	0	1
DNLZ	NA	0	0	0
TMEM178	NA	0	0	0
RG9MTD2	NA	0	0	0
MTTP	-0.35402683333350005	0	0	0
TMEM100	NA	0	0	0
MMP11	-0.4703615	0	0	0
C19ORF40	NA	0	0	0
CEP89	NA	0	0	0
BANK1	NA	0	0	0
RGL3	-0.192385375	0	0	0
FNDC1	NA	0	0	0
SLC4A8	-1.0948229999999999	0	0	0
NPNT	-0.628430625	0	0	1
CRYAB	-0.2253044583335	0	0	0
STXBP2	-0.15495025	0	0	0
HES6	-1.1715707499999999	0	0	0
SLC4A3	0.003181625	0	0	0
ZSCAN29	-1.215646625	0	0	0
COX7A1	-0.063757125	0	0	0
LRRC8E	NA	0	0	0
ADRB1	-0.47988387499999996	0	0	1
ADAMTS8	-0.060643625	0	0	0
AFF2	NA	0	0	0
GDF7	-0.03595475	0	0	1
LIN28B	NA	0	0	0
GYPE	-0.06711824999999999	0	0	1
ADCY8	0.061987375	0	0	0
SLCO4C1	0.023561625	0	0	0
COCH	NA	0	0	0
MATN3	-0.829128875	0	0	1
LAPTM5	NA	0	0	0
CYP7B1	-0.286443375	0	0	0
RARRES2	-0.10430824999999999	0	0	0
NDN	0.034740499999999994	0	0	0
FAM26F	NA	0	0	0
GALNTL6	NA	0	0	0
SMOC1	-0.281620875	0	0	0
MPZL2	NA	0	0	0
GRTP1	NA	0	0	0
CELSR2	-0.95953325	0	0	1
ANKLE1	NA	0	0	0
SNX10	NA	0	0	0
RSPH9	NA	0	0	1
PLCXD3	-1.094429125	0	0	0
DBC1	NA	0	0	0
ACTC1	-0.37796287500000003	0	0	1
MCOLN3	-1.119220625	0	0	0
FEZF1	NA	0	0	0
C10ORF25	NA	0	0	1
GNMT	-0.896673625	0	0	0
BST1	-0.952007	0	0	0
SPRED3	NA	0	0	0
TMEM52	NA	0	0	0
COBL	-0.8112112499999999	0	0	1
MMP19	-0.410954125	0	0	0
FBXO6	-1.773822875	0	0	0
EPHA3	0.472015125	0	0	0
SFRP4	-0.851866625	1	0	0
KCNH1	-1.1368615	0	0	0
VSTM4	-3.298559875	0	0	1
SNAI3	-1.2089560000000001	0	0	0
SCN4B	-0.7313786250000001	0	0	1
EVX1	-0.67240375	0	0	0
LOC145814	NA	0	0	0
ITGB4	-0.18541950000000001	0	0	0
CACNA1A	0.08685362499999999	0	0	0
SMPD3	0.255620375	0	0	0
MAP6	-0.9170741250000001	0	0	0
KCND3	-0.13522175	0	0	0
CADM4	NA	0	0	0
P2RX7	-0.53483675	0	0	0
UBA7	-0.0082795	0	0	0
NR5A2	-0.795994125	0	0	0
EMR2	-0.09776262499999999	0	0	0
KCNH3	-0.882755375	0	0	1
DCC	-1.2925177083350001	0	0	0
ADRA1D	-0.18075275000000002	0	0	1
ACOT4	0.11668737500000001	0	0	0
KCNJ3	-0.032237625	0	0	0
DNER	NA	0	0	0
LUZP2	NA	0	0	0
TMC7	-1.842965375	0	0	1
CHL1	-0.149534375	0	0	0
NLGN4X	-0.338487375	0	0	1
PRG-3	NA	0	0	0
BTG4	NA	0	0	0
RAPGEFL1	-0.779293875	0	0	0
P4HA3	-0.7808265	0	0	0
PRRT4	NA	0	0	1
NUP62CL	NA	0	0	1
NHLRC1	0.283695125	0	0	1
C1QTNF2	NA	0	0	0
PRPH2	0.0561425	0	0	0
ZNF22	-2.1443814999999997	0	0	1
RRAD	-0.857831125	0	0	0
FRMD4B	-0.9323026249999999	0	0	0
CNTNAP2	NA	1	0	0
HRK	-0.05734275	0	0	0
APOL3	NA	0	0	0
HEXDC	NA	0	0	1
FBLN2	-0.920892	1	0	0
C17ORF101	NA	0	0	0
CPZ	-0.9203295	0	0	1
CACNG8	-1.020143	0	0	1
EYA2	-0.30433612499999996	0	0	0
GPR88	-0.207700875	0	0	0
KIAA1797	NA	0	0	0
TNFSF13B	0.250863875	0	0	0
SOX21	-0.7987463749999999	1	0	0
C8ORF45	NA	0	0	0
CELF6	0.5758	0	0	0
PLA2G7	-0.511294375	0	0	0
BDKRB1	-0.6419735833335001	0	0	0
LAMC2	-1.0853605	0	0	0
PCDP1	NA	0	0	1
MUC17	NA	0	0	0
LMO7	-1.0218983750000001	0	0	0
FXYD3	-0.014195	0	0	0
FXYD6	-0.279580375	0	0	0
ATP2A3	-0.396143	0	0	0
RGS7BP	NA	0	0	1
NAT1	-0.222460875	0	0	0
MAPK4	-1.47922925	0	0	0
C1ORF116	-0.052943625	0	0	0
ADORA2A	-0.411479625	0	0	0
AGTR1	-0.581609375	0	0	0
EIF4EBP3	-0.560809375	0	0	0
SHC2	NA	0	0	0
HOMER2	-0.63780925	0	0	0
PCDH19	NA	0	0	1
ANGPT2	-0.144804875	0	0	0
SERPINB5	-0.98136125	0	0	0
DNAJA4	-1.34307925	0	0	0
TCEAL7	NA	0	0	0
DHDH	-1.072662125	0	0	0
FAM47E	NA	0	0	1
LRRN3	NA	0	0	0
ZSWIM1	NA	0	0	1
RDH5	-0.765268625	0	0	0
KCNE3	-1.222866125	0	0	0
TIMM23	NA	0	0	0
PARG	-0.28582799999999997	0	0	0
DNTTIP1	-0.6000679583335	0	0	0
WFDC3	-0.115690125	0	0	0
CBLN3	NA	0	0	1
GHDC	NA	0	0	0
ASTE1	NA	0	0	0
NEK11	-0.103576625	0	0	0
MIXL1	-0.34247425	0	0	0
GLB1L3	NA	0	0	0
COL23A1	NA	0	0	0
ANGPTL1	NA	0	0	0
VWA1	NA	0	0	1
CLDN5	NA	0	0	0
BARX2	-0.5981521249999999	0	0	0
MYOZ3	-0.29478575	0	0	0
SCAMP5	NA	0	0	1
AMPD3	-0.35893025	0	0	1
MT1F	-0.7042961249999999	0	0	0
STAP2	NA	0	0	0
OAS2	-0.36569375	0	0	0
MCIDAS	NA	0	0	0
ENPEP	-0.450654875	0	0	0
PAQR5	-2.16249425	0	0	0
SPDYA	NA	0	0	0
DHH	-0.348270125	0	0	0
SOX8	-0.674218125	0	0	0
EFCAB1	-0.08030237500000001	0	0	0
KLK15	-1.171706875	0	0	0
SEMA3E	-0.530886	0	0	0
LRRIQ3	NA	0	0	0
TNNI3K	-0.35682625	0	0	1
ALDH1A2	-0.50807525	0	0	0
CAPS2	0.307337375	0	0	0
LAD1	-0.984999375	0	0	1
NAP1L2	NA	0	0	1
RHBDL3	-1.237095875	0	0	0
RXFP3	-0.511027	0	0	1
NTRK3	-0.459555625	0	1	0
MAPK13	-0.090178375	0	0	0
CYP2J2	-0.687693125	0	0	0
TTBK1	-0.03081875	0	0	1
TEK	-0.730143625	0	0	0
DIRAS1	-0.50905725	0	0	0
RAB42	-0.29451125	0	0	0
EHF	-0.003147416666665	0	0	0
NUDT14	-2.0888889166649998	0	0	0
CDH8	-1.05652825	0	0	1
HR	-0.5905674999999999	0	0	0
SYCP2	NA	0	0	1
IFI35	NA	0	0	0
CACNA1S	-1.3520731666649999	0	0	1
KIF21B	NA	0	0	1
HOXD9	-0.7417193333334999	0	0	0
NRL	0.27092950000000005	0	0	0
CACNA2D3	-1.039629625	0	0	0
TLE6	NA	0	0	0
NUDT13	-0.26698262500000003	0	0	0
DNAH6	NA	0	0	0
IL1RL2	-0.7319505	0	0	1
PAX2	-0.489328875	0	0	0
SRMS	-1.3038750000000001	0	0	0
EDA	-1.05663925	0	0	0
LACTB2	NA	0	0	0
EVI2A	NA	0	0	0
LCP1	-1.201074875	0	0	0
GRIA1	-0.384578125	0	0	1
C6ORF186	NA	0	0	0
LASS1	NA	0	0	0
PPP1R14A	-0.370966375	0	0	0
CYS1	NA	0	0	0
TBR1	-0.440428875	0	0	1
RBM11	NA	0	0	0
ZNF233	-1.00022	0	0	1
AFMID	-0.1579005	0	0	0
TK1	-0.6818169999999999	0	0	0
CXCL6	0.776122	0	0	0
ABCB4	-0.048746125	0	0	0
CYP26A1	-0.79625675	0	0	0
C1ORF54	NA	0	0	0
ABHD1	-0.88086975	0	0	0
WNT5B	NA	0	0	0
PECR	0.481266875	0	0	1
TMEM169	NA	0	0	0
CCZ1	NA	0	0	0
TMEM150C	NA	0	0	0
SHH	-0.296970125	0	0	0
RAMP1	-0.84886925	0	0	0
SLC45A1	NA	0	0	1
PRKCZ	-1.167239125	0	0	0
COL15A1	NA	0	0	1
HS6ST3	-0.6309885	0	0	0
C8ORF85	NA	0	0	0
KCND1	-0.808185625	0	0	0
SLC47A1	-0.71801075	0	0	1
DAGLA	NA	0	0	0
COX6B2	-0.4471575	0	0	1
PAP2D	NA	0	0	0
FOXJ1	0.0060425	0	0	0
GSDMA	NA	0	0	0
SORCS3	-0.001448375	0	0	0
NNAT	NA	0	0	0
SYT9	-0.167306	0	0	1
HAP1	NA	0	0	0
KCNN4	0.267944375	0	0	0
XKRX	NA	0	0	1
OVOL2	-1.63194875	0	0	0
LAMP3	NA	0	0	0
ENO3	NA	0	0	0
OR2B11	NA	0	0	0
NEK10	-1.0931418750000002	0	0	0
GCOM1	-0.791046375	0	0	0
TNFAIP6	0.117297125	0	0	0
MARCH1	NA	0	0	0
DLEC1	-0.8554805000000001	0	0	0
GPC2	NA	0	0	0
PTGDR	-0.44595724999999997	0	0	0
KCNK15	-0.20350000000000001	0	0	0
WASH1	NA	0	0	0
NFAM1	NA	0	0	0
CACNA1D	-1.0093943749999998	0	1	0
PRDM7	0.24225912500000002	0	0	0
RAB39	NA	0	0	0
PCDHAC2	-1.067707625	0	0	1
APBB1IP	-0.369759875	0	0	0
SLC2A2	-0.36500075	0	0	0
SLC12A8	0.367793125	0	0	0
PTGDS	-0.392338	0	0	0
BMP5	0.22391275	0	0	0
IGSF11	NA	0	0	0
SSC5D	NA	0	0	0
STXBP5L	NA	0	0	0
ZMAT1	NA	0	0	1
TC2N	-0.144178125	0	0	0
GYG2	NA	0	0	0
BRSK2	-1.0909813750000001	0	0	0
ZNF214	-0.47688212500000005	0	0	0
NPAS1	-0.464687875	0	0	0
TMSB15A	NA	0	0	0
BST2	-0.647317	0	0	0
MRPL10	-1.31674925	0	0	1
NLRP14	NA	0	0	1
DNAH10	NA	0	0	0
NOXA1	-0.49700625	0	0	0
ZNF157	-0.8921222499999999	0	0	1
CXCL16	-1.050649625	0	0	0
AP001372.2	NA	0	0	0
LIPT2	NA	0	0	0
SYT7	-1.4091171249999999	0	0	0
CA9	NA	0	0	0
MRPL28	NA	0	0	1
LRRC46	NA	0	0	1
SMC1B	NA	0	0	0
ZNF662	0.072497625	0	0	1
PPAP2C	0.030456875	0	0	0
CDK5R2	-0.065916625	0	0	0
LVRN	NA	0	0	0
PCSK4	-0.496600875	0	0	0
DCTN1	-1.85781625	0	0	0
PIK3AP1	-1.4883454999999999	0	0	0
PTCHD2	NA	0	0	0
FBXO44	-0.294587125	0	0	1
TEKT2	NA	0	0	0
LINGO1	NA	0	0	0
RIIAD1	NA	0	0	1
QPRT	-0.941541375	0	0	0
TTLL13	NA	0	0	1
B4GALNT4	-0.442535625	0	0	0
ENPP5	-0.817835	0	0	0
TAL2	0.3073367083335	0	1	0
NMU	NA	0	0	0
FBXO2	-0.9665349999999999	0	0	1
LRRTM2	NA	0	0	0
SLC35F1	NA	0	0	0
EPHX2	-0.11340075	0	0	0
IL7R	-0.1102435	0	1	0
MFSD7	NA	0	0	0
CNTN1	-0.9299755	0	0	0
SHANK3	NA	0	0	0
NFE2	0.17310187500000002	0	0	0
PROM1	NA	0	0	0
RPRML	NA	0	0	1
SYCP2L	-0.221504	0	0	0
TSPAN33	NA	0	0	0
NTRK1	-1.482764375	1	1	0
TRPV4	-0.188197625	0	0	1
C1QL3	NA	0	0	1
DMRT2	-0.5137725	0	0	1
ACBD7	NA	0	0	1
ANKRD5	NA	0	0	0
MRO	NA	0	0	0
NFASC	NA	0	0	1
GGT5	-1.041091125	0	0	0
REEP6	0.02762875	0	0	0
LYPD5	NA	0	0	1
NPEPL1	-0.20688087500000002	0	0	1
APOE	-0.2847985	0	0	0
HMHA1	-1.073977625	0	0	0
CD74	-0.8348585	0	1	0
FMO1	-0.9010111249999999	0	0	0
SLC6A4	-0.54868575	0	0	1
VIPR1	-0.405379875	0	0	0
GPC5	NA	1	0	0
NDP	-0.746677	0	0	1
HSPB2	-0.491332	0	0	0
IL17C	-0.635896	0	0	0
FOXE1	-0.4744255	0	0	0
RAPGEF4	-1.352400625	0	0	0
STEAP1B	NA	0	0	1
VAMP8	NA	0	0	0
GUSBL2	NA	0	0	0
KAT2A	-1.210536625	0	0	0
MICALCL	NA	0	0	0
NKX2-8	-0.905095125	0	0	0
KCNK5	-0.702274625	0	0	0
BEX2	NA	0	0	0
PRCD	NA	0	0	1
TMEM130	-1.513418125	0	0	1
C19ORF46	NA	0	0	0
MYRIP	NA	0	0	0
UCP1	-0.038713874999999995	0	0	1
CPVL	-1.015471	0	0	0
TFCP2L1	-0.95552375	0	0	0
MSL3P1	NA	0	0	0
STAG3L2	-0.641258125	0	0	1
SYT15	-0.10959912499999999	0	0	1
FAM174B	-0.680806625	0	0	1
EPCAM	-1.142371625	0	0	0
HSF4	-0.415068125	0	0	1
PBX4	-0.322801875	0	0	0
PSD2	NA	0	0	1
EGR4	-0.360209875	0	0	0
HOXD3	-0.804034125	0	0	0
