Gene	noncoding_mutation_rate	TSG	OG	NG
MTCP1NB	3.49E-06	0	0	0
BRCC3	NA	0	0	0
ZNF530	3.17E-06	0	0	0
B3GNT8	2.65E-06	0	0	0
SH3D20	2.85E-06	0	0	0
HRSP12	3.13E-06	0	0	0
POP1	3.13E-06	0	0	0
RHPN1	4.13E-06	0	0	0
TTC25	2.42E-06	0	0	0
FGF10	8.00E-06	0	0	0
ENOX2	3.02E-06	0	0	0
HMGN5	4.65E-06	0	0	0
GLO1	2.76E-06	0	0	0
C2ORF28	1.96E-06	0	0	0
SLC5A6	1.96E-06	0	0	0
ZNF273	5.56E-06	0	0	1
OSBPL10	1.85E-06	0	0	0
E2F1	2.37E-06	0	0	0
SLC2A4	2.27E-06	0	0	0
ZNF862	4.16E-06	0	0	1
TRAK2	2.14E-06	0	0	0
STRADB	2.15E-06	0	0	0
PPFIA4	2.30E-06	0	0	0
SH3BGRL	4.75E-06	0	0	0
TRPC6	3.95E-06	0	0	1
RASSF10	2.31E-06	0	0	0
PLCE1	1.95E-06	0	0	0
SPC25	2.32E-06	0	0	0
MTRF1	2.59E-06	0	0	0
KCNIP2	1.68E-06	0	0	0
TMEM160	2.40E-06	0	0	0
ECHDC2	1.92E-06	0	0	1
RARRES1	4.44E-06	0	0	0
PDZD7	1.97E-06	0	0	0
EOMES	2.88E-06	0	0	0
TAZ	2.79E-06	0	0	0
CPNE7	NA	0	0	0
DPH2	1.86E-06	0	0	0
C17ORF37	2.19E-06	0	0	0
SERPING1	3.20E-06	0	0	0
MSTO1	2.18E-06	0	0	0
EXOC4	2.98E-06	0	0	0
ZNF138	5.81E-06	0	0	1
ZNF773	3.35E-06	0	0	1
ZCRB1	3.98E-06	0	0	0
PPHLN1	3.97E-06	0	0	0
ZNF488	2.91E-06	0	0	0
GSDMD	3.76E-06	0	0	0
CLDN7	2.27E-06	0	0	0
VPS37D	6.25E-06	0	0	0
TREX1	1.72E-06	0	0	1
SNAPIN	3.02E-06	0	0	0
NDUFC1	2.19E-06	0	0	0
ZC3HC1	2.06E-06	0	0	1
TRIM21	4.77E-06	0	0	0
ZNF429	5.50E-06	0	0	1
C15ORF38	2.32E-06	0	0	1
EID2B	2.53E-06	0	0	1
FOPNL	NA	0	0	0
STYXL1	3.40E-06	0	0	0
MDH2	3.40E-06	0	0	0
MRPL41	NA	0	0	0
ZNF678	2.55E-06	0	0	0
ABCG2	2.43E-06	0	0	0
MCAT	2.38E-06	0	0	0
GUCY1B3	4.79E-06	0	0	1
SUGP2	NA	0	0	0
ARMC6	2.02E-06	0	0	1
HIST1H3I	4.35E-06	0	0	0
PLEKHA7	2.63E-06	0	0	0
GALNT14	3.02E-06	0	0	0
NEURL2	2.76E-06	0	0	1
RNF220	1.93E-06	0	0	0
NOC2L	4.76E-06	0	0	0
PPP4R1L	NA	0	0	0
RAB22A	2.93E-06	0	0	0
TNFSF12-TNFSF13	2.21E-06	0	0	1
RAB3D	2.34E-06	0	0	0
AFAP1L2	1.78E-06	0	0	0
ACOT13	2.73E-06	0	0	0
TDP2	2.82E-06	0	0	0
NR2C2AP	2.18E-06	0	0	0
MX1	2.46E-06	0	0	0
COMT	3.00E-06	0	0	0
TXNRD2	2.83E-06	0	0	0
RG9MTD3	2.23E-06	0	0	0
BZRAP1	2.30E-06	0	0	0
SIDT1	2.68E-06	0	0	0
TRAF1	1.88E-06	0	0	0
HAUS2	1.94E-06	0	0	0
TACR1	2.84E-06	0	0	0
LRRC57	1.94E-06	0	0	0
DLX5	5.27E-06	0	0	0
SLC37A3	2.59E-06	0	0	1
ATG13	NA	0	0	0
HARBI1	2.05E-06	0	0	0
HDX	4.83E-06	0	0	1
ELFN2	2.24E-06	0	0	0
SLC2A10	2.77E-06	0	0	1
SLC44A3	1.94E-06	0	0	0
CCDC149	2.10E-06	0	0	1
INPP5B	2.76E-06	0	0	0
MRPL24	2.95E-06	0	0	1
TEN1	NA	0	0	0
ACOX1	2.13E-06	0	0	0
CTSA	2.76E-06	0	0	0
RGS19	NA	0	0	0
DNASE1L1	2.79E-06	0	0	0
G0S2	3.41E-06	0	0	0
PIGF	1.76E-06	0	0	0
CRIPT	1.76E-06	0	0	0
GSTZ1	2.22E-06	0	0	0
POMT2	2.22E-06	0	0	0
CPE	4.61E-06	0	0	0
XRRA1	2.16E-06	0	0	0
SPCS2	2.15E-06	0	0	0
ACCN2	2.16E-06	0	0	0
SAR1B	1.66E-06	0	0	0
AKR7A2	1.75E-06	0	0	0
FAM18B2	3.41E-06	0	0	0
PQLC2	1.75E-06	0	0	0
COQ3	3.37E-06	0	0	0
DUSP23	4.04E-06	0	0	0
ZYG11A	NA	0	0	0
DCAF17	2.05E-06	0	0	1
METTL8	2.04E-06	0	0	1
HPGD	4.10E-06	0	0	0
LRRC4C	9.86E-06	0	0	0
CLIC3	3.44E-06	0	0	0
ESAM	3.31E-06	0	0	1
TAGLN3	2.81E-06	0	0	0
TIGD4	1.91E-06	0	0	0
ARFIP1	1.92E-06	0	0	0
CCNA1	3.96E-06	0	0	0
C10ORF76	1.68E-06	0	0	0
HSD17B7	3.73E-06	0	0	0
TMEM26	2.20E-06	0	0	0
C9ORF100	1.99E-06	0	0	0
ABCD1	2.68E-06	0	0	0
FBLN7	NA	0	0	1
PTPN3	2.15E-06	0	0	0
ZNF680	6.99E-06	0	0	1
FAM171A2	NA	0	0	0
SLC35A4	2.25E-06	0	0	0
APBB3	2.25E-06	0	0	0
ZNF577	3.57E-06	0	0	0
NGF	2.50E-06	0	0	0
ATF3	2.49E-06	0	0	0
HIST1H4L	4.35E-06	0	0	0
SLC37A4	2.26E-06	0	0	0
TBC1D25	2.90E-06	0	0	0
ZNF738	NA	0	0	0
ZMAT5	2.02E-06	0	0	1
VTI1A	1.91E-06	0	0	0
ZDHHC6	2.23E-06	0	0	0
UQCR10	2.02E-06	0	0	0
WT1	3.61E-06	1	1	0
VARS2	2.57E-06	0	0	0
CCDC167	NA	0	0	0
GINS4	3.20E-06	0	0	0
GAMT	2.48E-06	0	0	0
BTBD2	2.49E-06	0	0	0
GREB1L	NA	0	0	0
ST6GALNAC4	2.00E-06	0	0	0
GTF2E1	3.77E-06	0	0	0
RABL3	3.69E-06	0	0	0
DIRAS3	2.81E-06	0	0	0
ONECUT1	3.26E-06	0	0	0
TM6SF1	3.23E-06	0	0	0
NFS1	2.34E-06	0	0	0
CDH3	1.78E-06	0	0	0
C15ORF27	2.60E-06	0	0	1
ROMO1	2.34E-06	0	0	0
CENPO	1.78E-06	0	0	0
PTRHD1	NA	0	0	1
TMEM240	NA	0	0	1
ST8SIA6	3.40E-06	0	0	0
CYB5R2	3.32E-06	0	0	0
CXORF40A	3.29E-06	0	0	1
WBSCR27	4.06E-06	0	0	0
ZNF695	2.80E-06	0	0	0
SNIP1	2.84E-06	0	0	0
CACNB2	5.27E-06	0	0	0
C3ORF39	2.00E-06	0	0	0
NRGN	3.31E-06	0	0	0
HOPX	2.98E-06	0	0	0
SIPA1L3	2.63E-06	0	0	0
WDR87	NA	0	0	1
DSC3	4.15E-06	0	0	0
ARMC4	3.34E-06	0	0	1
C8ORF4	4.31E-06	0	0	0
BDH2	3.72E-06	0	0	0
SLC38A5	2.88E-06	0	0	1
TLR2	3.19E-06	0	0	0
IARS2	3.79E-06	0	0	0
GPD1L	1.82E-06	0	0	0
TTC7B	2.14E-06	0	0	0
NOL8	2.20E-06	0	0	1
CENPP	2.08E-06	0	0	0
LRTOMT	3.75E-06	0	0	0
ZNF283	3.20E-06	0	0	1
FRMD3	2.70E-06	0	0	0
RRN3P1	NA	0	0	0
SCN1B	2.45E-06	0	0	1
GPR3	1.59E-06	0	0	0
ZNF365	2.78E-06	0	0	0
SCN3B	4.06E-06	0	0	0
EPB41L1	2.50E-06	0	0	0
BIRC5	2.26E-06	0	0	0
GPS1	NA	0	0	0
GPR89A	NA	0	0	0
LRAT	4.47E-06	0	0	0
DNAL4	2.26E-06	0	0	0
YPEL1	4.03E-06	0	0	0
CALCOCO2	3.05E-06	0	0	0
NTN1	2.46E-06	0	0	0
ZNF268	NA	0	0	0
ARIH2	1.83E-06	0	0	0
C3ORF71	1.83E-06	0	0	0
LYAR	4.11E-06	0	0	0
ZBTB49	4.01E-06	0	0	0
NME7	3.08E-06	0	0	0
BLZF1	3.09E-06	0	0	0
USP18	3.37E-06	0	0	0
SPPL2B	2.68E-06	0	0	0
LSM7	2.68E-06	0	0	0
RTN4RL2	3.18E-06	0	0	0
ALAD	2.33E-06	0	0	0
ZNF229	3.17E-06	0	0	1
ZNF254	8.86E-06	0	0	0
DLK2	2.13E-06	0	0	0
DSG2	2.92E-06	0	0	0
FXC1	3.38E-06	0	0	0
ARFIP2	3.44E-06	0	0	0
TRAPPC2	2.14E-06	0	0	0
OFD1	2.14E-06	0	0	0
PTPRS	2.61E-06	0	0	0
VKORC1L1	3.89E-06	0	0	0
C1QL1	2.43E-06	0	0	0
ECHDC3	2.75E-06	0	0	0
ARHGEF25	NA	0	0	0
TSPAN6	2.93E-06	0	0	0
CYP27B1	2.39E-06	0	0	0
MYCN	2.86E-06	0	1	0
NUMA1	3.88E-06	0	0	0
MUTYH	1.85E-06	1	0	0
TOE1	1.86E-06	0	0	0
TUBD1	2.34E-06	0	0	0
RPS6KB1	2.34E-06	0	0	0
DPH3	2.63E-06	0	0	0
OXNAD1	2.67E-06	0	0	0
RAB26	2.00E-06	0	0	0
OCIAD2	8.28E-06	0	0	0
MATN2	3.14E-06	0	0	1
GGTA1	NA	0	0	0
C6ORF162	3.16E-06	0	0	0
RADIL	3.56E-06	0	0	0
NAP1L5	2.04E-06	0	0	1
DNAJC18	1.74E-06	0	0	0
AP1G2	2.20E-06	0	0	0
DSC2	3.98E-06	0	0	0
CPSF2	2.43E-06	0	0	0
NDUFB1	2.42E-06	0	0	0
PPM1F	4.29E-06	0	0	0
C11ORF10	2.23E-06	0	0	0
ATHL1	3.24E-06	0	0	0
FEN1	2.23E-06	1	0	0
JRKL	3.09E-06	0	0	0
CCDC82	2.95E-06	0	0	1
RPAP1	1.76E-06	0	0	0
ZNF486	4.20E-06	0	0	1
PMPCA	2.72E-06	0	0	0
RAB3B	1.97E-06	0	0	0
SDCCAG3	2.73E-06	0	0	0
RECQL5	2.23E-06	0	0	0
SAP30BP	2.21E-06	0	0	0
FAM125B	2.66E-06	0	0	0
XPC	2.54E-06	1	0	0
LSM3	2.54E-06	0	0	0
DUS2L	1.73E-06	0	0	0
ZNF286B	NA	0	0	0
CHRNE	2.17E-06	0	0	0
RAB6B	2.81E-06	0	0	0
GRID2	4.97E-06	0	0	0
ZNF791	2.84E-06	0	0	1
ZNF490	2.85E-06	0	0	1
PCLO	5.37E-06	0	0	1
RFNG	NA	0	0	1
C8ORF82	NA	0	0	0
GRB14	3.84E-06	0	0	0
SPSB3	2.19E-06	0	0	1
NUBP2	2.19E-06	0	0	1
MGMT	4.72E-06	1	0	0
RPA2	1.57E-06	0	0	0
PAF1	2.55E-06	0	0	0
MED29	2.55E-06	0	0	0
RAD21L1	NA	0	0	1
APOBEC3F	2.27E-06	0	0	1
KBTBD11	5.34E-06	0	0	0
TTLL1	2.37E-06	0	0	0
PRIC285	5.81E-06	0	0	0
HIST1H3A	3.33E-06	0	0	0
HIST1H4A	3.33E-06	0	0	0
DKKL1	2.69E-06	0	0	0
NELL2	3.55E-06	0	0	0
RP13-104F24.2	NA	0	0	0
GPR172A	3.51E-06	0	0	0
FBXL6	3.51E-06	0	0	0
PPWD1	2.47E-06	0	0	0
CENPK	2.47E-06	0	0	0
NIPSNAP3B	2.76E-06	0	0	1
NKAIN3	4.75E-06	0	0	0
HIST1H4D	3.66E-06	0	0	0
KCNK13	2.28E-06	0	0	0
TFPT	5.65E-06	0	0	0
PRPF31	5.65E-06	0	0	0
DDN	2.41E-06	0	0	0
ZNF30	2.43E-06	0	0	1
ACTA2	1.88E-06	0	0	0
ZDHHC4	3.67E-06	0	0	1
PRRX2	2.41E-06	0	0	0
SUSD5	2.18E-06	0	0	1
METTL1	2.39E-06	0	0	0
METTL21B	NA	0	0	1
ZNF682	3.85E-06	0	0	1
RELN	4.78E-06	0	0	0
FAM50A	2.79E-06	0	0	0
MYOZ1	1.87E-06	0	0	0
PGAP2	4.97E-06	0	0	0
TTC18	1.80E-06	0	0	0
METRN	2.96E-06	0	0	1
TCF19	2.48E-06	0	0	0
MRPL46	4.13E-06	0	0	0
POLR2C	1.57E-06	0	0	0
MRPS11	4.13E-06	0	0	0
CPNE3	6.17E-06	0	0	0
ACAD10	2.35E-06	0	0	0
BRAP	2.41E-06	0	0	0
PHOSPHO1	2.79E-06	0	0	0
ENGASE	2.59E-06	0	0	0
KRT8	2.00E-06	0	0	0
LIN37	2.52E-06	0	0	0
PSENEN	2.52E-06	0	0	0
U2AF1L4	2.52E-06	0	0	0
PGR	4.08E-06	0	0	0
KLHL17	4.62E-06	0	0	1
TAF9B	3.04E-06	0	0	0
DACH2	5.49E-06	0	0	0
ST6GALNAC3	5.17E-06	0	0	1
DFFB	2.52E-06	0	0	0
CEP104	NA	0	0	0
SPIRE2	NA	0	0	0
GLRB	4.72E-06	0	0	1
NKX2-6	NA	0	0	0
ICA1	3.93E-06	0	0	0
RETSAT	1.91E-06	0	0	0
ELMOD3	1.88E-06	0	0	0
GPRIN1	3.02E-06	0	0	1
SH3GLB2	2.18E-06	0	0	0
ZNF396	2.62E-06	0	0	0
KBTBD4	2.14E-06	0	0	0
NDUFS3	2.22E-06	0	0	0
ISM1	3.89E-06	0	0	0
PRKRA	3.31E-06	0	0	0
DFNB59	3.37E-06	0	0	1
SH3BGRL2	2.50E-06	0	0	0
XAF1	2.60E-06	0	0	0
TIMM8B	2.05E-06	0	0	0
SDHD	2.05E-06	1	0	0
EFNB3	2.27E-06	0	0	0
NOC4L	NA	0	0	0
DDX51	NA	0	0	0
HOXB8	2.90E-06	0	0	0
NFKBIB	2.43E-06	0	0	0
SIRT2	2.43E-06	0	0	0
MTRR	6.75E-06	0	0	0
FASTKD3	6.70E-06	0	0	1
RAB3IL1	2.25E-06	0	0	0
ZNF774	2.30E-06	0	0	1
KIAA1244	2.17E-06	0	0	1
SLITRK4	6.75E-06	0	0	0
ZNF43	6.90E-06	0	0	0
HIST1H2AJ	4.40E-06	0	0	1
SV2A	5.08E-06	0	0	0
LRRC63	NA	0	0	0
TSPYL3	NA	0	0	0
CSMD3	1.03E-05	1	0	0
HSD17B7P2	NA	0	0	0
HIST1H2BM	4.40E-06	0	0	0
KIF24	2.03E-06	0	0	0
NUDT2	2.04E-06	0	0	0
WNT7B	2.09E-06	0	0	0
DYNLRB2	3.25E-06	0	0	0
TLR3	2.98E-06	0	0	0
ZNF717	NA	0	0	0
RSG1	NA	0	0	1
RAB2B	3.07E-06	0	0	0
TOX4	3.07E-06	0	0	0
TMEM106C	2.48E-06	0	0	0
CLEC14A	4.09E-06	0	0	0
HIST1H1A	3.33E-06	0	0	0
LMF2	NA	0	0	0
NCAPH2	NA	0	0	0
ALDH5A1	3.14E-06	0	0	0
DCTN2	2.25E-06	0	0	0
PEX3	2.21E-06	0	0	0
ADAT2	2.19E-06	0	0	0
EPHA6	6.96E-06	0	0	0
SLC9A10	2.77E-06	0	0	0
LSM2	2.34E-06	0	0	0
PLD6	2.21E-06	0	0	1
LPIN3	2.90E-06	0	0	0
RS1	2.99E-06	0	0	1
KCTD17	2.37E-06	0	0	0
B3GNTL1	NA	0	0	0
EIF4E2	2.47E-06	0	0	0
TIGD1	NA	0	0	1
N4BP3	3.54E-06	0	0	0
SFRP2	3.36E-06	0	0	0
S100A4	3.16E-06	0	0	0
PRSS16	5.34E-06	0	0	0
SLC2A12	2.95E-06	0	0	1
SEZ6L2	NA	0	0	0
CCT6B	3.15E-06	0	0	0
ZNF830	3.15E-06	0	0	0
RNF180	4.82E-06	0	0	0
HIST1H2BE	3.66E-06	0	0	0
MMP28	2.81E-06	0	0	0
RAC2	2.30E-06	0	0	0
TMEM54	1.66E-06	0	0	0
PPP1R9A	3.89E-06	0	0	0
NOV	3.61E-06	0	0	0
SMPD2	2.17E-06	0	0	0
PPIL6	2.17E-06	0	0	0
LARP7	3.35E-06	0	0	0
C4ORF21	3.35E-06	0	0	0
GFM1	4.40E-06	0	0	0
MRPL11	1.96E-06	0	0	0
CTSD	NA	0	0	0
NSMCE2	2.99E-06	0	0	0
KIAA0196	2.92E-06	0	0	0
TTLL5	1.95E-06	0	0	0
C14ORF1	1.90E-06	0	0	0
SCNN1A	2.67E-06	0	0	0
ACOT11	1.85E-06	0	0	0
PABPC4L	NA	0	0	0
RBM18	2.69E-06	0	0	0
MRRF	2.69E-06	0	0	1
PLEKHA4	2.70E-06	0	0	0
IRF7	2.89E-06	0	0	0
PRSS8	2.45E-06	0	0	0
PKP1	2.44E-06	0	0	0
MSH3	2.46E-06	0	0	0
DHFR	2.43E-06	0	0	0
CPSF7	2.20E-06	0	0	0
SDHAF2	2.18E-06	1	0	0
SGCD	4.77E-06	0	0	0
EPDR1	5.12E-06	0	0	0
AGBL2	2.34E-06	0	0	0
BC150535	NA	0	0	0
ZNF501	1.91E-06	0	0	0
CHN2	2.74E-06	0	0	0
ZSCAN16	4.34E-06	0	0	1
ZDHHC1	1.57E-06	0	0	0
C19ORF62	2.66E-06	0	0	0
C5ORF4	2.82E-06	0	0	0
DCLK1	4.24E-06	0	0	0
KBTBD7	2.58E-06	0	0	0
GSTT1	3.10E-06	0	0	0
ZNF434	1.82E-06	0	0	0
ZNF174	1.82E-06	0	0	0
MIS12	2.61E-06	0	0	0
DERL2	2.61E-06	0	0	0
IRAK2	2.30E-06	0	0	0
ACADS	2.64E-06	0	0	0
ZNF844	NA	0	0	0
ZNF860	NA	0	0	1
NCALD	2.71E-06	0	0	0
TRPM6	3.91E-06	0	0	0
CCNE1	5.30E-06	0	1	0
OPRL1	NA	0	0	0
QPCT	2.10E-06	0	0	0
PPL	2.47E-06	0	0	0
TCEA3	1.76E-06	0	0	0
CD38	2.30E-06	0	0	0
MRPL21	2.43E-06	0	0	0
IGHMBP2	2.46E-06	0	0	0
TNFSF4	3.56E-06	0	0	0
DHX34	2.64E-06	0	0	0
ZNF114	2.77E-06	0	0	1
GALK1	2.19E-06	0	0	0
CCDC113	2.15E-06	0	0	0
BTN3A1	4.54E-06	0	0	0
EXOSC1	1.92E-06	0	0	0
ZDHHC16	1.92E-06	0	0	0
ADPRH	3.10E-06	0	0	0
TMC6	2.33E-06	0	0	0
MUT	6.07E-06	0	0	0
CENPQ	6.12E-06	0	0	0
LRP3	2.79E-06	0	0	0
ARV1	2.96E-06	0	0	0
TTC13	2.97E-06	0	0	0
CRISPLD1	5.16E-06	0	0	1
CNPY4	2.99E-06	0	0	1
TAF6	2.99E-06	0	0	0
ABHD14A	1.72E-06	0	0	1
ABHD14B	1.72E-06	0	0	0
SLURP1	4.86E-06	0	0	0
FAM136A	2.00E-06	0	0	0
STX8	2.53E-06	0	0	0
WDR16	2.67E-06	0	0	0
TRIM5	4.94E-06	0	0	0
TTC21A	2.62E-06	0	0	0
GORASP1	2.62E-06	0	0	0
ACVR1C	2.55E-06	0	0	0
C19ORF63	3.29E-06	0	0	0
CHPF	2.50E-06	0	0	1
SYNM	2.49E-06	0	0	0
HERC5	2.10E-06	0	0	0
SLC26A4	2.75E-06	0	0	0
EIF3I	1.74E-06	0	0	0
FAM107A	2.36E-06	0	0	0
TMEM234	NA	0	0	0
NKD1	2.69E-06	0	0	0
EXOG	2.16E-06	0	0	1
PROCR	2.21E-06	0	0	0
ADRA1B	2.67E-06	0	0	0
SPATA20	1.94E-06	0	0	0
STEAP1	4.64E-06	0	0	0
TMEM198	2.50E-06	0	0	1
FAM134B	4.66E-06	0	0	0
PLEKHH1	2.07E-06	0	0	0
THOC4	NA	0	0	0
ANAPC11	NA	0	0	0
MOCS1	4.08E-06	0	0	0
ZNF454	3.32E-06	0	0	0
LAMA3	2.15E-06	0	0	0
SCAI	2.14E-06	0	0	0
PLAC9	2.91E-06	0	0	1
SOX17	4.94E-06	0	0	0
NUP62	2.81E-06	0	0	0
C6ORF70	3.94E-06	0	0	1
TCTE3	3.94E-06	0	0	0
COL21A1	3.93E-06	0	0	0
ZNF660	1.97E-06	0	0	1
ADRA2A	2.86E-06	0	0	0
COL9A2	2.17E-06	0	0	0
CDKL2	2.35E-06	0	0	0
AP4B1	2.24E-06	0	0	0
DCLRE1B	2.24E-06	0	0	0
ZFYVE21	2.52E-06	0	0	0
CBWD2	4.14E-06	0	0	1
C1QTNF6	2.34E-06	0	0	0
ADCK1	2.85E-06	0	0	0
GNG4	2.97E-06	0	0	0
SH3GL3	3.68E-06	0	0	0
ATG4A	2.37E-06	0	0	0
PSMD10	2.37E-06	0	0	0
ZNHIT2	2.10E-06	0	0	0
SDF4	3.78E-06	0	0	0
TIMM17B	3.26E-06	0	0	0
ARHGAP33	2.52E-06	0	0	1
NEFL	3.50E-06	0	0	0
YIPF5	3.35E-06	0	0	1
KCTD16	3.65E-06	0	0	1
COPZ2	2.51E-06	0	0	0
SLC25A45	2.03E-06	0	0	0
TMEM229B	2.09E-06	0	0	0
PRPF4	2.32E-06	0	0	0
CDC26	2.32E-06	0	0	0
PALMD	2.95E-06	0	0	0
ZNF221	3.16E-06	0	0	1
HPDL	1.85E-06	0	0	1
MFSD8	3.09E-06	0	0	1
C4ORF29	2.96E-06	0	0	1
HOXD1	3.63E-06	0	0	0
C11ORF45	NA	0	0	1
CCDC76	2.28E-06	0	0	0
SASS6	2.30E-06	0	0	0
GLOD4	3.47E-06	0	0	0
NPL	3.11E-06	0	0	0
KIAA1024	2.96E-06	0	0	0
SRPR	2.81E-06	0	0	0
FOXRED1	2.81E-06	0	0	1
PLA2G4A	4.67E-06	0	0	0
TSFM	2.39E-06	0	0	1
ZNF311	4.42E-06	0	0	0
THYN1	4.38E-06	0	0	0
MRPL13	3.37E-06	0	0	0
MTBP	3.43E-06	0	0	0
ACAD8	4.38E-06	0	0	0
GATC	2.54E-06	0	0	0
TRIAP1	2.53E-06	0	0	0
HDAC9	5.01E-06	0	0	0
KDM1B	2.70E-06	0	0	0
TPMT	2.66E-06	0	0	0
C12ORF53	2.52E-06	0	0	0
SEMA4G	1.97E-06	0	0	0
ATF5	2.81E-06	0	0	0
PUS3	2.61E-06	0	0	0
KLHL32	4.67E-06	0	0	0
LOC642846	NA	0	0	0
ZNF502	1.91E-06	0	0	1
LRRC56	2.97E-06	0	0	0
ATOH7	2.45E-06	0	0	0
GNA14	2.62E-06	0	0	0
C2CD4A	2.66E-06	0	0	1
XRCC3	2.52E-06	0	0	0
ZNF554	2.78E-06	0	0	1
FN3K	NA	0	0	0
PSMB6	2.11E-06	0	0	0
TMEM155	3.44E-06	0	0	1
EGFL7	2.84E-06	0	0	0
IL12A	4.27E-06	0	0	0
PIK3CD	1.53E-06	0	0	0
EXOSC5	2.68E-06	0	0	0
BCKDHA	2.65E-06	0	0	0
MRPL45	3.25E-06	0	0	0
PIR	2.32E-06	0	0	1
TOP1MT	4.21E-06	0	0	0
HERC6	2.18E-06	0	0	0
RCN3	2.69E-06	0	0	0
BTN2A2	4.31E-06	0	0	0
RASEF	3.25E-06	0	0	0
BCL6B	2.35E-06	0	0	0
MITD1	2.44E-06	0	0	0
MRPL30	2.50E-06	0	0	0
TRMT6	3.22E-06	0	0	0
MCM8	3.22E-06	0	0	0
IMMP1L	3.85E-06	0	0	0
ELP4	3.73E-06	0	0	0
FOXD3	2.37E-06	0	0	0
TMEM161A	2.09E-06	0	0	0
RNMTL1	3.47E-06	0	0	0
GJA3	2.62E-06	0	0	0
CLCN4	2.18E-06	0	0	0
PARM1	2.62E-06	0	0	0
IRAK4	4.06E-06	0	0	0
PUS7L	4.06E-06	0	0	1
LRRC24	3.57E-06	0	0	0
OCRL	3.11E-06	0	0	0
ACOT6	2.15E-06	0	0	1
AOX1	1.95E-06	0	0	1
SMIM1	NA	0	0	0
RGS9BP	3.30E-06	0	0	1
ANKRD27	3.43E-06	0	0	0
GTF3C3	2.36E-06	0	0	0
SPATA24	NA	0	0	0
HPSE2	3.16E-06	0	0	0
MOSC1	4.46E-06	0	0	0
NSUN3	6.24E-06	0	0	1
DHFRL1	6.19E-06	0	0	1
PDE4DIP	NA	0	0	0
ZIC5	2.54E-06	0	0	0
SLCO2A1	2.74E-06	0	0	0
FBXO43	3.17E-06	0	0	0
STAT5A	2.11E-06	0	0	0
SPTBN2	1.92E-06	0	0	0
VPS41	4.36E-06	0	0	0
LOXL4	2.43E-06	0	0	0
ANKS1B	4.45E-06	0	0	0
CCHCR1	2.48E-06	0	0	0
ZSCAN30	NA	0	0	1
ZNF271P	NA	0	0	0
ABAT	3.28E-06	0	0	0
PDPN	3.09E-06	0	0	0
NPR2	1.95E-06	0	0	0
SBK1	4.50E-06	0	0	1
CLIP3	2.90E-06	0	0	0
NSUN7	2.43E-06	0	0	1
TUBA4A	2.26E-06	0	0	0
BSN	1.72E-06	0	0	0
FIGNL2	2.20E-06	0	0	0
CDCA5	2.10E-06	0	0	0
ZFPL1	2.10E-06	0	0	0
REEP2	1.83E-06	0	0	0
C19ORF70	2.58E-06	0	0	0
POLR2G	2.73E-06	0	0	0
SLC25A35	2.57E-06	0	0	0
PITPNM3	2.83E-06	0	0	0
SDK2	2.64E-06	0	0	1
SOX5	4.17E-06	0	0	0
EFCAB4A	2.71E-06	0	0	1
DNAH14	3.10E-06	0	0	0
KAZN	NA	0	0	1
PRUNE2	2.86E-06	0	0	0
BBS1	1.95E-06	0	0	0
GPR89B	NA	0	0	0
HACL1	2.25E-06	0	0	0
BTD	2.25E-06	0	0	0
SLFN13	2.81E-06	0	0	0
IL20RA	2.39E-06	0	0	0
RNLS	1.79E-06	0	0	0
ZNF473	2.90E-06	0	0	1
VRK3	2.85E-06	0	0	1
DYNC1I1	3.52E-06	0	0	0
CASP10	2.06E-06	0	0	0
TSNAXIP1	1.64E-06	0	0	0
RANBP10	1.62E-06	0	0	0
ADCY5	2.47E-06	0	0	0
FKRP	2.37E-06	0	0	1
STRN4	2.37E-06	0	0	0
PCYT2	NA	0	0	0
DUS4L	2.81E-06	0	0	0
COG5	2.99E-06	0	0	0
CSDC2	2.32E-06	0	0	0
RNF144A	5.03E-06	0	0	0
TROVE2	3.35E-06	0	0	0
UCHL5	3.39E-06	0	0	0
SORBS3	1.79E-06	0	0	0
KRBA2	2.62E-06	0	0	0
OLFML2A	2.15E-06	0	0	0
HIST2H2BF	7.20E-06	0	0	0
TMEM140	2.18E-06	0	0	0
CEP290	3.56E-06	0	0	0
TMTC3	3.45E-06	0	0	0
GIPC2	3.34E-06	0	0	0
GBP2	1.93E-06	0	0	0
LASS4	2.85E-06	0	0	0
LIM2	3.67E-06	0	0	1
ADAL	2.14E-06	0	0	0
LCMT2	2.14E-06	0	0	0
GPX7	1.84E-06	0	0	0
FAM162B	3.18E-06	0	0	0
HSD11B1L	2.58E-06	0	0	1
KIAA1324L	5.47E-06	0	0	0
ZSCAN20	2.53E-06	0	0	1
LRRC67	3.29E-06	0	0	0
TNFSF10	3.24E-06	0	0	0
MALL	NA	0	0	1
BNIP1	2.09E-06	0	0	0
PTN	6.14E-06	0	0	0
ITGB3BP	2.34E-06	0	0	0
EFCAB7	2.32E-06	0	0	0
B3GALT2	NA	0	0	0
ALS2CL	1.72E-06	0	0	0
KIAA0226L	NA	0	0	0
TOM1L2	2.49E-06	0	0	0
COX15	2.43E-06	0	0	0
CUTC	2.36E-06	0	0	0
TUBA4B	NA	0	0	0
NDUFA2	2.36E-06	0	0	0
IK	2.36E-06	0	0	0
RUNX3	1.94E-06	0	0	0
ARHGEF37	1.53E-06	0	0	0
CHEK2	2.41E-06	1	0	0
