Gene	Missense_entropy
SLC25A45	0.058764
TMEM229B	0.067869
PRPF4	0.054515
CDC26	0.164188
PALMD	0.077107
ZNF221	0.086933
HPDL	0.03625
MFSD8	0.041329
C4ORF29	0.024913
HOXD1	0.08351
C11ORF45	0.085827
CCDC76	0.081263
SASS6	0.079363
GLOD4	0.048797
NPL	0.040236
KIAA1024	0.104258
SRPR	0.083552
FOXRED1	0.16602
PLA2G4A	0.073671
TSFM	0.187894
ZNF311	0.061443
THYN1	0.10663
MRPL13	0.105446
MTBP	0.0633
ACAD8	0.069368
GATC	0.24745
TRIAP1	0.039755
HDAC9	0.169209
KDM1B	0.092353
TPMT	0.217241
C12ORF53	0.073061
SEMA4G	0.07496
ATF5	0.168918
PUS3	0.070939
KLHL32	0.102522
LOC642846	0
ZNF502	0.147418
LRRC56	0.065279
ATOH7	0.0
GNA14	0.075398
C2CD4A	0.142385
XRCC3	1.522958
ZNF554	0.074397
FN3K	0.041059
PSMB6	0.039755
TMEM155	0.066169
EGFL7	0.087718
IL12A	0.062335
PIK3CD	0.193884
EXOSC5	0.052434
BCKDHA	0.060219
MRPL45	0.020922
PIR	0.059639
TOP1MT	0.080946
HERC6	0.068703
RCN3	0.146172
BTN2A2	0.089529
RASEF	0.094269
BCL6B	0.066478
MITD1	0.056107
MRPL30	0.040726
TRMT6	0.066281
MCM8	0.107809
IMMP1L	0.041059
ELP4	0.075118
FOXD3	0.036566
TMEM161A	0.089694
RNMTL1	0.028513
GJA3	0.098692
CLCN4	0.131092
PARM1	0.134721
IRAK4	0.131708
PUS7L	0.069754
LRRC24	0.037355
OCRL	0.089481
ACOT6	0.041059
AOX1	0.098445
SMIM1	0.0
RGS9BP	0.012712
ANKRD27	0.130281
GTF3C3	0.085608
SPATA24	0.046222
HPSE2	0.117678
MOSC1	0.076903
NSUN3	0.045155
DHFRL1	0.201676
PDE4DIP	0.191604
ZIC5	0.095621
SLCO2A1	0.08862
FBXO43	0.149738
STAT5A	0.074441
SPTBN2	0.098916
VPS41	0.064548
LOXL4	0.088735
ANKS1B	0.124868
CCHCR1	0.186233
ZSCAN30	0.057605
ZNF271P	0.189972
ABAT	0.13902
PDPN	0.07731
NPR2	0.120683
SBK1	0.098341
CLIP3	0.106443
NSUN7	0.11409
TUBA4A	0.068642
BSN	0.088856
FIGNL2	0
CDCA5	0.010337
ZFPL1	0.09931
REEP2	0.035203
C19ORF70	0.093276
POLR2G	0.07053
SLC25A35	0.029947
PITPNM3	0.10127
SDK2	0.085797
SOX5	0.15895
EFCAB4A	0.090655
DNAH14	0.080411
KAZN	0.123774
PRUNE2	0.097434
BBS1	0.136315
GPR89B	0.072458
HACL1	0.024913
BTD	0.034914
SLFN13	0.107606
IL20RA	0.074377
RNLS	0.03421
ZNF473	0.104143
VRK3	0.104784
DYNC1I1	0.146799
CASP10	0.051366
TSNAXIP1	0.089388
RANBP10	0.111955
ADCY5	0.137809
FKRP	0.137797
STRN4	0.111294
PCYT2	0.028929
DUS4L	0.101959
COG5	0.09576
CSDC2	0.068642
RNF144A	0.077675
TROVE2	0.067274
UCHL5	0.048728
SORBS3	0.077068
KRBA2	0.044555
OLFML2A	0.126963
HIST2H2BF	0.099817
TMEM140	0.090284
CEP290	0.081321
TMTC3	0.071924
GIPC2	0.063275
GBP2	0.065874
LASS4	0.049473
LIM2	0.064039
ADAL	0.04847
LCMT2	0.076807
GPX7	0.118565
FAM162B	0.219348
HSD11B1L	0.009571
KIAA1324L	0.105422
ZSCAN20	0.124172
LRRC67	0.031945
TNFSF10	0.064642
MALL	0.052291
BNIP1	0.084249
PTN	0.154303
ITGB3BP	0.090019
EFCAB7	0.142046
B3GALT2	0.062958
ALS2CL	0.075446
KIAA0226L	0.090003
TOM1L2	0.101702
COX15	0.047038
CUTC	0.07053
TUBA4B	0
NDUFA2	0.023427
IK	0.043256
RUNX3	0.095137
ARHGEF37	0.127125
CHEK2	0.510504
HSCB	0.047874
KLHL14	0.072174
VGLL2	0.035459
MRP63	0.054115
SKA3	0.182691
GRIA4	0.106653
NRBP2	0.056218
RNF43	0.2244
CIITA	0.179563
FMO5	0.063637
MYCBPAP	0.106558
CPNE5	0.102429
LLGL2	0.065473
SLC44A2	0.102933
GPER	0.346277
TRAPPC2L	0.075243
GALNS	0.087528
LRRC48	0.067658
HLCS	0.04251
CARD6	0.084947
POU4F1	0.058186
KCNJ8	0.180486
MKRN3	0.189783
FRRS1	0.078306
RNASET2	0.024148
NGFR	0.095146
DCDC2	0.08791
RNASEL	0.099036
FOXG1	0.160156
ACD	0.203705
IRF5	0.079554
RPP38	0.144158
C10ORF111	0.051383
IL18R1	0.09582
ITGB2	0.090129
WISP1	0.152696
LY6G5C	0.030717
ACACA	0.02483
LHPP	0.069235
TADA2A	0.043258
PPP1R1B	0.228618
GLS2	0.073773
DYNC2LI1	0.080589
SARS2	0.021497
MRPS12	0.047454
B3GNT9	0.085335
FIBCD1	0.083586
CD40	0.08437
KAL1	0.107926
C3ORF33	0.058417
DOCK8	0.126779
SLC17A7	0.072321
CLMN	0.08398
MLF1	0.084981
ZNF484	0.105453
C12ORF39	0.102213
HARS2	0.055495
HARS	0.098915
GAL3ST4	0.171396
C10ORF125	0.12343
PIGO	0.069476
ST6GAL2	0.242179
ATP5S	0.1563
L2HGDH	0.212008
ZNF491	0.051366
TCTN2	0.090477
THOC3	0.048728
CTNS	0.189627
SHPK	0.057253
ZNF280B	0.228936
DLX3	0.202252
C11ORF9	0.060927
DAPK2	0.030327
MAMSTR	0.020555
P2RX5	0.074578
MPST	0.037583
TST	0.053971
LGR5	0.084145
SLC44A5	0.151382
PKD2L2	0.099062
NEFM	0.131832
ZNF415	0.091839
RNF165	0.087754
TOR2A	0.029947
C18ORF56	0.043891
ECSIT	0.03793
C1R	0.07534
TMPPE	0.053235
GLB1	0.083173
PMS2	0.19503
AIMP2	0.0815
GTF2H5	0.10644
SERAC1	0.049473
SLC16A10	0.150643
SLC16A11	0.03625
LRRC45	0.061623
STRA13	0.054115
RPL39L	0.0
LRRC29	0.015822
TMEM208	0.026595
SNAPC5	0.033269
PTPLAD2	0.095043
GNPTG	0.062235
C16ORF42	0.076998
RDH13	0.151048
ZNF630	0.032668
FDX1L	0.147326
ADM2	0.155059
COPZ1	0.075207
DMD	0.146216
KIAA0930	0.053983
TYMS	0.116781
ABCG4	0.170342
TRADD	0.03625
FBXL8	0.029947
SLCO4A1	0.116054
RNFT2	0.094066
C12ORF49	0.08775
MST1	0.41545
IFT81	0.059288
IGDCC3	0.082403
TMEM104	0.139189
NAT9	0.068642
ZNF485	0.048896
CDK18	0.08151
FES	0.403005
LRRC49	0.097034
THAP10	0.067239
ILDR2	0.095794
KLC4	0.10239
MRPL2	0.041564
RSPO2	0.185303
HAAO	0.027845
C20ORF12	0.077696
POLR3F	0.177371
GLMN	0.056847
RPAP2	0.044512
GINS2	0.055463
PIGG	0.073695
ZNF721	0.267624
MRPL43	0.077797
C10ORF2	0.098283
TSPYL5	0.129589
NUP188	0.066711
DOLK	0.062972
DGCR14	0.08927
BEND5	0.214413
TMEM144	0.173382
FAM83H	0.134526
TXNDC6	0.094455
RGS16	0.08551
FRS3	0.080705
CCDC75	0.154922
HEATR5B	0.073131
FRMPD4	0.122564
ESYT3	0.112002
POLDIP2	0.0347
TMEM199	0.099959
RNASEH2A	0.208208
RGS7	0.198937
NUDT7	0.114839
ZNF714	0.02855
AMIGO3	0.087669
GATM	0.165982
MOAP1	0.043337
C14ORF109	0.030717
SCRN3	0.221704
CIR1	0.049226
PYROXD2	0.078416
LHX2	0.119756
RNF115	0.064496
POLR3C	0.089265
RELB	0.112393
MRPL49	0.076131
FAU	0.026595
ABI3BP	0.091775
NALCN	0.151358
TSPAN7	0.117101
ZFP2	0.084253
C5ORF55	0.197843
EXOC3	0.075415
CHST1	0.13054
LIG1	0.072955
C19ORF68	0.112509
NUDT17	0.170409
LRWD1	0.051966
ALKBH4	0.022529
ARNT2	0.085427
SPOCK3	0.193118
FAM180A	0.072306
IL11RA	0.111151
MRE11A	0.092149
ANKRD49	0.102022
TMEM108	0.173107
AQP3	0.03397
WRAP73	0.08351
NTN3	0.062634
MAGEE1	0.123273
GRHL2	0.077226
PCYOX1L	0.096344
MMP25	0.130792
KLF8	0.035349
SLC30A3	0.125128
KIF4A	0.063741
PDZD11	0.028513
TMEM35	0.148476
CLPB	0.073725
TMEM200C	0.125538
GLB1L	0.038741
STK16	0.056107
COQ9	0.104821
CIAPIN1	0.053366
ZSCAN4	0.082287
NR1H2	0.070392
SLC15A3	0.035349
LCN12	0.115639
ERI2	0.210467
LOC81691	0.156541
HNF1B	0.039218
PLEKHN1	0.158673
POLL	0.067618
DPCD	0.102109
HAUS7	0.225468
HFM1	0.094002
MRPL47	0.217204
NDUFB5	0.092306
ALDH3B1	0.015822
HAUS5	0.09129
SRR	0.07783
SMG6	0.072759
HAPLN3	0.135045
B3GNT4	0.069802
PRICKLE4	0.069413
ZNF540	0.086974
EIF1AY	0.10644
RGPD5	0.0
SRSF12	0.055323
NOX4	0.089569
FAM110C	0.086694
CA5B	0.057544
FGF18	0.110559
DPF1	0.172288
C6ORF57	0.091339
ANAPC16	0.12343
ASCC1	0.042913
KIAA0319	0.119805
ADCY4	0.09096
CIB2	0.122889
GRIA2	0.132966
ZNF578	0.207474
STAT4	0.076916
C3ORF15	0.108104
CBWD3	0.088016
RBKS	0.031945
BRE	0.13795
NTHL1	0.059486
TSC2	0.113009
MARVELD2	0.074264
ASRGL1	0.067239
HOXC4	0.048728
D4S234E	0.14836
ZSWIM2	0.178128
FBF1	0.06797
KIF5A	0.122657
SGSH	0.063487
RIPPLY2	0.086383
FAM150B	0.041738
CETN2	0.09922
NSDHL	0.060888
BCAM	0.13785
APBA3	0.039285
MRPL54	0.110649
TSPAN2	0.171902
HPSE	0.067261
DDX28	0.037234
FAM114A2	0.051328
MFAP3	0.032727
FLT3LG	0.066693
CREG2	0.171637
C14ORF21	0.297921
DHRS1	0.067197
CTSK	0.096414
ZNF385B	0.108024
C7ORF70	0.03421
MRPL37	0.07676
CYB5RL	0.065743
KDM5D	0.035794
NOL4	0.119105
RASL10B	0.050039
TNFRSF11A	0.100524
PARD6A	0.082039
RNF215	0.102355
ATP5SL	0.139985
NKAIN2	0.10413
ELMO1	0.173699
CSPG4	0.216061
CHP	0.0
VWDE	0.104125
LRGUK	0.079488
EFCAB4B	0.066046
TRIM36	0.08885
FCF1	0.03625
KIAA0317	0.099532
NDRG2	0.10738
IL27RA	0.067864
LRRC61	0.121022
KLF14	0.056937
SLC6A8	0.06501
MPPED2	0.142553
CABLES2	0.190445
C6ORF203	0.051771
ZNF784	0.062335
EMB	0.130696
ZNF300P1	0
AMIGO1	0.04397
PCSK9	0.094872
RAG2	0.125717
SHROOM2	0.082177
TMEM37	0.08926
ZBTB8B	0.10572
ZNF620	0.068695
RASD2	0.105739
C1ORF101	0.085804
S1PR5	0.059486
GPX3	0.061557
MFAP4	0.180575
SLC26A11	0.096931
ESR2	0.079997
ZNF788	0.03025
IFI44	0.042437
LRRC2	0.046832
CCDC120	0.0993
DGAT2	0.17191
HECW1	0.131994
CBX5	0.046222
SYTL4	0.071469
PRSS35	0.174253
MYO15B	0.173287
TFAP2B	0.108541
COIL	0.107858
TATDN3	0.020376
NSL1	0.063159
ZNF572	0.088799
FGF12	0.217715
GNAZ	0.071645
SDK1	0.1607
KRT5	0.086422
C7ORF28B	0.041738
ZNF418	0.089806
CYP11A1	0.15158
BHLHB9	0.049231
PCOTH	0
MIPEP	0.090231
SNX22	0.019858
MMAB	0.111538
MVK	0.061623
TNFRSF10C	0.270268
UNQ766	0
ZNF334	0.12417
ARSI	0.103606
ZNF781	0.112145
CTSH	0.045623
CC2D2A	0.067058
LRRC23	0.308222
EAF2	0.054329
IQCB1	0.059639
SLITRK3	0.110795
PRSS27	0.011929
EIF2B1	0.052063
GTF2H3	0.13071
ZNF681	0.238642
DPYSL4	0.09244
IRF8	0.121155
SLC1A2	0.136645
ONECUT2	0.154196
PIP5K1B	0.06752
IGSF9	0.076454
KMO	0.118418
MAP3K13	0.169737
PTGER3	0.122249
QRSL1	0.089095
RTN4IP1	0.012924
BIK	0.041059
XYLB	0.040029
C9ORF140	0.037355
HLA-V	0
BAALC	0.068412
HIF3A	0.088383
PTENP1	0
LIPT1	0.0
TSGA10	0.173369
BECN1	0.050558
SDSL	0.098222
C6ORF108	0.0
C1ORF115	0.0
PLXNB3	0.100785
SYNDIG1	0.147771
ZNF142	0.077385
BCS1L	0.035203
GMNC	0.037583
TTC5	0.090667
SLC7A7	0.039166
PRAM1	0.065409
SERHL2	0.074296
MEGF10	0.090615
GSN	0.107051
CHAF1B	0.080725
SLC22A3	0.106588
ELTD1	0.121483
RRP9	0.040726
PARP3	0.088229
GNAO1	0.121542
THNSL2	0.101124
ISG20	0.137516
ARHGAP44	0.098694
PTCD2	0.076546
MRPS27	0.091551
ZNF287	0.068136
C8ORF48	0.041329
ELOVL2	0.196169
SLC39A3	0.051129
STK33	0.13117
EHHADH	0.093404
ERCC6L	0.047424
ACE	0.106359
TBC1D22B	0.126562
ST8SIA2	0.145358
PTGIS	0.175876
GABRB2	0.200073
FIG4	0.07321
AKD1	0.101825
ALDH1A1	0.102349
LAMB3	0.102103
ARL5C	0.0
TTC29	0.097736
DPP7	0.093565
NPRL2	0.065337
CYB561D2	0.0347
ALKBH2	0.047275
PURG	0.084803
AKR1C3	0.195755
TTPA	0.0815
NMNAT1	0.024913
LZIC	0.043891
TNK1	0.030717
SYT10	0.175937
NKX2-5	0.074783
FAM70A	0.154196
NPBWR1	0.217118
IRS4	0.151583
MPZL3	0.065743
AGXT2L1	0.066662
DSCR6	0.096471
ZNF135	0.080498
NACAD	0.233395
ZNF492	0.357965
LAGE3	0.047038
CARD16	0.093096
GRB7	0.148488
PPFIA2	0.185937
KRT7	0.044267
FAM156B	0.0
DET1	0.119797
THNSL1	0.066457
POLE	0.537245
DGKI	0.133105
GALNT12	0.103001
IMPA1	0.04226
TRAM1L1	0.081994
ZNF829	0.055426
ZNF568	0.108586
ALPK1	0.085337
LY96	0.068956
SKIV2L	0.063061
RDBP	0.047877
TNNI3	0.097758
TAC4	0.048728
P2RY2	0.119361
PROZ	0.078566
MLH3	0.091178
BOLA1	0.056392
PPCDC	0.0
SMUG1	0.100636
PXMP2	0.086225
SNAP91	0.116912
CWC15	0.028513
KDM4D	0.068292
ABCB9	0.039855
FXYD4	0.039755
CADPS	0.170759
PTPRE	0.104944
PTGES	0.077797
ANKRD6	0.092288
ZNF169	0.080498
ENKUR	0.064883
PLEK2	0.026104
ERC2	0.146872
EXD1	0.081752
SPATA17	0.124993
GPATCH2	0.081293
PARP10	0.06412
LPPR2	0.128181
PDE11A	0.088865
RFESD	0.012308
CYYR1	0.177589
EPHX4	0.09299
ZFYVE19	0.098212
DNAJC17	0.07968
BEST4	0.041738
PLA2G6	0.094895
LONRF3	0.059451
ZNF658	0.026104
CYP1A1	0.130264
PREX2	0.229179
CERKL	0.164965
ACOT8	0.073061
ZSWIM3	0.126614
IL10RA	0.060068
RNF25	0.200969
STK36	0.128694
AGAP7	0
SIGIRR	0.087125
RND1	0.081256
HERC2	0.157742
DNALI1	0.060512
ASGR1	0.063262
BTC	0.128382
DDX43	0.071465
CRH	0.059361
TMEM180	0.074077
CXORF56	0.051815
BFSP1	0.179985
C11ORF92	0.0
SPATA4	0.053078
SURF1	0.03421
SURF2	0.228811
NRK	0.087027
L3MBTL4	0.127599
TMEM159	0.139045
S100A2	0.071306
DHX58	0.05971
BRSK1	0.097645
ABCG1	0.1157
TRPA1	0.111503
CAND2	0.068351
DPPA4	0.113752
RPA1	0.12741
SMYD4	0.097648
NUDT1	0.063262
FTSJ2	0.056334
CHMP4C	0.107322
CACNA1F	0.096294
CHTF18	0.053596
RPUSD1	0.066347
DNAH3	0.120883
TMEM217	0.067467
ADAMTSL5	0.072914
TUBGCP2	0.093991
FAM189A2	0.118832
PEX11G	0.080006
SUN3	0.141215
ZNF511	0.064548
RNF157	0.103185
IGSF9B	0.110865
ANKDD1A	0.10217
MR1	0.226855
ISM2	0.079061
PABPC5	0.137296
ABCA3	0.102956
OTUB2	0.195892
KY	0.076385
MSMP	0.03625
HOXB9	0.048987
SP7	0.040726
PRRT3	0.061141
LSAMP	0.125805
GPR160	0.040529
SYPL2	0.1091
GPR148	0.068502
TNS4	0.076682
CBWD1	0.172489
RASGRP1	0.080604
GPR158	0.168776
APOC1	0.184314
PAQR9	0.132392
RP4-800G7.2	0
SGCA	0.141042
NPPC	0.076622
PLBD1	0.102974
CYP8B1	0.100774
AKR1E2	0.16573
APLN	0.0
ZMYND12	0.069663
PPCS	0.150182
FTO	0.036905
RPGRIP1L	0.117321
LGALS3BP	0.050241
SCN5A	0.160879
TFAP2E	0.049752
TMEM53	0.119708
C1ORF228	0.052098
GLDC	0.110609
GSC	0.09034
ENPP4	0.138888
CPSF3L	0.049536
GLTPD1	0.090031
DHODH	0.110755
TSPAN15	0.058417
C9ORF47	0.035203
DTX3L	0.063376
PARP9	0.059026
TRIM61	0.082111
NUDT10	0.095663
PGM5	0.574044
CCL20	0.078996
PALM	0.1486
LSR	0.095649
DIO2	0.113005
RRP1B	0.069205
PRKG2	0.134235
DCHS1	0.112819
PRSS3	0.552301
ACHE	0.0703
RAB36	0.031692
FGFR3	3.145395
C14ORF176	0.041059
ZNF732	0.172826
SLC27A2	0.072911
ALG12	0.026959
CRELD2	0.117106
IFT46	0.029213
CR1L	0.142888
STMN2	0.107987
REPS2	0.130526
MFI2	0.065351
AS3MT	0.082395
FAM113A	0.087926
VPS16	0.068884
IL1B	0.077344
NXPH4	0.050459
LPPR4	0.149813
ERVMER34-1	0.027522
SNRNP25	0.022105
POLR3K	0.03625
ALDH1L1	0.105249
SGK1	0.152737
VPS29	0.035203
HSDL1	0.081922
SPAG1	0.135385
SLC25A27	0.064413
SLC16A4	0.03625
STK32A	0.062322
FOXRED2	0.110044
RPRM	0.060192
SVIL	0.16509
LMTK3	0.079132
MOCS2	0.071507
CYP39A1	0.106612
AFF3	0.129017
DNAAF1	0.113303
TLR5	0.107732
PLS3	0.081273
BSX	0.104277
ELF1	0.078172
ZNF843	0.027845
POLR2J3	0.0
MDH1B	0.136073
FASTKD2	0.021616
PTCH2	0.106761
CCT8L2	0.177492
DLX4	0.064299
ART5	0.058764
LY75	0.096358
TRIM29	0.098272
ESM1	0.093565
PLCG2	0.163456
MT1M	0.047038
ANKRD1	0.067631
RTN1	0.17664
IL28RA	0.158351
PLLP	0.03625
AMPH	0.160354
NIPAL4	0.098424
HAND1	0.089909
CNN1	0.116682
FANCB	0.085181
MOSPD2	0.062227
CA14	0.032201
ARHGDIB	0.12219
NDST3	0.077917
ACADL	0.084591
IKZF1	0.180143
SHISA9	0.073921
IFI44L	0.105589
ROM1	0.068379
IRX4	0.10914
CSPG5	0.148005
B4GALNT3	0.079693
GNAL	0.120362
C11ORF1	0.019858
FDXACB1	0.097249
NAPSA	0.110298
KIF26A	0.062855
ZNF585A	0.096548
KIF6	0.179221
HIST2H4A	0
EXD3	0.072466
SLC16A12	0.177739
TMEM74	0.215561
CMYA5	0.082896
PLD5	0.166499
CYP2S1	0.099514
DHRS4L1	0
HOXD11	0.046569
C18ORF1	0.083234
DISP2	0.066169
SLC38A4	0.120934
DUXA	0.140969
BTBD3	0.108254
GPR68	0.054363
CNNM1	0.111538
PKP3	0.106868
SERP2	0.043891
CTXN1	0.0
C11ORF87	0.16045
LRRN4	0.069874
RAD9B	0.058293
TEKT4P2	0
RNF32	0.151912
TNFRSF6B	0.053334
F2RL2	0.294642
SEPT4	0.11925
STYK1	0.053682
FREM2	0.1047
MRPL27	0.026595
EME1	0.34132
ZFP106	0.072819
LPAR2	0.058642
LYNX1	0.116422
MRAP2	0.059486
SEC14L5	0.093394
FGL2	0.070872
FRK	0.066461
SCIN	0.080748
CLSTN2	0.145527
TOMM20L	0.033269
B4GALNT1	0.077235
HSF2BP	0.091222
GIYD2	0.0
FGR	0.072275
INHBB	0.11322
RPS4Y1	0.031945
CPXM1	0.108245
SPA17	0.094373
SIAE	0.129536
KCNJ5	3.088854
C7ORF13	0.197843
MST1R	0.079432
SGCZ	0.204305
TMEM233	0.0
NEURL	0.061053
SLC29A3	0.099782
ADAMTS17	0.109937
SELV	0.087948
GRIN2D	0.05553
ANO5	0.136453
STX1B	0.079538
COMTD1	0.057923
MAL2	0.030717
TBX4	0.116086
STOX1	0.111565
EPB41L4B	0.07171
APOBEC3G	0.333506
ZNF385A	0.156217
GBP4	0.368993
SALL3	0.13575
ITGA8	0.126085
LPAR3	0.171921
KCNA3	0.141251
ITGA2B	0.083559
DNAH11	0.08719
POLR2J	0.039755
RHOV	0.0
KATNAL2	0.052383
SIRT4	0.072306
PPP1R16B	0.12293
RAB9B	0.078875
GRAMD1C	0.101129
TXNRD1	0.133875
SNTG2	0.144726
PTGIR	0.095899
DNLZ	0.092332
TMEM178	0.023427
RG9MTD2	0.027845
MTTP	0.170244
TMEM100	0.073313
MMP11	0.07917
C19ORF40	0.055323
CEP89	0.105501
BANK1	0.067406
RGL3	0.094638
FNDC1	0.148907
SLC4A8	0.107521
NPNT	0.077179
CRYAB	0.059452
STXBP2	0.202721
HES6	0.141022
SLC4A3	0.074176
ZSCAN29	0.076703
COX7A1	0.110541
LRRC8E	0.089813
ADRB1	0.069862
ADAMTS8	0.131354
AFF2	0.16195
GDF7	0.040305
LIN28B	0.105047
GYPE	0.355921
ADCY8	0.241587
SLCO4C1	0.12168
COCH	0.07945
MATN3	0.044555
LAPTM5	0.060512
CYP7B1	0.227066
RARRES2	0.191118
NDN	0.179432
FAM26F	0.095961
GALNTL6	0.093639
SMOC1	0.127586
MPZL2	0.159343
GRTP1	0.058186
CELSR2	0.109616
ANKLE1	0.058266
SNX10	0.046569
RSPH9	0.084635
PLCXD3	0.180494
DBC1	0.199496
ACTC1	0.229678
MCOLN3	0.111911
FEZF1	0.050658
C10ORF25	0.0
GNMT	0.05489
BST1	0.146689
SPRED3	0.050742
TMEM52	0.27494
COBL	0.134297
MMP19	0.083551
FBXO6	0.071557
EPHA3	0.182762
SFRP4	0.304204
KCNH1	0.116553
VSTM4	0.126003
SNAI3	0.080996
SCN4B	0.089207
EVX1	0.077664
LOC145814	0.063061
ITGB4	0.068188
CACNA1A	0.166546
SMPD3	0.105459
MAP6	0.098143
KCND3	0.173599
CADM4	0.135441
P2RX7	0.111315
UBA7	0.103544
NR5A2	0.106947
EMR2	0.189498
KCNH3	0.096958
DCC	0.187542
ADRA1D	0.13037
ACOT4	0.078319
KCNJ3	0.122594
DNER	0.1293
LUZP2	0.141648
TMC7	0.089702
CHL1	0.115958
NLGN4X	0.134905
PRG-3	0.068956
BTG4	0.062016
RAPGEFL1	0.194359
P4HA3	0.052322
PRRT4	0.066438
NUP62CL	0.022105
NHLRC1	0.141712
C1QTNF2	0.205268
PRPH2	0.067072
ZNF22	0.050708
RRAD	0.114454
FRMD4B	0.092259
CNTNAP2	0.248002
HRK	0.0
APOL3	0.080162
HEXDC	0.575902
FBLN2	0.133149
C17ORF101	0.045306
CPZ	0.095403
CACNG8	0.062006
EYA2	0.135379
GPR88	0.057544
KIAA1797	0.033666
TNFSF13B	0.054823
SOX21	0.084383
C8ORF45	0.340727
CELF6	0.057409
PLA2G7	0.179409
BDKRB1	0.056903
LAMC2	0.096084
PCDP1	0.03793
MUC17	0.163522
LMO7	0.113752
FXYD3	0.066169
FXYD6	0.048728
ATP2A3	0.1074
RGS7BP	0.152278
NAT1	0.057455
MAPK4	0.131132
C1ORF116	0.081521
ADORA2A	0.108719
AGTR1	0.120905
EIF4EBP3	0.056633
SHC2	0.115892
HOMER2	0.070195
PCDH19	0.096799
ANGPT2	0.031142
SERPINB5	0.068686
DNAJA4	0.107726
TCEAL7	0.043891
DHDH	0.054146
FAM47E	0.073963
LRRN3	0.077521
ZSWIM1	0.071121
RDH5	0.040529
KCNE3	0.114954
TIMM23	0.028513
PARG	0.025727
DNTTIP1	0.063691
WFDC3	0.095043
CBLN3	0.050039
GHDC	0.05631
ASTE1	0.101113
NEK11	0.068675
MIXL1	0.086962
GLB1L3	0.108867
COL23A1	0.629561
ANGPTL1	0.100975
VWA1	0.027845
CLDN5	0.051771
BARX2	0.083773
MYOZ3	0.134998
SCAMP5	0.051137
AMPD3	0.094419
MT1F	0.03625
STAP2	0.061598
OAS2	0.070713
MCIDAS	0.0
ENPEP	0.107985
PAQR5	0.069051
SPDYA	0.093164
DHH	0.015506
SOX8	0.075645
EFCAB1	0.058197
KLK15	0.269072
SEMA3E	0.129418
LRRIQ3	0.206469
TNNI3K	0.106753
ALDH1A2	0.108706
CAPS2	0.087797
LAD1	0.115607
NAP1L2	0.106869
RHBDL3	0.113141
RXFP3	0.186667
NTRK3	0.208278
MAPK13	0.07398
CYP2J2	0.044802
TTBK1	0.105685
TEK	0.902803
DIRAS1	0.157657
RAB42	0.024913
EHF	0.121221
NUDT14	0.10383
CDH8	0.169094
HR	0.066948
SYCP2	0.100593
IFI35	0.051531
CACNA1S	0.097113
KIF21B	0.111449
HOXD9	0.061144
NRL	0.019858
CACNA2D3	0.10485
TLE6	0.210932
NUDT13	0.026595
DNAH6	0.185236
IL1RL2	0.157409
PAX2	0.099885
SRMS	0.080739
EDA	0.034489
LACTB2	0.043488
EVI2A	0.026011
LCP1	0.101189
GRIA1	0.180353
C6ORF186	0.067817
LASS1	0.054115
PPP1R14A	0.018021
CYS1	0.132031
TBR1	0.087994
RBM11	0.10508
ZNF233	0.056266
AFMID	0.047705
TK1	0.021497
CXCL6	0.03625
ABCB4	0.056526
CYP26A1	0.101291
C1ORF54	0.067817
ABHD1	0.052197
WNT5B	0.06102
PECR	0.109568
TMEM169	0.168854
CCZ1	0.05748
TMEM150C	0.04847
SHH	0.109637
RAMP1	0.025727
SLC45A1	0.10992
PRKCZ	0.06996
COL15A1	0.095769
HS6ST3	0.15427
C8ORF85	0.039755
KCND1	0.109871
SLC47A1	0.158999
DAGLA	0.092191
COX6B2	0.030717
PAP2D	0.104771
FOXJ1	0.149965
GSDMA	0.371172
SORCS3	0.15943
NNAT	0.123735
SYT9	0.136649
HAP1	0.101213
KCNN4	0.059009
XKRX	0.060207
OVOL2	0.17149
LAMP3	0.047855
ENO3	0.117782
OR2B11	0.105048
NEK10	0.078804
GCOM1	0.131916
TNFAIP6	0.145151
MARCH1	0.180372
DLEC1	0.06879
GPC2	0.084863
PTGDR	0.070195
KCNK15	0.143167
WASH1	0.0
NFAM1	0.207337
CACNA1D	0.178668
PRDM7	0.243931
RAB39	0.027522
PCDHAC2	0.106544
APBB1IP	0.082978
SLC2A2	0.128639
SLC12A8	0.136171
PTGDS	0.095368
BMP5	0.25119
IGSF11	0.108453
SSC5D	0.077795
STXBP5L	0.138322
ZMAT1	0.060013
TC2N	0.118035
GYG2	0.040744
BRSK2	0.076358
ZNF214	0.077559
NPAS1	0.07269
TMSB15A	0.048728
BST2	0.029576
MRPL10	0.090152
NLRP14	0.115862
DNAH10	0.105265
NOXA1	0.014911
ZNF157	0.097626
CXCL16	0.414249
AP001372.2	0
LIPT2	0.041738
SYT7	0.110076
CA9	0.191047
MRPL28	0.208234
LRRC46	0.043048
SMC1B	0.106153
ZNF662	0.068101
PPAP2C	0.069802
CDK5R2	0.033269
LVRN	0.071592
PCSK4	0.057969
DCTN1	0.099744
PIK3AP1	0.126456
PTCHD2	0.130994
FBXO44	0.092348
TEKT2	0.105261
LINGO1	0.097066
RIIAD1	0.048728
QPRT	0.079976
TTLL13	0.080055
B4GALNT4	0.117469
ENPP5	0.143129
TAL2	0.180297
NMU	0.075207
FBXO2	0.069065
