Gene	TSG_probability	Rank_DORGE_TSG	OG_probability	Rank_DORGE_OG	pval_TSG_TUSON	qval_TSG_TUSON	pval_OG_TUSON	qval_OG_TUSON	Rank_TUSON_TSG	Rank_TUSON_OG	category_TSG	category_OG	by	pval_TSG_2020plus	qval_TSG_2020plus	pval_OG_2020plus	qval_OG_2020plus	Rank_2020plus_TSG	Rank_2020plus_OG
GRHL2	0.0707848997375114	4585	0.009531555448102	9431	0.796643925161366	0.95838100960166	0.434882615362909	0.67597118132783	12637	13592	Other	Other	Gene	0.033271588	0.753020962	0.204750749	0.814874241	803	4548
PCYOX1L	0.0029981294956758	14328	0.0022110395094432	14196	0.315129587202404	0.853819411572679	0.0719883243157511	0.207467484221324	7786	7378	Other	Other	Gene	0.867376737	0.949922434	0.720828112	0.971474473	16178	13232
MMP25	0.00575849866374961	12156	0.102501320197935	3228	0.374282383094486	0.946636539314094	0.054432611624268	0.168713157798723	8334	6863	Other	Other	Gene	0.292824843	0.930786542	0.531609916	0.927449862	5442	10289
KLF8	0.0103585267272327	10196	0.00687560642705926	10572	0.817755259540404	0.95838100960166	0.663119010274625	0.825350260141153	12900	16928	Other	Other	Gene	0.947398529	0.969260353	0.699013893	0.967820774	17344	12943
SLC30A3	0.0777028695061217	4404	0.111254062578231	3073	0.58346317034417	0.95838100960166	0.162619249500986	0.367588160349688	10351	9395	Other	Other	Gene	0.699705802	0.94123122	0.500550259	0.920048067	13189	9762
KIF4A	0.0397325659469406	6080	0.0787547985547566	3737	0.954043280401589	0.95838100960166	0.696180808525452	0.843707947953641	17857	17385	Other	Other	Gene	0.251876873	0.930786542	0.110798148	0.755460624	4657	2654
PDZD11	0.0125103517445084	9547	0.00799275122489584	10048	0.0810884158719464	0.343384947101611	0.105072009037139	0.272680482349578	5005	8189	Other	Other	Gene	0.450661945	0.930786542	0.564728957	0.931237086	8649	10882
TMEM35	0.00917689304739635	10629	0.0137673703596068	8257	0.78364829000507	0.95838100960166	0.207090579307761	0.433103656342044	12461	10151	Other	Other	Gene	0.809773904	0.946505906	0.902789431	0.980384111	15062	16298
CLPB	0.0743291807089875	4483	0.00657880114099872	10713	0.0443139997421337	0.219908481719871	0.0151584681572631	0.0653473190295607	4273	4935	Other	Other	Gene	0.494693544	0.934070569	0.204750749	0.814874241	9445	4549
TMEM200C	0.000761345099918588	17620	0.00128351220633409	15659	0.636440296582578	0.95838100960166	0.131966995275799	0.320715635620808	10854	8741	Other	Other	Gene	0.674639063	0.938319315	0.678539907	0.958193568	12774	12638
GLB1L	0.00874715031689783	10799	0.00596559931751792	11064	0.297279435778453	0.824941723792557	0.197902841771281	0.420449816082176	7603	9992	Other	Other	Gene	0.27110869	0.930786542	0.418191229	0.903472222	5031	8309
STK16	0.0124854861827903	9556	0.00639958144243144	10803	0.857764358520618	0.95838100960166	0.574064018633137	0.77334240568046	13476	15664	Other	Other	Gene	0.167496595	0.930786542	0.272318169	0.847042874	3125	5796
COQ9	0.0294104560180455	6965	0.0148939500009819	8040	0.022036540685527	0.12993266338348	0.0032875800727506	0.0201402000871295	3601	3472	Other	Other	Gene	0.049572324	0.824932004	0.678539907	0.958193568	1088	12639
CIAPIN1	0.221462819340696	2396	0.00674706335264752	10640	0.141321221786758	0.507197715632149	0.0710866016470881	0.205604254336509	5900	7352	Other	Other	Gene	0.425339145	0.930786542	0.236289839	0.835021178	8145	5121
ZSCAN4	0.00102074692843923	17119	0.000917255218362144	16433	0.953649915987215	0.95838100960166	0.626568302504761	0.802569365116251	17765	16458	Other	Other	Gene	0.650809044	0.937424468	0.977504767	0.985396529	12321	17762
NR1H2	0.123014231039372	3412	0.0281751890986394	6200	0.895556248220565	0.95838100960166	0.575383824193044	0.774190434408637	14063	15683	Other	Other	Gene	0.064353037	0.864411557	0.089152819	0.733482743	1344	2199
SLC15A3	0.00097630419354938	17181	0.00221720910008275	14190	0.0955784841771447	0.385370278019068	0.0779535472297589	0.220102310576247	5257	7528	Other	Other	Gene	0.464461999	0.932939374	0.699013893	0.967820774	8881	12944
LCN12	0.000249570743785562	18809	0.00564095986699309	11246	0.487183433306606	0.95838100960166	0.0940791763220704	0.252167694119119	9422	7928	Other	Other	Gene	0.604990466	0.937424468	0.762413511	0.973841336	11398	13942
ERI2	0.0380077192696963	6204	0.0231079219482134	6781	0.947100027623371	0.95838100960166	0.281513967519036	0.523682333816075	16470	11392	Other	Other	Gene	0.107458458	0.919662409	0.865360937	0.980384111	2109	15598
LOC81691	0.000569438366288914	18058	0.000247825512723592	18350	0.929051832339486	0.95838100960166	0.399482793325942	0.645218527885668	14880	13095	Other	Other	Gene	0.604990466	0.937424468	0.720828112	0.971474473	11399	13233
HNF1B	0.0587003457151762	5024	0.0249693333099846	6549	0.0398638346736866	0.202686340506225	0.037053005943007	0.12698013889346	4171	6206	Other	Other	Gene	0.144630891	0.930786542	0.272318169	0.847042874	2736	5797
PLEKHN1	0.0353955000549524	6422	0.0503082265453546	4693	0.631031493820812	0.95838100960166	0.109892999007572	0.281557041704021	10807	8293	Other	Other	Gene	0.674639063	0.938319315	0.658567148	0.955799794	12775	12305
POLL	0.029687095055955	6934	0.0162553660194199	7789	8.18259606945971e-06	0.000156239193229495	1.596116135194e-05	0.000237843627446497	1113	1428	Other	Other	Gene	0.369555979	0.930786542	0.058142196	0.697766433	7025	1502
DPCD	0.0412806342799951	5968	0.00204730563775876	14424	0.301092859822383	0.830118741099129	0.0543287820976303	0.168493990265122	7652	6858	Other	Other	Gene	0.425339145	0.930786542	0.457455734	0.910299219	8146	9024
HAUS7	0.0384598959890339	6169	0.0665838181966839	4082	0.749410306300668	0.95838100960166	0.0704444296573313	0.204175782313394	12049	7337	Other	Other	Gene	0.527256878	0.934650967	0.113979842	0.756910275	9960	2734
HFM1	0.0288801050925285	7013	0.00380441373933203	12559	0.115089063688487	0.437797040366702	0.0285996035887804	0.10566942754583	5567	5756	Other	Other	Gene	0.674639063	0.938319315	0.762413511	0.973841336	12776	13943
MRPL47	0.19768322195607	2553	0.0432691275093316	5098	0.00689862681657414	0.0515257058655375	0.000110159869163509	0.00123938577191405	2842	1891	Other	Other	Gene	0.425339145	0.930786542	0.280272405	0.852427506	8147	5951
NDUFB5	0.00759242455348903	11235	0.00346980347317452	12850	0.734891488040804	0.95838100960166	0.307900626406657	0.552808284920003	11899	11799	Other	Other	Gene	0.148155816	0.930786542	0.60049033	0.938681656	2797	11445
ALDH3B1	0.000830300772013259	17483	0.000376537465343803	17895	0.887114215023028	0.95838100960166	0.838395163629999	0.912470281448168	13939	18711	Other	Other	Gene	0.413440479	0.930786542	0.60049033	0.938681656	7890	11446
HAUS5	0.0275099775019946	7160	0.00429605448589027	12156	0.832002231891364	0.95838100960166	0.376639408575425	0.623073453717392	13097	12798	Other	Other	Gene	0.753685644	0.946505906	0.331980387	0.870127088	14086	6876
SRR	0.00627685214942797	11890	0.005602165380766	11271	0.779678139392261	0.95838100960166	0.391712558413726	0.637711277197501	12414	12992	Other	Other	Gene	0.264521929	0.930786542	0.383110869	0.888551933	4889	7765
SMG6	0.805305273279405	511	0.601081542592914	820	0.000125844234248763	0.00176887518971431	8.03048419868558e-05	0.000953855004402403	1512	1791	Other	Other	Gene	0.332890221	0.930786542	0.039144647	0.665384615	6235	1055
HAPLN3	0.00475259554505133	12826	6.33185767458507e-05	19177	0.34030665734906	0.894115806387131	0.0376051142465797	0.1284178492757	8029	6228	Other	Other	Gene	0.896502315	0.956481051	0.8259003	0.980384111	16629	15002
B3GNT4	0.00546358781863939	12352	0.00088624368242652	16522	0.952997758977405	0.95838100960166	0.672849098952214	0.830643731508762	17627	17065	Other	Other	Gene	0.781520022	0.946505906	0.60049033	0.938681656	14519	11447
PRICKLE4	0.189277750056532	2636	0.000831828572878824	16633	0.952561057389399	0.95838100960166	0.674330977120961	0.831413457818119	17542	17088	Other	Other	Gene	0.544903296	0.934650967	0.845911196	0.980384111	10355	15296
ZNF540	0.00227466272790804	15128	0.00175909848415325	14838	0.473817269196432	0.95838100960166	0.174607071603477	0.386285515863631	9305	9598	Other	Other	Gene	0.781520022	0.946505906	0.965284664	0.982248586	14520	17541
EIF1AY	0.000571206121087445	18055	0.00127340239989133	15688	0.488911183087437	0.95838100960166	0.103480942068196	0.269602077825062	9442	8157	Other	Other	Gene	0.967959684	0.976793667	0.865360937	0.980384111	17692	15599
RGPD5	9.11190579987221e-05	19213	1.91939487034677e-05	19485	0.953340354089094	0.95838100960166	0.982562786955781	0.982562786955781	17701	19189	Other	Other	Gene	NA	NA	NA	NA	18572	18572
SRSF12	0.00560433687919869	12256	0.0124178995087634	8591	0.218614361747454	0.678778002983608	0.109243822167448	0.280399494888719	6802	8278	Other	Other	Gene	0.316311632	0.930786542	0.638670662	0.953926276	5944	11943
NOX4	0.0388714336691542	6150	0.00507867634852453	11579	0.932134500074291	0.95838100960166	0.600681667659666	0.788804194007507	15016	16068	Other	Other	Gene	0.450661945	0.930786542	0.58233179	0.934572003	8650	11150
FAM110C	0.0056602774377517	12227	0.00210292345925115	14340	0.0974053419595828	0.390124620524299	0.0213927603766397	0.0848740143112671	5292	5360	Other	Other	Gene	0.983862708	0.985957633	0.805290112	0.980179045	17891	14640
CA5B	0.0108857312488531	10046	0.00119636247751522	15851	0.950989231272161	0.95838100960166	0.720608364145827	0.857000308495063	17185	17693	Other	Other	Gene	0.604990466	0.937424468	0.92063198	0.980384111	11400	16702
FGF18	0.0144775458904662	9103	0.032281884789357	5829	0.0574295181709423	0.265228782554098	0.00646843672988841	0.0341600788791059	4591	4029	Other	Other	Gene	0.527256878	0.934650967	0.845911196	0.980384111	9961	15297
DPF1	0.0831724273887273	4242	0.115899445608526	2996	1.94780620887506e-05	0.0003404905865867	8.13179320908328e-07	1.70719587677198e-05	1215	1014	Other	Other	Gene	0.674639063	0.938319315	0.515587034	0.922108545	12777	10031
C6ORF57	0.0320826764281874	6717	0.002662980249435	13666	0.310501300035162	0.847071079560782	0.0902408993031636	0.244431590600116	7734	7845	Other	Other	Gene	0.401808771	0.930786542	0.678539907	0.958193568	7659	12640
ANAPC16	0.0321123012846385	6711	0.0800126026481933	3716	0.558136664760312	0.95838100960166	0.128234849274244	0.314593184801389	10095	8659	Other	Other	Gene	0.510721874	0.934650967	0.272318169	0.847042874	9694	5798
ASCC1	0.419798770214702	1436	0.0233259998528624	6754	0.188206093951519	0.61491623060609	0.115112887367976	0.29149619927798	6470	8390	Other	Other	Gene	0.627518387	0.937424468	0.250046309	0.838895997	11854	5395
KIAA0319	0.0322693214663059	6695	0.00539979634053014	11396	5.61249338375996e-08	1.67737197075093e-06	4.8222936278405e-08	1.35208230152175e-06	711	759	Other	Other	Gene	0.324412966	0.930786542	0.8259003	0.980384111	6104	15003
ADCY4	0.013107938732211	9402	0.0184025554894914	7451	0.95045688473526	0.95838100960166	0.577808253970219	0.7753127235697	17088	15722	Other	Other	Gene	0.300479433	0.930786542	0.313707437	0.864839291	5612	6551
CIB2	0.00930051175093443	10581	0.00631559813928819	10861	0.348903894245828	0.908454677722917	0.0611630179036877	0.183830699779142	8100	7076	Other	Other	Gene	0.413440479	0.930786542	0.865360937	0.980384111	7891	15600
GRIA2	0.0506426086319636	5384	0.1064879233882	3153	4.49899942851793e-05	0.000713843475966408	4.2643966709913e-06	7.4179615234411e-05	1339	1223	Other	Other	Gene	0.413440479	0.930786542	0.074154181	0.722068966	7892	1855
ZNF578	0.0040494445243643	13347	0.0108471461905093	9007	0.674880568665216	0.95838100960166	0.0611119428547807	0.183801607663024	11247	7072	Other	Other	Gene	0.867376737	0.949922434	0.965284664	0.982248586	16179	17542
STAT4	0.029246446554751	6984	0.251384104140664	1807	6.2141230633293e-10	2.57682717710846e-08	1.56493470096561e-08	4.86110693044843e-07	512	685	Other	Other	Gene	0.239515118	0.930786542	0.36184146	0.88601921	4412	7375
C3ORF15	0.00617868998692343	11947	0.0143612380832796	8146	0.0964203232933196	0.387444968707778	0.0169096578672318	0.0708932782281048	5275	5071	Other	Other	Gene	NA	NA	NA	NA	18573	18573
CBWD3	0.0088369035353825	10756	0.000521286038823141	17472	0.92045010508201	0.95838100960166	0.551866535747857	0.760507276094618	14603	15312	Other	Other	Gene	NA	NA	NA	NA	18574	18574
RBKS	0.00716071035375826	11435	0.00207741057995151	14372	0.18415383225644	0.605296006717952	0.142268143176209	0.337310022245324	6432	8958	Other	Other	Gene	0.627518387	0.937424468	0.406140016	0.901087876	11855	8110
BRE	0.433411733494975	1392	0.464222535462322	1109	0.00232615324769451	0.0211467574893867	0.000691953310038586	0.00578002080894246	2335	2547	Other	Other	Gene	5.45e-06	0.002941176	0.865360937	0.980384111	33	15601
NTHL1	0.02065243261	7977	0.0040735017607389	12330	0.574020006582424	0.95838100960166	0.270480046876113	0.51054122419629	10275	11225	CGC-TSG	Other	Gene	0.867376737	0.949922434	0.638670662	0.953926276	16180	11944
TSC2	0.970009369982791	193	0.96454095474243	238	4.0801809143567e-19	1.73889150208054e-16	5.05860034469738e-14	4.43595533930685e-12	50	243	Core CGC-TSG	Other	Gene	0.027589213	0.713239437	0.086902751	0.729355281	703	2162
MARVELD2	0.00424925564499013	13198	0.00062613181550535	17177	0.955763811505588	0.95838100960166	0.65602831031058	0.821081115904664	18235	16838	Other	Other	Gene	0.544903296	0.934650967	0.762413511	0.973841336	10356	13944
ASRGL1	0.00035660696470959	18559	0.00494668395785265	11672	0.933948959517039	0.95838100960166	0.617808119436855	0.796877199623535	15098	16342	Other	Other	Gene	0.674639063	0.938319315	0.845911196	0.980384111	12778	15298
HOXC4	0.00571272440876498	12189	0.311256672811903	1572	0.75147292339961	0.95838100960166	0.464555754198712	0.700927579221794	12072	13996	Other	Other	Gene	0.369555979	0.930786542	0.418191229	0.903472222	7026	8310
D4S234E	0.012963157662029	9433	0.00463532375404851	11893	0.947425663686665	0.95838100960166	0.42060730241865	0.664043468166551	16526	13379	Other	Other	Gene	NA	NA	NA	NA	18575	18575
ZSWIM2	0.00851280641157395	10895	0.00557183068310558	11294	0.0627195971334769	0.283455333047139	0.00178605738325777	0.0123542522452768	4691	3076	Other	Other	Gene	0.838267502	0.946505906	0.500550259	0.920048067	15588	9763
FBF1	0.00661399893087319	11713	0.00424532892353205	12208	0.116135351650862	0.440576798260708	0.0399157200158474	0.133947098868928	5582	6338	Other	Other	Gene	0.206036502	0.930786542	0.0940997	0.733967729	3805	2301
KIF5A	0.0283175967212018	7063	0.317531273648818	1547	0.127314474377959	0.469695637354005	0.0166616704525215	0.0701528424565859	5740	5050	Other	Other	Gene	0.464461999	0.932939374	0.034279488	0.664413939	8882	933
SGSH	0.0125423600763619	9537	0.012511590028003	8572	0.0440029387995074	0.218823482585462	0.0162961578278301	0.0689408034848583	4264	5026	Other	Other	Gene	0.674639063	0.938319315	0.699013893	0.967820774	12779	12945
RIPPLY2	0.00279726881784922	14551	0.000837469831520261	16614	0.418522354009174	0.95838100960166	0.142473938103606	0.337443275208373	8792	8969	Other	Other	Gene	0.781520022	0.946505906	0.845911196	0.980384111	14521	15299
FAM150B	0.00104845786174347	17063	0.000905845813518339	16462	0.278866996538972	0.792951271583795	0.202587630566793	0.426785943623113	7424	10076	Other	Other	Gene	0.379449741	0.930786542	0.280272405	0.852427506	7242	5952
CETN2	0.0014252272754181	16386	0.00549126607662403	11331	0.318631147477176	0.858913487867317	0.076406548868098	0.216681813924714	7826	7495	Other	Other	Gene	0.137782621	0.930786542	0.418191229	0.903472222	2618	8311
NSDHL	0.0342649966832254	6519	0.00239022341498651	13995	0.955092667771335	0.95838100960166	0.70734910985859	0.849608375062099	18092	17529	Other	Other	Gene	0.277847998	0.930786542	0.658567148	0.955799794	5129	12306
BCAM	0.00583947418032193	12106	0.0450960248356027	4984	0.00479476904435466	0.0386867601537878	0.000470857103153556	0.00420631825892578	2630	2382	Other	Other	Gene	0.564211387	0.934919202	0.720828112	0.971474473	10730	13234
APBA3	0.00122357341459161	16743	0.00113660756684248	15969	0.35749937458935	0.92037624418563	0.216759031956653	0.445085417314365	8191	10335	Other	Other	Gene	0.494693544	0.934070569	0.28828657	0.855675938	9446	6090
MRPL54	0.0121953684614343	9644	0.00177588400136433	14813	0.956633394380107	0.95838100960166	0.530242079155151	0.747085986823401	18401	14983	Other	Other	Gene	0.867376737	0.949922434	0.88426042	0.980384111	16181	15956
TSPAN2	0.0145788376573975	9077	0.0144420355441829	8129	0.0407607569162902	0.206115559831331	0.00158455247111598	0.0112829849982083	4194	2988	Other	Other	Gene	0.896502315	0.956481051	0.977504767	0.985396529	16630	17763
HPSE	0.0302651469806129	6881	0.0030002877325448	13305	0.0299067874430456	0.164436990124152	0.0160451776191533	0.0682505299385515	3861	4998	Other	Other	Gene	0.401808771	0.930786542	0.167769	0.791823091	7660	3836
DDX28	0.0356206947426032	6399	0.00340068739891816	12920	0.257103264419367	0.752386047304039	0.177839458877652	0.391133269898421	7214	9653	Other	Other	Gene	0.155461727	0.930786542	0.188624353	0.812228571	2926	4205
FAM114A2	0.0115633228070991	9818	0.00400652415966926	12377	0.220307865037946	0.682611727356398	0.111774426581469	0.285109080204036	6816	8330	Other	Other	Gene	0.604990466	0.937424468	0.762413511	0.973841336	11401	13945
MFAP3	0.0297543826366327	6928	0.00274790130428391	13571	0.676352420507872	0.95838100960166	0.475591809573193	0.70969088726857	11258	14154	Other	Other	Gene	0.867376737	0.949922434	0.406140016	0.901087876	16182	8111
FLT3LG	0.03329872895961	6595	0.0324552303417124	5815	0.926268335649079	0.95838100960166	0.684742525589866	0.836877780189579	14781	17237	Other	Other	Gene	0.401808771	0.930786542	0.564728957	0.931237086	7661	10883
CREG2	0.00259730470408583	14777	0.000245903392753214	18353	0.702331838493985	0.95838100960166	0.112052445797079	0.285613106159085	11530	8336	Other	Other	Gene	0.947398529	0.969260353	0.88426042	0.980384111	17345	15957
C14ORF21	0.00652638706291621	11750	0.0175973585950725	7556	0.155686533191735	0.543008915446721	0.00110696033371721	0.0084744312293912	6070	2779	Other	Other	Gene	NA	NA	NA	NA	18576	18576
DHRS1	0.00181201289670246	15761	0.00187203513388641	14682	0.0225142087775446	0.131954011778095	0.00997718076155788	0.0477295357609644	3622	4446	Other	Other	Gene	0.604990466	0.937424468	0.341743394	0.878775567	11402	7027
CTSK	0.00921020763015123	10622	0.0268902919538346	6324	0.769416500671291	0.95838100960166	0.316073148304271	0.561500851789555	12282	11926	Other	Other	Gene	0.005186598	0.361977186	0.60049033	0.938681656	259	11448
ZNF385B	0.0103035074464496	10216	0.0280476644671889	6213	0.000182722870833171	0.00244268610701634	3.38045074817837e-05	0.000458231711150972	1589	1569	Other	Other	Gene	0.923650232	0.966237319	0.88426042	0.980384111	17027	15958
