Gene	Gene_betweenness_centrality	Gene_closeness_centrality	Gene_Degree	TSG.All.Set	OG.All.Set	Neutral.Genes
HOXD3	3.3E-7	0.31428571	4	0	0	0
TRIM17	7.28E-6	0.35807935	32	0	0	0
EML3	1.24E-6	0.32904228	12	0	0	1
CDA	2.693E-5	0.36521891	37	0	0	0
CACNG7	0	0	0	0	0	1
CYGB	3.4E-7	0.30421747	4	0	0	0
FBP1	2.1355E-4	0.35137574	34	0	0	0
DMKN	1.009E-5	0.36542617	8	0	0	0
PANX2	0	0	0	0	0	0
SULT1E1	7.74E-6	0.33663765	15	0	0	0
RARRES3	9.37E-6	0.35971038	19	0	0	0
KCNH4	0	0	0	0	0	0
FUT1	4.66E-6	0.31951601	18	0	0	0
FRG2C	0	0	0	0	0	1
RNF175	0.0	0.2830144	2	0	0	1
HRASLS	0.0	0.32978116	1	0	0	0
NRG3	2.2E-7	0.32779246	2	0	0	0
RORC	3.017E-5	0.35484623	39	0	0	0
KREMEN2	1.8E-7	0.33603629	2	0	0	0
GADL1	0.0	0.30383652	1	0	0	0
FAM69B	7.2E-7	0.31997401	5	0	0	1
CD70	7.157E-5	0.36529063	81	0	0	0
HOOK1	2.4465E-4	0.39398503	160	0	0	0
ACOT12	4.5E-6	0.30509339	6	0	0	0
CPEB1	5.562E-5	0.34016702	14	0	0	0
SLC35F3	0	0	0	0	0	0
CDC42BPG	4.9E-6	0.36246725	10	0	0	0
HIST2H3D	2.75E-6	0.36945824	21	0	0	0
OPCML	7.4E-6	0.33911969	16	0	0	0
KCNJ6	4.69E-6	0.31605973	15	0	0	1
RALYL	1.353E-5	0.34906073	44	0	0	0
CHRNB1	0	0	0	0	0	1
HIC2	3.854E-5	0.38121044	28	0	0	0
GABBR2	1.38E-6	0.31781165	10	0	0	0
NHLH2	6.0E-8	0.29685976	4	0	0	0
PLA2G4C	4.69E-6	0.34254031	10	0	0	0
MDGA2	0.0	0.33206395	1	0	0	0
SYK	5.4434E-4	0.39506348	135	0	1	0
PTPRC	3.218E-5	0.34684069	36	1	0	0
PPAPDC3	0	0	0	0	0	1
COL5A3	0.0	0.31432702	1	0	0	1
TEKT3	8.7E-7	0.32193058	9	0	0	1
ZMYND10	1.2315E-4	0.31982731	11	0	0	0
EPN3	1.097E-5	0.35896996	34	0	0	0
PARK2	0.001374	0.44423807	544	0	0	0
MARCH2	1.955E-5	0.34810271	19	0	0	0
SOX15	7.0E-8	0.28744098	3	0	0	0
FOXA2	2.71E-5	0.3330747	21	0	0	0
NKX2-2	0.0	0.31039917	3	0	0	0
IL1A	5.04E-6	0.33060169	13	0	0	0
ALX4	1.611E-5	0.33612399	15	0	0	0
CHRNA7	3.0E-7	0.32849351	7	0	0	1
HEYL	1.4911E-4	0.35009724	21	0	0	1
SLC9A2	1.19E-6	0.3176609	6	0	0	0
CDH1	0.00336722	0.439688	665	1	0	0
ERG	2.548E-5	0.40298472	104	0	1	0
BMP3	1.0E-8	0.30357208	2	0	0	0
RASSF6	8.67E-6	0.33081726	13	0	0	0
MOGAT1	0	0	0	0	0	0
RIMS3	8.7E-7	0.29435448	3	0	0	0
GJB3	1.42E-6	0.32913931	3	0	0	1
C16ORF92	0	0	0	0	0	0
EFHC2	4.894E-5	0.36102905	46	0	0	1
KCTD14	6.2E-7	0.31392623	7	0	0	0
PYY	0.0	0.23925346	1	0	0	0
TRIM2	2.879E-5	0.37161502	34	0	0	0
MFSD2B	0	0	0	0	0	0
SELENBP1	1.0605E-4	0.36556181	69	0	0	0
NOD2	2.0694E-4	0.37543167	102	0	0	0
MYH11	6.757E-5	0.38046541	67	0	0	0
ZNF750	0.0	0.29322544	1	0	0	0
KCNJ12	1.73E-6	0.31663956	17	0	0	0
SLC14A1	0	0	0	0	0	0
NXPH2	5.45E-6	0.32274979	20	0	0	0
GPR84	4.0E-8	0.28274674	3	0	0	0
KNDC1	9.0E-8	0.35821726	4	0	0	0
NSUN5C	2.4E-7	0.34025689	4	0	0	0
HEPH	1.5E-7	0.33381186	4	0	0	0
PNPLA7	3.7E-7	0.3266413	3	0	0	0
ZNF257	0.0	0.30202226	1	0	0	0
SH2D3A	6.5E-7	0.35276022	9	0	0	0
FOXP2	2.952E-5	0.361864	36	0	0	0
FAHD2B	6.0E-8	0.31447462	2	0	0	1
HRASLS5	8.724E-5	0.33799007	5	0	0	1
NOX5	2.24E-6	0.34108875	14	0	0	0
CXCL5	7.6E-7	0.28760887	2	0	0	0
ST8SIA5	1.2E-7	0.28501387	2	0	0	0
PCDH20	6.002E-5	0.33983558	51	0	0	0
SLC7A14	0	0	0	0	0	0
PTPRD	1.5783E-4	0.36882339	72	1	0	0
EN2	4.7E-7	0.32692833	3	0	0	0
RASA4	5.7E-7	0.33498069	3	0	0	0
LYPD6B	3.1E-7	0.3063551	2	0	0	1
CC2D1A	2.056E-5	0.37098097	42	0	0	0
TMEM143	4.0E-6	0.32975518	6	0	0	1
SPON1	0	0	0	0	0	0
BHLHE22	0	0	0	0	0	0
WFDC2	2.89E-6	0.32805581	12	0	0	0
WNT7A	1.429E-5	0.34049909	26	0	0	0
NCKAP5	2.6E-7	0.34628829	5	0	0	0
IGFL3	0	0	0	0	0	1
SYT17	1.16E-5	0.35876227	21	0	0	1
BEAN1	0.0	0.29692821	1	0	0	0
KIF17	6.0E-8	0.30599675	4	0	0	0
ARPP21	6.0E-8	0.32600526	3	0	0	0
PINLYP	0	0	0	0	0	0
CASS4	0.0	0.29197768	2	0	0	0
PDE9A	2.3583E-4	0.36507556	32	0	0	0
ISLR2	0.0	0.32837753	1	0	0	1
DERL3	8.0E-8	0.31234492	8	0	0	0
GAP43	8.86E-6	0.33803784	24	0	0	0
RAPGEF5	4.375E-5	0.35656934	32	0	0	0
ABCA8	0	0	0	0	0	0
LRRC3	1.22E-6	0.27655357	8	0	0	1
ECM1	5.25E-5	0.36248295	35	0	0	0
PACRG	6.0E-6	0.37753123	27	0	0	0
C1S	1.26E-6	0.32210401	8	0	0	0
C19ORF57	2.79E-5	0.3626714	32	0	0	0
DSG3	6.3E-7	0.31754642	5	0	0	0
ZNF883	0	0	0	0	0	1
LTK	1.15E-6	0.34179205	16	0	0	0
LRRTM1	2.314E-5	0.3266668	39	0	0	1
LIN28A	2.55E-5	0.36768129	96	0	0	0
GPR83	0	0	0	0	0	1
MYO5C	1.0675E-4	0.38513032	110	0	0	0
RASIP1	5.63E-6	0.33447876	14	0	0	0
CCIN	0.0	0.34469128	2	0	0	0
XKR9	0	0	0	0	0	0
HESX1	1.13E-6	0.32053147	7	0	0	0
ESR1	0.00304281	0.4493411	893	1	1	0
SPSB4	2.3E-7	0.32183157	13	0	0	0
BCO2	0	0	0	0	0	0
PCDHGC5	0.0	0.32978116	1	0	0	1
MPEG1	1.9E-7	0.30922389	3	0	0	1
ACTN2	2.8611E-4	0.37228436	100	0	0	0
INA	9.106E-5	0.38399083	51	0	0	0
FNDC5	6.15E-6	0.34375706	10	0	0	0
APOBEC3B	5.7E-7	0.35817128	15	1	1	0
PTPRH	5.51E-5	0.37225125	79	0	0	0
ZNF182	0.0	0.31003704	1	0	0	1
CGREF1	0	0	0	0	0	0
WBP2NL	2.1E-7	0.31403812	6	0	0	0
CRYM	3.2E-7	0.3170353	5	0	0	1
ZDHHC15	0.0	0.31502493	1	0	0	0
APLP1	2.814E-5	0.35168575	50	0	0	0
FAM19A5	0.0	0.32617675	1	0	0	0
EXTL1	0.0	0.23144449	1	0	0	0
SLC46A2	0	0	0	0	0	0
NDST1	6.42E-6	0.34887889	12	0	0	0
MGP	1.5E-7	0.2509255	2	0	0	0
SYNGR4	0.0	0.27329416	1	0	0	1
SPAG17	0.0	0.33820173	2	0	0	0
RPS6KA2	2.6968E-4	0.40378168	153	0	0	0
NEFH	8.72E-6	0.34019466	24	0	0	0
ZNF853	0	0	0	0	0	1
RAMP2	7.9E-7	0.30622622	2	0	0	0
TRIM55	8.227E-5	0.36297019	93	0	0	0
COL17A1	6.5E-7	0.34337634	12	0	0	0
KCNH2	2.238E-5	0.36144994	35	0	0	1
CTSF	1.41E-6	0.30572853	9	0	0	0
GPR98	2.938E-5	0.34117216	23	0	0	0
ESRRG	2.204E-5	0.35633407	39	0	0	0
CXCL14	2.57E-6	0.34694131	6	0	0	0
RDM1	4.0E-8	0.309104	3	0	0	0
EGFLAM	4.6E-7	0.3341183	6	0	0	0
ADAP2	3.19E-6	0.36368771	12	0	0	0
IZUMO1	4.95E-6	0.32339817	21	0	0	1
FGFR4	2.3126E-4	0.3711619	88	0	1	0
CNTFR	4.54E-6	0.32704968	16	0	0	0
TMEM151A	0	0	0	0	0	0
TNFSF11	9.801E-5	0.3453739	25	0	0	0
TMEM132E	0	0	0	0	0	1
POLR2J2	0.0	0.33698321	2	0	0	0
DTX2	1.2276E-4	0.36350609	56	0	0	0
EMX1	1.11E-6	0.30630466	7	0	0	1
KCNK12	0	0	0	0	0	0
TSPAN11	8.01E-6	0.34529555	12	0	0	1
LEMD1	0	0	0	0	0	0
NMNAT3	2.3E-7	0.32310483	4	0	0	0
HCN4	1.35E-6	0.25658238	4	0	0	1
HSD11B2	3.0E-7	0.33922963	7	0	0	0
DEF6	2.321E-5	0.35473345	34	0	0	0
MYL5	2.04E-6	0.33860529	4	0	0	0
GALR3	0.0	0.32941778	1	0	0	0
CHST6	1.063E-5	0.31944285	13	0	0	1
IL20RB	2.554E-5	0.34144352	17	0	0	0
SELL	1.971E-5	0.32523263	14	0	0	0
C6ORF15	0.0	0.2695193	2	0	0	0
MSI1	4.23E-6	0.35897766	13	0	0	0
ARMC3	0	0	0	0	0	0
C6ORF103	0	0	0	0	0	0
SUSD4	2.528E-5	0.33109204	45	0	0	0
SPACA5	0	0	0	0	0	0
FRMPD1	1.13E-6	0.34348201	4	0	0	0
SLITRK6	2.1E-7	0.30916679	2	0	0	0
RPS17	4.905E-5	0.41056452	155	0	0	0
DLX6	0.0	0.31971126	1	0	0	0
SYT12	1.222E-5	0.34085958	19	0	0	0
DUSP8	1.3022E-4	0.34840697	43	0	0	0
HSPB3	6.08E-6	0.32059899	17	0	0	1
DMRTA2	0	0	0	0	0	1
RASL12	1.7E-6	0.33684761	4	0	0	1
RHOH	1.08E-6	0.32329825	11	1	0	0
ROBO1	9.16E-6	0.37470066	17	0	0	0
OGDHL	2.17E-6	0.3302365	8	0	0	0
ADCY1	7.9E-7	0.33212982	4	0	0	0
TUBA8	1.204E-5	0.36412275	42	0	0	1
MOG	0.0	0.30298424	1	0	0	1
FSTL5	2.0E-8	0.27050346	2	0	0	0
SOD3	0.0	0.28415282	1	0	0	1
CNTN5	0.0	0.26864139	1	0	0	0
STRA6	2.0E-8	0.32862891	2	0	0	0
PLA2G1B	2.0E-8	0.27783402	2	0	0	1
MARVELD3	0	0	0	0	0	0
SLC39A4	2.2174E-4	0.34066538	101	0	0	0
CNTNAP3B	4.43E-6	0.31140955	16	0	0	1
RIMS1	8.62E-6	0.34953443	14	0	0	0
POU5F1	7.9137E-4	0.39808826	332	0	1	0
ELN	7.52E-6	0.32266893	16	0	0	0
MYO5B	4.199E-5	0.37903554	51	0	0	0
LRFN1	5.354E-5	0.3467114	90	0	0	0
PPM1N	0	0	0	0	0	0
ABCA6	0.0	0.27389327	1	0	0	0
AREG	6.29E-6	0.35156759	12	0	0	0
SMN2	8.75E-6	0.37793178	54	0	0	0
SLC30A10	4.24E-6	0.32822946	9	0	0	1
IL31	0	0	0	0	0	0
HS3ST2	3.71E-6	0.3260243	11	0	0	0
SYTL1	8.17E-6	0.34031222	10	0	0	0
TNNT2	1.738E-5	0.34073471	9	0	0	1
CRYBA2	8.0E-8	0.30333557	3	0	0	1
ALPK3	0	0	0	0	0	0
HIST2H3C	8.562E-5	0.39316159	113	0	0	0
KCNJ10	1.997E-5	0.35223328	17	0	0	1
PROKR1	0	0	0	0	0	0
ANKRD34B	0.0	0.2953984	1	0	0	1
EMID1	1.86E-6	0.33530272	7	0	0	0
GLIPR1L1	0	0	0	0	0	0
SEC31B	5.0E-7	0.34418107	13	0	0	0
HRCT1	0	0	0	0	0	1
MAST3	7.363E-5	0.37709755	109	0	0	1
BARX1	2.18E-6	0.33502762	8	0	0	0
C19ORF33	2.5E-7	0.335585	4	0	0	0
CD72	4.05E-6	0.32808795	12	0	0	0
CYP26C1	0	0	0	0	0	0
TPPP3	0.0	0.26946725	1	0	0	0
RGS9	1.2085E-4	0.31787803	12	0	0	0
QRFPR	0.0	0.3043834	1	0	0	1
SGPP2	0	0	0	0	0	0
CA8	1.286E-5	0.33586102	29	0	0	0
TBC1D30	6.97E-6	0.36962953	10	0	0	1
MESP2	0.0	0.30301166	3	0	0	1
HLF	3.5E-7	0.30624863	5	0	1	0
JAG2	2.274E-5	0.35601582	20	0	0	0
ACSM3	2.0E-8	0.30800648	2	0	0	1
LRFN2	0.0	0.33959432	2	0	0	0
CCDC3	0	0	0	0	0	0
GRIN2A	6.173E-5	0.35136837	27	1	0	0
PARP15	0.0	0.32978116	1	0	0	0
ATP1B2	2.2E-7	0.32713275	10	0	0	0
PCYT1B	6.4E-7	0.34540241	7	0	0	1
CAMK1G	1.54E-6	0.34560205	12	0	0	1
TSHR	1.144E-5	0.35414816	30	0	1	0
KSR2	8.7E-7	0.3418409	6	0	0	0
LNX1	0.00323377	0.40719932	334	0	0	0
LMX1B	2.968E-5	0.35688858	20	0	0	1
FAM150A	0.0	0.31554743	1	0	0	0
HMSD	0	0	0	0	0	1
PRLR	7.0E-6	0.35352	20	0	0	0
KRT6A	3.046E-5	0.38172325	65	0	0	0
DUSP26	4.296E-5	0.34999477	51	0	0	0
HMX3	2.1E-7	0.31351473	4	0	0	0
C14ORF39	0.0	0.28976427	1	0	0	0
CACNG4	3.66E-6	0.32122026	17	0	0	0
GABRA2	4.85E-6	0.31478209	3	0	0	1
SCUBE2	0.0	0.27669983	2	0	0	0
NR1H3	3.592E-5	0.37341363	52	0	0	0
AIF1L	9.6E-7	0.35775033	7	0	0	1
SORCS2	0.0	0.33206395	1	0	0	0
ADCYAP1	1.217E-5	0.32476577	27	0	0	1
GPR4	0	0	0	0	0	0
GPR133	0.0	0.33549085	2	0	0	1
HBZ	3.562E-5	0.37446599	27	0	0	0
LMO1	2.858E-5	0.34452104	43	0	1	0
ASCL1	1.21E-6	0.32617039	10	0	0	0
MYPN	3.712E-5	0.37164802	23	0	0	0
CLIC6	1.4E-7	0.28671736	4	0	0	0
SHROOM3	9.94E-6	0.38579593	23	0	0	0
SPNS2	0.0	0.33258507	2	0	0	0
FAAH	1.9E-7	0.30831845	3	0	0	0
ALOX5	2.3728E-4	0.36631367	63	0	0	0
CHDH	3.71E-6	0.32874507	13	0	0	0
RALGPS1	1.031E-5	0.36077231	8	0	0	0
TAL1	2.249E-5	0.36426536	69	0	1	0
SLC19A3	2.81E-6	0.30227855	5	0	0	0
BCL2A1	1.377E-5	0.34752465	24	0	0	0
WNT3	0.0	0.25174047	1	0	0	0
SLC12A5	0.0	0.28152483	2	0	0	0
NDRG4	3.78E-6	0.33448545	15	0	0	0
HCP5	0.0	0.32978116	1	0	0	0
RUNX2	1.255E-5	0.36496414	64	0	0	0
KCP	0	0	0	0	0	0
MYO7A	4.9E-6	0.34272262	14	0	0	1
OAS1	1.0E-6	0.33714608	9	0	0	1
REC8	1.6E-7	0.30319274	5	0	0	0
EIF3C	8.253E-5	0.40161201	144	0	0	0
GTF2IRD2B	1.34E-6	0.33355913	6	0	0	0
GPR101	1.0E-8	0.31360282	2	0	0	0
RUNDC3A	1.376E-5	0.33553119	45	0	0	0
HMGCLL1	3.7E-7	0.32360445	8	0	0	0
CD37	0	0	0	0	0	0
IP6K3	3.41E-6	0.33140007	16	0	0	0
IGSF10	8.54E-6	0.35080147	4	0	0	0
TRIM72	5.4E-7	0.33315424	17	0	0	0
IL12B	4.1E-7	0.27815252	4	0	0	1
VEPH1	0	0	0	0	0	0
ADD2	3.235E-5	0.36841758	24	0	0	1
VAX1	0	0	0	0	0	1
EPHA1	8.009E-5	0.37579403	82	0	0	0
GPR75	0	0	0	0	0	1
IL22RA1	1.1159E-4	0.30456059	4	0	0	0
B3GALT6	4.94E-6	0.34745253	8	0	0	0
SNRPN	9.593E-5	0.39194662	137	0	0	0
KCTD19	1.0E-8	0.29632907	2	0	0	0
LHFPL1	0	0	0	0	0	1
GFRA2	3.61E-6	0.30508783	3	0	0	0
CDH18	1.0E-7	0.31893169	5	0	0	0
APOL1	7.0E-8	0.29692294	2	0	0	0
NME5	1.1956E-4	0.29678083	4	0	0	0
FSIP2	1.73E-6	0.31143851	3	0	0	0
KCNJ11	4.31E-6	0.32144846	12	0	0	1
ASTN2	4.8E-7	0.3327371	4	0	0	0
SLAMF9	0	0	0	0	0	1
PADI2	1.9E-7	0.30840932	2	0	0	0
DIRAS2	2.23E-6	0.31716743	6	0	0	0
PEX5L	0.0	0.2496198	1	0	0	1
PLCD4	4.4E-7	0.34249826	5	0	0	0
C10ORF35	1.775E-5	0.33493378	24	0	0	1
GPR87	0	0	0	0	0	0
CYBB	1.47E-6	0.32795941	7	0	0	1
URAHP	0	0	0	0	0	0
OASL	4.296E-5	0.38011988	113	0	0	0
CTSS	2.53E-6	0.32695387	5	0	0	0
KRBOX1	0	0	0	0	0	1
C1ORF95	0	0	0	0	0	0
SH3GL2	1.2583E-4	0.37005437	76	0	0	0
MANEAL	6.19E-6	0.31704731	19	0	0	0
ALPL	6.63E-6	0.34484747	19	0	0	0
B4GALNT2	0	0	0	0	0	0
KCNH5	8.4E-7	0.33512821	7	0	0	0
CCRL1	1.1747E-4	0.30624303	5	0	0	0
SLC38A11	0	0	0	0	0	1
ACSL6	0.0	0.323811	3	0	0	0
GLB1L2	3.933E-5	0.34048525	28	0	0	0
KIRREL2	1.35E-6	0.33016487	10	0	0	0
EVI2B	0	0	0	0	0	0
SYNGR3	1.91E-6	0.33456566	5	0	0	0
SHOX	0	0	0	0	0	0
CRHBP	4.223E-5	0.32422488	13	0	0	1
PRMT8	6.446E-5	0.36764092	44	0	0	0
CHGB	2.108E-5	0.35900075	33	0	0	0
DAPP1	9.77E-6	0.32618946	17	0	0	0
RHBDL2	0.0	0.32273735	2	0	0	0
EGLN1	4.939E-5	0.37845291	58	0	0	0
ABI3	1.732E-5	0.33861214	39	0	0	0
SGSM1	2.55E-6	0.33622525	5	0	0	0
SH2D2A	1.5007E-4	0.36032972	49	0	0	1
UNC5D	0	0	0	0	0	0
RHBDL1	3.5E-7	0.29347216	5	0	0	0
NKD2	1.012E-5	0.35846269	23	0	0	0
PROC	1.051E-5	0.31413829	12	0	0	0
TMEM229A	0	0	0	0	0	1
AGMAT	1.11E-5	0.34865366	27	0	0	1
DGKG	1.0E-7	0.31870705	3	0	0	0
CADM3	0.0	0.31654377	1	0	0	0
WNT4	6.983E-5	0.36362452	31	0	0	0
MYL7	0.0	0.27544339	1	0	0	1
SLITRK2	0.0	0.32431281	2	0	0	1
KIAA1324	2.0E-8	0.33944973	2	0	0	0
MTMR8	4.84E-6	0.34432973	20	0	0	1
BMP7	1.4264E-4	0.36504372	57	0	0	1
SLC24A3	0	0	0	0	0	0
GPR27	0.0	0.2654595	1	0	0	1
RGS22	8.0E-8	0.31647795	2	0	0	0
ZMYND15	0.0	0.30203316	1	0	0	0
MAST1	1.0472E-4	0.37208579	42	0	0	0
CA4	1.9E-7	0.32069725	6	0	0	0
LONRF2	5.25E-6	0.31944895	11	0	0	1
NPTX1	1.4079E-4	0.35843967	38	0	0	0
HLA-DMB	2.51E-6	0.33607002	11	0	0	0
IRF4	8.76E-6	0.33539676	30	1	1	0
GLTPD2	0.0	0.28913374	1	0	0	0
NUP210	5.297E-5	0.40167946	63	0	0	0
ECM2	0	0	0	0	0	0
XKR4	0.0	0.27298223	1	0	0	0
DBX2	0	0	0	0	0	1
TRIM67	0.0	0.25735543	1	0	0	0
IKZF4	4.2E-7	0.33763562	20	0	0	0
ADAM8	2.3E-7	0.32451397	4	0	0	0
TPPP	2.309E-5	0.36556181	13	0	0	0
FAM155B	0	0	0	0	0	1
LRRN4CL	0.0	0.30550537	1	0	0	0
ADORA1	6.78E-6	0.32953449	8	0	0	1
ITGB6	4.9E-7	0.34550933	10	0	0	0
TIMP4	1.0E-7	0.2939462	4	0	0	0
SLC27A6	1.401E-5	0.34742369	20	0	0	0
KIAA2022	3.0E-7	0.32014533	3	0	0	0
KIF5C	1.756E-5	0.37215196	36	0	0	0
TRAK1	6.29E-6	0.3625379	17	0	0	0
APC2	1.02E-6	0.34583049	8	0	0	0
HOXD10	2.1E-7	0.32091855	5	0	0	0
GTF2IRD2	7.5E-7	0.33524229	7	0	0	0
TTLL10	2.66E-6	0.31949772	10	0	0	0
SULT4A1	3.51E-6	0.32337319	13	0	0	1
HOXC13	4.54E-6	0.32848706	17	0	1	0
RPS6KL1	7.0E-8	0.33880401	2	0	0	1
BEX1	1.245E-4	0.33896864	16	0	0	0
MYF6	3.13E-6	0.32413072	13	0	0	1
SNIP	0	0	0	0	0	0
TMEM59L	1.95E-6	0.29841541	11	0	0	0
SPOCK2	1.3E-7	0.24782036	3	0	0	0
RTDR1	6.59E-6	0.3343652	19	0	0	0
GRAMD2	0.0	0.30478236	1	0	0	1
GRIK1	4.83E-6	0.33906475	6	0	0	0
DAND5	0	0	0	0	0	0
IL13	0	0	0	0	0	0
CYTIP	1.27E-6	0.3246587	11	0	0	1
PTPRN	1.8565E-4	0.35304289	93	0	0	1
CFD	1.1E-7	0.2922172	2	0	0	0
VSTM5	0	0	0	0	0	0
CFTR	0.00531202	0.44797046	822	0	0	0
ELOVL3	2.16E-6	0.31073908	3	0	0	0
DOCK2	2.52E-5	0.35874689	35	0	0	0
KCNB2	3.361E-5	0.31171104	13	0	0	1
TMEM232	0.0	0.29640777	1	0	0	0
CD93	5.33E-6	0.33720719	20	0	0	0
CD48	6.3E-7	0.32068497	6	0	0	0
FGF22	0.0	0.24924447	1	0	0	0
LYZ	7.802E-5	0.38463482	44	0	0	0
S100A14	2.174E-5	0.36455884	23	0	0	0
FAM189A1	0.0	0.27711661	1	0	0	1
KLRG2	1.1171E-4	0.34871175	50	0	0	0
GABRA4	6.26E-6	0.34451395	6	0	0	0
OLFM2	3.8E-5	0.34969505	37	0	0	0
TMEM40	5.0E-8	0.31230996	2	0	0	0
HEPN1	0	0	0	0	0	0
WSCD1	0	0	0	0	0	1
XK	6.5E-6	0.3371325	7	0	0	0
HCRTR1	1.79E-6	0.32435679	6	0	0	0
PAPL	2.29E-6	0.32206063	6	0	0	0
AQP6	0	0	0	0	0	1
GCNT2	2.844E-5	0.35898535	37	0	0	0
ZNF232	4.113E-5	0.33551102	48	0	0	1
COL4A4	0.0	0.29677031	1	0	0	0
TESC	1.4E-6	0.30875058	9	0	0	1
GIMAP7	0.0	0.30236044	1	0	0	0
ZDHHC22	0.0	0.26653294	1	0	0	0
EMID2	0	0	0	0	0	0
MID1	1.1601E-4	0.39784231	96	0	0	0
STAG3L3	0.0	0.3160836	1	0	0	0
INPP5D	1.1133E-4	0.35285687	58	0	0	0
FAM198A	1.1E-7	0.26279687	3	0	0	1
NEU4	6.59E-6	0.33721399	21	0	0	0
SYT6	4.304E-5	0.35850107	23	0	0	0
TRIM48	0.0	0.29787915	1	0	0	0
DOCK3	1.43E-6	0.32960586	6	0	0	0
ZDHHC19	0.0	0.26817235	1	0	0	0
HOXD12	6.7E-7	0.31154862	7	0	0	1
MNX1	2.0E-8	0.34901707	4	0	0	0
HBQ1	4.0E-8	0.26650748	2	0	0	0
GPR172B	0	0	0	0	0	0
KCNN3	3.7E-7	0.34216227	6	0	0	0
ROBO4	3.8E-7	0.32942427	5	0	0	0
KCNMB2	0.0	0.32978116	1	0	0	0
KLK10	1.2247E-4	0.32039039	16	0	0	0
SLC27A5	0.0	0.30374832	1	0	0	1
TANK	5.1467E-4	0.40008603	207	0	0	0
PODXL2	1.832E-5	0.35930123	18	0	0	0
GIMAP2	2.6E-7	0.29673349	4	0	0	1
ST14	9.42E-6	0.34827651	15	0	0	0
PTPRO	1.9417E-4	0.37635158	133	0	0	0
ATP12A	1.083E-4	0.34959282	57	0	0	0
ZNF833	0	0	0	0	0	0
IQCA1	0	0	0	0	0	1
LGALS7B	3.71E-6	0.348291	14	0	0	1
C7	1.03E-6	0.33373201	4	0	0	0
HSD3B7	8.17E-6	0.34473386	13	0	0	0
STARD8	0.0	0.33664441	1	0	0	0
IGFBP1	8.71E-6	0.3248729	21	0	0	0
RTP4	0	0	0	0	0	1
KCNS2	1.5E-6	0.30393029	2	0	0	1
REM2	0.0	0.27240482	1	0	0	0
ZIC4	0.0	0.27462559	1	0	0	0
PNLIPRP3	0	0	0	0	0	1
CP	2.97E-6	0.34356659	13	0	0	0
PDE4D	4.98E-5	0.3991227	53	0	0	0
STAC2	1.22E-6	0.33842049	5	0	0	1
NAT2	6.08E-6	0.3514864	21	0	0	0
MTMR7	1.933E-5	0.35731512	62	0	0	1
MPV17L	4.3E-7	0.34901707	2	0	0	0
MYL4	2.06E-6	0.33486009	7	0	0	0
AGBL4	0	0	0	0	0	0
CD160	8.0E-8	0.29758794	3	0	0	0
FLT3	0.00360512	0.36736664	117	0	1	0
CYP24A1	2.99E-6	0.31604183	5	0	0	0
SNTG1	5.6E-7	0.33015184	6	0	0	0
CBLN2	0	0	0	0	0	0
KRT14	1.72E-5	0.38990195	64	0	0	0
GALNT13	6.88E-6	0.31930273	5	0	0	0
ISLR	1.0318E-4	0.34523859	57	0	0	0
ARHGAP27	1.5E-7	0.33890688	5	0	0	0
ALDOC	8.164E-5	0.39174486	77	0	0	0
CHRD	2.093E-5	0.33604303	25	0	0	0
SLC9A7P1	0	0	0	0	0	0
COL4A3	3.83E-6	0.3356792	5	0	0	0
RIPK3	3.341E-5	0.3436089	45	0	0	0
FGD4	5.1E-6	0.34135998	4	0	0	0
SH2D6	0	0	0	0	0	0
NPTX2	1.52E-6	0.27979344	5	0	0	0
KIAA1543	0	0	0	0	0	0
MTL5	0.0	0.32617675	1	0	0	0
SELPLG	6.0E-7	0.31339149	9	0	0	1
VIT	6.0E-8	0.3162926	2	0	0	0
GPC3	7.92E-6	0.32591641	20	1	1	0
LRMP	1.3E-7	0.32623395	5	0	0	0
LINGO3	0	0	0	0	0	0
HHIPL1	0	0	0	0	0	0
WNT10B	7.3E-7	0.30838092	7	0	0	0
GAS2	3.5E-6	0.34467708	4	0	0	0
CUX2	0	0	0	0	0	0
NPIPB6	0	0	0	0	0	0
SPTBN4	9.3E-6	0.3512799	22	0	0	0
RIMKLA	7.0E-8	0.28124108	3	0	0	0
HTRA3	3.2E-7	0.33394503	3	0	0	0
NRXN2	1.54E-6	0.3135206	5	0	0	0
HTR2B	7.3E-7	0.29408562	3	0	0	0
RAI2	4.56E-6	0.34303862	9	0	0	0
TOX3	4.5E-7	0.32873216	3	0	0	0
BCMO1	0.0	0.29231414	1	0	0	1
CHRDL1	6.4E-7	0.30778564	6	0	0	0
TMEM145	0	0	0	0	0	1
ADAMTS16	0	0	0	0	0	0
MAPK8IP1	3.161E-5	0.36189529	50	0	0	0
MTNR1A	0.00151623	0.39707801	220	0	0	0
SCARF1	0	0	0	0	0	1
CHRNB4	1.11E-6	0.3424072	3	0	0	0
MX2	9.8E-7	0.33387177	14	0	0	0
MT1A	0.0	0.26816806	1	0	0	0
RNF39	0.0	0.32048852	2	0	0	0
ITGA9	5.1E-6	0.32795299	18	0	0	0
IL18	1.2234E-4	0.339553	11	0	0	0
BLNK	1.3569E-4	0.35498166	41	0	0	0
KCNA1	2.12E-6	0.30566155	10	0	0	0
TFL	0	0	0	0	0	0
CDH5	1.2018E-4	0.37461681	86	0	0	0
KRT17	3.6433E-4	0.40546366	183	0	0	0
