Gene	oncogene_p_value	oncogene_q_value	tsg_p_value	tsg_q_value
MARCH2	0.430847181	0.905449966	0.544903296	0.934650967
OSGEPL1	0.36184146	0.88601921	0.674639063	0.938319315
VWCE	0.36184146	0.88601921	0.650809044	0.937424468
PRDM14	0.304647235	0.859483554	0.809773904	0.946505906
UBE3D	0.500550259	0.920048067	0.450661945	0.930786542
OPHN1	0.394175974	0.897655087	0.604990466	0.937424468
KEL	0.341743394	0.878775567	0.72621629	0.941296519
ARPC4	0.564728957	0.931237086	0.413440479	0.930786542
MRPS23	0.430847181	0.905449966	0.544903296	0.934650967
BMP2	0.406140016	0.901087876	0.604990466	0.937424468
TTLL8	0.471255789	0.912244252	0.494693544	0.934070569
KIF27	0.699013893	0.967820774	0.341340234	0.930786542
LRP3	0.406140016	0.901087876	0.584015255	0.937424468
SNX21	0.762413511	0.973841336	0.308281122	0.930786542
SLC5A8	0.741242168	0.971474473	0.316311632	0.930786542
MUC2	0.457455734	0.910299219	0.494693544	0.934070569
CD79A	0.564728957	0.931237086	0.401808771	0.930786542
SGSM1	0.28828657	0.855675938	0.867376737	0.949922434
C5AR1	0.58233179	0.934572003	0.401808771	0.930786542
ACVRL1	0.341743394	0.878775567	0.72621629	0.941296519
TMEM194A	0.372105693	0.886207344	0.650809044	0.937424468
FAM122B	0.430847181	0.905449966	0.544903296	0.934650967
TMCO1	0.383110869	0.888551933	0.604990466	0.937424468
SLN	0.406140016	0.901087876	0.604990466	0.937424468
FRMPD3	0.485982021	0.916396137	0.479286298	0.934070569
C9orf50	0.485982021	0.916396137	0.464461999	0.932939374
MMACHC	0.531609916	0.927449862	0.425339145	0.930786542
PDIA2	0.471255789	0.912244252	0.494693544	0.934070569
UNC93B1	0.564728957	0.931237086	0.401808771	0.930786542
ARID3B	0.58233179	0.934572003	0.401808771	0.930786542
COPS7A	0.58233179	0.934572003	0.390411332	0.930786542
CASP12	0.304647235	0.859483554	0.838267502	0.946505906
SMYD1	0.313707437	0.864839291	0.809773904	0.946505906
CCDC88B	0.471255789	0.912244252	0.479286298	0.934070569
DRC7	0.444129665	0.90941544	0.527256878	0.934650967
DNTT	0.394175974	0.897655087	0.604990466	0.937424468
CDC42EP2	0.638670662	0.953926276	0.369555979	0.930786542
ITPRIPL1	0.372105693	0.886207344	0.627518387	0.937424468
C1orf159	0.658567148	0.955799794	0.35977118	0.930786542
KIAA2013	0.35171343	0.880723056	0.699705802	0.94123122
SPANXN5	0.457455734	0.910299219	0.527256878	0.934650967
COL6A1	0.322789431	0.870127088	0.781520022	0.946505906
SCLT1	0.394175974	0.897655087	0.604990466	0.937424468
HSD11B2	0.471255789	0.912244252	0.479286298	0.934070569
RGCC	0.394175974	0.897655087	0.604990466	0.937424468
EVA1C	0.406140016	0.901087876	0.584015255	0.937424468
TLDC2	0.444129665	0.90941544	0.527256878	0.934650967
HIVEP2	0.406140016	0.901087876	0.584015255	0.937424468
TTL	0.531609916	0.927449862	0.437624625	0.930786542
KRT6C	0.341743394	0.878775567	0.72621629	0.941296519
HAUS5	0.331980387	0.870127088	0.753685644	0.946505906
CD52	0.515587034	0.922108545	0.450661945	0.930786542
TNN	0.322789431	0.870127088	0.781520022	0.946505906
ZNF41	0.36184146	0.88601921	0.674639063	0.938319315
LIG1	0.322789431	0.870127088	0.781520022	0.946505906
SLC2A14	0.341743394	0.878775567	0.72621629	0.941296519
AGBL2	0.658567148	0.955799794	0.35977118	0.930786542
PKIG	0.805290112	0.980179045	0.300479433	0.930786542
TAP2	0.471255789	0.912244252	0.494693544	0.934070569
DFNA5	0.331980387	0.870127088	0.781520022	0.946505906
GALR1	0.58233179	0.934572003	0.401808771	0.930786542
NRM	0.531609916	0.927449862	0.437624625	0.930786542
OR2M7	0.699013893	0.967820774	0.350286026	0.930786542
YTHDF3	0.564728957	0.931237086	0.413440479	0.930786542
USP30	0.394175974	0.897655087	0.604990466	0.937424468
ICOS	0.762413511	0.973841336	0.316311632	0.930786542
SIGLEC15	0.88426042	0.980384111	0.27110869	0.930786542
TSC22D3	0.547997821	0.92841979	0.425339145	0.930786542
WRAP53	0.418191229	0.903472222	0.564211387	0.934919202
ACSM2A	0.406140016	0.901087876	0.604990466	0.937424468
BGN	0.430847181	0.905449966	0.564211387	0.934919202
HNRNPCL1	0.500550259	0.920048067	0.464461999	0.932939374
TMEM44	0.60049033	0.938681656	0.390411332	0.930786542
ZNF420	0.58233179	0.934572003	0.401808771	0.930786542
ADAM2	0.531609916	0.927449862	0.437624625	0.930786542
SNX8	0.471255789	0.912244252	0.510721874	0.934650967
KAL1	0.383110869	0.888551933	0.627518387	0.937424468
ZNF200	0.531609916	0.927449862	0.437624625	0.930786542
IDH3G	0.457455734	0.910299219	0.510721874	0.934650967
FABP12	0.88426042	0.980384111	0.27110869	0.930786542
FOXD1	0.741242168	0.971474473	0.324412966	0.930786542
HBA2	0.406140016	0.901087876	0.604990466	0.937424468
GPA33	0.865360937	0.980384111	0.285502588	0.930786542
TMPRSS5	0.35171343	0.880723056	0.699705802	0.94123122
C11orf16	0.383110869	0.888551933	0.627518387	0.937424468
KRT7	0.444129665	0.90941544	0.527256878	0.934650967
CDC14A	0.313707437	0.864839291	0.809773904	0.946505906
STON1	0.515587034	0.922108545	0.450661945	0.930786542
IGFBP6	0.564728957	0.931237086	0.413440479	0.930786542
AK3	0.471255789	0.912244252	0.494693544	0.934070569
BLOC1S2	0.331980387	0.870127088	0.753685644	0.946505906
EMC8	0.471255789	0.912244252	0.494693544	0.934070569
ATP11A	0.406140016	0.901087876	0.604990466	0.937424468
GLA	0.678539907	0.958193568	0.350286026	0.930786542
SAMD4A	0.564728957	0.931237086	0.413440479	0.930786542
OLIG3	0.36184146	0.88601921	0.674639063	0.938319315
FUCA1	0.280272405	0.852427506	0.923650232	0.966237319
NVL	0.383110869	0.888551933	0.627518387	0.937424468
XG	0.678539907	0.958193568	0.350286026	0.930786542
C12orf71	0.547997821	0.92841979	0.425339145	0.930786542
IQCF1	0.471255789	0.912244252	0.494693544	0.934070569
MBD3L1	0.383110869	0.888551933	0.627518387	0.937424468
EBF3	0.457455734	0.910299219	0.510721874	0.934650967
CYP17A1	0.341743394	0.878775567	0.72621629	0.941296519
CAMTA1	0.372105693	0.886207344	0.650809044	0.937424468
ZNF467	0.845911196	0.980384111	0.285502588	0.930786542
TMEM233	0.741242168	0.971474473	0.324412966	0.930786542
TSPEAR	0.36184146	0.88601921	0.674639063	0.938319315
SLC34A2	0.383110869	0.888551933	0.627518387	0.937424468
XIRP1	0.547997821	0.92841979	0.425339145	0.930786542
TMEM100	0.406140016	0.901087876	0.604990466	0.937424468
TNFRSF18	0.457455734	0.910299219	0.527256878	0.934650967
GJA3	0.805290112	0.980179045	0.308281122	0.930786542
GPX3	0.418191229	0.903472222	0.584015255	0.937424468
ITLN1	0.383110869	0.888551933	0.650809044	0.937424468
FAM134A	0.383110869	0.888551933	0.650809044	0.937424468
CDH17	0.372105693	0.886207344	0.674639063	0.938319315
FKBP9	0.383110869	0.888551933	0.650809044	0.937424468
TASP1	0.485982021	0.916396137	0.494693544	0.934070569
IL22RA2	0.58233179	0.934572003	0.401808771	0.930786542
IP6K2	0.720828112	0.971474473	0.341340234	0.930786542
GALK2	0.60049033	0.938681656	0.390411332	0.930786542
TENM1	0.444129665	0.90941544	0.527256878	0.934650967
CDH11	0.444129665	0.90941544	0.527256878	0.934650967
BCAS4	0.531609916	0.927449862	0.450661945	0.930786542
AMIGO1	0.418191229	0.903472222	0.584015255	0.937424468
TNIP3	0.547997821	0.92841979	0.425339145	0.930786542
SKA2	0.444129665	0.90941544	0.527256878	0.934650967
SAMD3	0.8259003	0.980384111	0.300479433	0.930786542
CYP4F2	0.394175974	0.897655087	0.627518387	0.937424468
POMGNT2	0.331980387	0.870127088	0.781520022	0.946505906
KIAA1257	0.547997821	0.92841979	0.425339145	0.930786542
LRRC56	0.638670662	0.953926276	0.369555979	0.930786542
KRTAP21-2	0.78385726	0.977027027	0.316311632	0.930786542
LRPAP1	0.471255789	0.912244252	0.510721874	0.934650967
ANAPC13	0.430847181	0.905449966	0.564211387	0.934919202
GJB4	0.36184146	0.88601921	0.699705802	0.94123122
COL16A1	0.444129665	0.90941544	0.544903296	0.934650967
FAM169A	0.638670662	0.953926276	0.379449741	0.930786542
RHOF	0.430847181	0.905449966	0.564211387	0.934919202
ZNF331	0.341743394	0.878775567	0.72621629	0.941296519
MSRB2	0.699013893	0.967820774	0.350286026	0.930786542
MAGEB5	0.531609916	0.927449862	0.437624625	0.930786542
HYDIN	0.444129665	0.90941544	0.544903296	0.934650967
PAPOLG	0.8259003	0.980384111	0.300479433	0.930786542
USP43	0.331980387	0.870127088	0.753685644	0.946505906
EIF4E1B	0.60049033	0.938681656	0.390411332	0.930786542
GSG1L	0.638670662	0.953926276	0.379449741	0.930786542
TXNRD3	0.865360937	0.980384111	0.285502588	0.930786542
PDK4	0.845911196	0.980384111	0.285502588	0.930786542
OR1N2	0.372105693	0.886207344	0.650809044	0.937424468
TICRR	0.372105693	0.886207344	0.674639063	0.938319315
ZBTB9	0.457455734	0.910299219	0.527256878	0.934650967
SLC25A16	0.564728957	0.931237086	0.413440479	0.930786542
GDPD4	0.564728957	0.931237086	0.425339145	0.930786542
MRPL34	0.531609916	0.927449862	0.450661945	0.930786542
PIK3C2G	0.341743394	0.878775567	0.753685644	0.946505906
C5orf42	0.720828112	0.971474473	0.341340234	0.930786542
DDHD1	0.430847181	0.905449966	0.564211387	0.934919202
TCF15	0.92063198	0.980384111	0.264521929	0.930786542
PPWD1	0.394175974	0.897655087	0.627518387	0.937424468
PFDN6	0.500550259	0.920048067	0.464461999	0.932939374
DEFB123	0.78385726	0.977027027	0.316311632	0.930786542
WNT3A	0.372105693	0.886207344	0.650809044	0.937424468
IFNA21	0.88426042	0.980384111	0.277847998	0.930786542
CLCA1	0.331980387	0.870127088	0.781520022	0.946505906
SEMA3D	0.500550259	0.920048067	0.464461999	0.932939374
SRRD	0.678539907	0.958193568	0.35977118	0.930786542
VPS37B	0.341743394	0.878775567	0.753685644	0.946505906
IVL	0.35171343	0.880723056	0.72621629	0.941296519
ERP27	0.515587034	0.922108545	0.450661945	0.930786542
FXYD6	0.762413511	0.973841336	0.316311632	0.930786542
C4orf27	0.485982021	0.916396137	0.494693544	0.934070569
C9orf43	0.564728957	0.931237086	0.425339145	0.930786542
PGM2	0.720828112	0.971474473	0.350286026	0.930786542
HLA-DPB1	0.471255789	0.912244252	0.527256878	0.934650967
CFAP54	0.564728957	0.931237086	0.425339145	0.930786542
PARP4	0.531609916	0.927449862	0.450661945	0.930786542
LMTK2	0.322789431	0.870127088	0.809773904	0.946505906
ZDHHC8	0.61928085	0.95263996	0.390411332	0.930786542
TMEM177	0.762413511	0.973841336	0.324412966	0.930786542
TFEB	0.457455734	0.910299219	0.544903296	0.934650967
CACNG4	0.341743394	0.878775567	0.753685644	0.946505906
SAMD9	0.485982021	0.916396137	0.494693544	0.934070569
KBTBD2	0.35171343	0.880723056	0.72621629	0.941296519
WIPF3	0.444129665	0.90941544	0.544903296	0.934650967
ST20	0.471255789	0.912244252	0.510721874	0.934650967
ZADH2	0.430847181	0.905449966	0.564211387	0.934919202
GKN1	0.805290112	0.980179045	0.316311632	0.930786542
MSH5	0.699013893	0.967820774	0.350286026	0.930786542
F5	0.638670662	0.953926276	0.379449741	0.930786542
ATP5I	0.313707437	0.864839291	0.867376737	0.949922434
CPM	0.547997821	0.92841979	0.437624625	0.930786542
SEMA6A	0.372105693	0.886207344	0.674639063	0.938319315
ATP10B	0.485982021	0.916396137	0.494693544	0.934070569
IGF1	0.418191229	0.903472222	0.584015255	0.937424468
SCARF2	0.60049033	0.938681656	0.401808771	0.930786542
CHRNE	0.658567148	0.955799794	0.369555979	0.930786542
GATA6	0.485982021	0.916396137	0.494693544	0.934070569
VRK3	0.638670662	0.953926276	0.379449741	0.930786542
POMC	0.658567148	0.955799794	0.379449741	0.930786542
SYN3	0.547997821	0.92841979	0.437624625	0.930786542
NCAPG2	0.331980387	0.870127088	0.781520022	0.946505906
PPP1R36	0.762413511	0.973841336	0.324412966	0.930786542
NUDCD2	0.515587034	0.922108545	0.464461999	0.932939374
ATP10D	0.638670662	0.953926276	0.390411332	0.930786542
SAR1A	0.485982021	0.916396137	0.494693544	0.934070569
LIPC	0.296366113	0.859483554	0.896502315	0.956481051
RARRES2	0.547997821	0.92841979	0.437624625	0.930786542
PNPLA3	0.564728957	0.931237086	0.437624625	0.930786542
WDR46	0.638670662	0.953926276	0.379449741	0.930786542
PLCD3	0.485982021	0.916396137	0.494693544	0.934070569
SLC30A8	0.444129665	0.90941544	0.544903296	0.934650967
TLR1	0.60049033	0.938681656	0.401808771	0.930786542
CD93	0.36184146	0.88601921	0.699705802	0.94123122
INA	0.531609916	0.927449862	0.450661945	0.930786542
ASIC1	0.394175974	0.897655087	0.627518387	0.937424468
CCDC37	0.762413511	0.973841336	0.324412966	0.930786542
EIF4E3	0.638670662	0.953926276	0.390411332	0.930786542
PHACTR3	0.36184146	0.88601921	0.699705802	0.94123122
ADRA1B	0.564728957	0.931237086	0.425339145	0.930786542
SETD4	0.547997821	0.92841979	0.437624625	0.930786542
PLA2G4E	0.638670662	0.953926276	0.379449741	0.930786542
SERINC4	0.720828112	0.971474473	0.341340234	0.930786542
AKR7A3	0.457455734	0.910299219	0.527256878	0.934650967
PLVAP	0.418191229	0.903472222	0.584015255	0.937424468
GUCA1A	0.699013893	0.967820774	0.350286026	0.930786542
S100B	0.341743394	0.878775567	0.753685644	0.946505906
PCSK4	0.457455734	0.910299219	0.527256878	0.934650967
ZNF543	0.430847181	0.905449966	0.564211387	0.934919202
ABCA7	0.485982021	0.916396137	0.494693544	0.934070569
SULT2A1	0.394175974	0.897655087	0.627518387	0.937424468
PPP1R12C	0.331980387	0.870127088	0.781520022	0.946505906
HLA-F	0.430847181	0.905449966	0.564211387	0.934919202
CDHR2	0.515587034	0.922108545	0.464461999	0.932939374
PAX7	0.296366113	0.859483554	0.896502315	0.956481051
CST11	0.865360937	0.980384111	0.292824843	0.930786542
HMG20B	0.500550259	0.920048067	0.479286298	0.934070569
SRSF8	0.805290112	0.980179045	0.316311632	0.930786542
MS4A10	0.58233179	0.934572003	0.413440479	0.930786542
TNXB	0.485982021	0.916396137	0.494693544	0.934070569
TMED3	0.430847181	0.905449966	0.564211387	0.934919202
TRIM48	0.61928085	0.95263996	0.401808771	0.930786542
DSCAML1	0.457455734	0.910299219	0.527256878	0.934650967
POP5	0.531609916	0.927449862	0.450661945	0.930786542
ZCCHC24	0.699013893	0.967820774	0.350286026	0.930786542
UBA7	0.418191229	0.903472222	0.604990466	0.937424468
PLAC8L1	0.58233179	0.934572003	0.413440479	0.930786542
FAM20A	0.296366113	0.859483554	0.896502315	0.956481051
SFRP1	0.457455734	0.910299219	0.544903296	0.934650967
TNFSF4	0.865360937	0.980384111	0.285502588	0.930786542
TMEM147	0.341743394	0.878775567	0.781520022	0.946505906
PRRG1	0.372105693	0.886207344	0.674639063	0.938319315
SGCD	0.36184146	0.88601921	0.699705802	0.94123122
TSSK6	0.28828657	0.855675938	0.947398529	0.969260353
HELQ	0.564728957	0.931237086	0.425339145	0.930786542
MIB2	0.500550259	0.920048067	0.479286298	0.934070569
GNPDA2	0.658567148	0.955799794	0.379449741	0.930786542
FAM186A	0.741242168	0.971474473	0.341340234	0.930786542
HMHB1	0.418191229	0.903472222	0.604990466	0.937424468
IRX3	0.762413511	0.973841336	0.324412966	0.930786542
TRIM49	0.444129665	0.90941544	0.564211387	0.934919202
CACNA1G	0.500550259	0.920048067	0.494693544	0.934070569
OR5F1	0.331980387	0.870127088	0.781520022	0.946505906
RABGGTA	0.36184146	0.88601921	0.72621629	0.941296519
CD1B	0.58233179	0.934572003	0.413440479	0.930786542
CRBN	0.394175974	0.897655087	0.650809044	0.937424468
CABP2	0.60049033	0.938681656	0.401808771	0.930786542
TMPRSS2	0.720828112	0.971474473	0.341340234	0.930786542
KLF16	0.418191229	0.903472222	0.604990466	0.937424468
TSEN34	0.36184146	0.88601921	0.699705802	0.94123122
FCN1	0.406140016	0.901087876	0.627518387	0.937424468
HIST1H2BC	0.564728957	0.931237086	0.425339145	0.930786542
HEBP2	0.531609916	0.927449862	0.464461999	0.932939374
PAQR6	0.658567148	0.955799794	0.379449741	0.930786542
SCAMP2	0.313707437	0.864839291	0.838267502	0.946505906
CMTM6	0.699013893	0.967820774	0.35977118	0.930786542
AGXT	0.741242168	0.971474473	0.341340234	0.930786542
HOXC10	0.58233179	0.934572003	0.413440479	0.930786542
S100A16	0.457455734	0.910299219	0.544903296	0.934650967
RBKS	0.406140016	0.901087876	0.627518387	0.937424468
OR13C2	0.531609916	0.927449862	0.464461999	0.932939374
KCNMA1	0.383110869	0.888551933	0.650809044	0.937424468
SYNJ2BP	0.418191229	0.903472222	0.604990466	0.937424468
FZD9	0.485982021	0.916396137	0.494693544	0.934070569
ACOT12	0.418191229	0.903472222	0.604990466	0.937424468
MARCH10	0.304647235	0.859483554	0.867376737	0.949922434
CXCL16	0.406140016	0.901087876	0.627518387	0.937424468
WLS	0.406140016	0.901087876	0.627518387	0.937424468
ANKAR	0.531609916	0.927449862	0.450661945	0.930786542
DOLPP1	0.418191229	0.903472222	0.604990466	0.937424468
ABCA13	0.430847181	0.905449966	0.584015255	0.937424468
PDDC1	0.406140016	0.901087876	0.627518387	0.937424468
ZNF20	0.457455734	0.910299219	0.544903296	0.934650967
RGPD3	0.58233179	0.934572003	0.425339145	0.930786542
CYB5R1	0.36184146	0.88601921	0.72621629	0.941296519
STAB2	0.485982021	0.916396137	0.510721874	0.934650967
IL22RA1	0.547997821	0.92841979	0.450661945	0.930786542
TMEM91	0.531609916	0.927449862	0.464461999	0.932939374
THY1	0.457455734	0.910299219	0.544903296	0.934650967
MRFAP1L1	0.678539907	0.958193568	0.369555979	0.930786542
SLITRK2	0.547997821	0.92841979	0.437624625	0.930786542
LLPH	0.406140016	0.901087876	0.604990466	0.937424468
NFIC	0.515587034	0.922108545	0.479286298	0.934070569
PPIL3	0.515587034	0.922108545	0.479286298	0.934070569
ALCAM	0.341743394	0.878775567	0.781520022	0.946505906
FBXO30	0.658567148	0.955799794	0.379449741	0.930786542
RNF222	0.485982021	0.916396137	0.494693544	0.934070569
PSENEN	0.394175974	0.897655087	0.650809044	0.937424468
DUSP13	0.638670662	0.953926276	0.390411332	0.930786542
C17orf104	0.444129665	0.90941544	0.564211387	0.934919202
GXYLT2	0.762413511	0.973841336	0.332890221	0.930786542
USP50	0.471255789	0.912244252	0.527256878	0.934650967
ZNF770	0.658567148	0.955799794	0.369555979	0.930786542
BFSP2	0.678539907	0.958193568	0.35977118	0.930786542
SCNN1D	0.457455734	0.910299219	0.544903296	0.934650967
LRGUK	0.406140016	0.901087876	0.627518387	0.937424468
FAM124A	0.430847181	0.905449966	0.584015255	0.937424468
MRPL18	0.457455734	0.910299219	0.544903296	0.934650967
TMEM8A	0.547997821	0.92841979	0.450661945	0.930786542
C15orf43	0.865360937	0.980384111	0.300479433	0.930786542
SYCP2	0.8259003	0.980384111	0.316311632	0.930786542
NUBPL	0.61928085	0.95263996	0.401808771	0.930786542
LINC01588	0.430847181	0.905449966	0.584015255	0.937424468
NLRC3	0.531609916	0.927449862	0.464461999	0.932939374
NRN1L	0.531609916	0.927449862	0.464461999	0.932939374
SLC41A3	0.678539907	0.958193568	0.379449741	0.930786542
CSGALNACT1	0.383110869	0.888551933	0.674639063	0.938319315
OR8B3	0.61928085	0.95263996	0.401808771	0.930786542
FAM207A	0.418191229	0.903472222	0.627518387	0.937424468
PNPLA6	0.383110869	0.888551933	0.674639063	0.938319315
MZT1	0.678539907	0.958193568	0.369555979	0.930786542
CYP3A4	0.58233179	0.934572003	0.425339145	0.930786542
HTR3A	0.515587034	0.922108545	0.479286298	0.934070569
CDH19	0.658567148	0.955799794	0.379449741	0.930786542
TAS2R50	0.515587034	0.922108545	0.479286298	0.934070569
FMR1NB	0.865360937	0.980384111	0.292824843	0.930786542
TMEM243	0.471255789	0.912244252	0.527256878	0.934650967
ZXDA	0.471255789	0.912244252	0.544903296	0.934650967
SLC25A23	0.430847181	0.905449966	0.604990466	0.937424468
CSRNP1	0.406140016	0.901087876	0.627518387	0.937424468
CDK20	0.444129665	0.90941544	0.564211387	0.934919202
POLN	0.515587034	0.922108545	0.479286298	0.934070569
CHRM1	0.500550259	0.920048067	0.494693544	0.934070569
SCRT2	0.394175974	0.897655087	0.650809044	0.937424468
GALNT11	0.372105693	0.886207344	0.699705802	0.94123122
PLCD1	0.515587034	0.922108545	0.479286298	0.934070569
TRIM7	0.531609916	0.927449862	0.464461999	0.932939374
CDH16	0.35171343	0.880723056	0.753685644	0.946505906
ALDH3B1	0.60049033	0.938681656	0.413440479	0.930786542
GRK4	0.35171343	0.880723056	0.781520022	0.946505906
TLR7	0.60049033	0.938681656	0.413440479	0.930786542
